address,business_id,city,latitude,longitude,name,phone_number,postal_code,state
"8876 Cuyamaca St",153724,Santee,32.837938,-116.983862,"MCDONALDS #2441",,92071,CA
"2306 S Escondido Blvd",171030,Escondido,33.093962,-117.07163,"VARSO GAS",,92025,CA
"5625 Ruffin Road",405157,"San Diego",32.836678,-117.12604,"GOURMET ISLAND REST & CATERING",,92123,CA
"3410 Del Lago Boulevard",504282,Escondido,33.070502,-117.071065,"SUBWAY #18370",,92029,CA
"4815 Voltaire St",159977,"San Diego",32.750015,-117.243319,"JACK IN THE BOX #8",,92107,CA
"2045 Pacific Hwy",104623,"San Diego",32.7251,-117.171691,"BODY BEAUTIFUL CARWASH",,92101,CA
"2260 Jimmy Durante Boulevard",499619,"San Diego",32.976129,-117.26192,"STABLE CAFETERIA",,92014,CA
"2650 Via de la Valle",271233,"San Diego",32.98131,-117.246836,"VENISSIMO CHEESE",,92014,CA
"3111 54th Street",340596,"San Diego",32.737942,-117.07951,"THE TRADEWINDS LIQUOR",,92105,CA
"5065 Clairemont Dr",159971,"San Diego",32.833492,-117.201736,MCDONALDS,,92117,CA
"1090 Fletcher Parkway",495525,"El Cajon",32.807987,-116.973805,"SMART & FINAL #398",,92020,CA
"7819 El Cajon Blvd",72662,"La Mesa",32.768431,-117.029598,"ALIBERTOS MEXICAN FOOD #2",,91942,CA
"4120 Clairemont Mesa Blvd",146683,"San Diego",32.830022,-117.201833,"DOMINOS PIZZA #7710",,92117,CA
"2304 San Diego Ave",155840,"San Diego",32.749765,-117.192536,"EL AGAVE",,92110,CA
"1459 Melrose Ave",104241,"Chula Vista",32.606144,-117.039626,"BOBAR LIQUOR #4",,91911,CA
"6939 Linda Vista Road",483213,"San Diego",32.785151,-117.169526,"RITE AID STORE #5649",,92111,CA
"3782 Voltaire Street",246223,"San Diego",32.741212,-117.229728,"LITTLE CAESARS PIZZA",,92106,CA
"268 North El Camino Real",275557,Encinitas,33.051032,-117.260676,"CHIPOTLE MEXICAN GRILL",,92024,CA
"1128 25th Street",429316,"San Diego",32.717475,-117.140691,KRAKATOA,,92102,CA
"558 Jamacha Road",364363,"San Diego",32.788289,-116.928779,"LAS HADAS",,92019,CA
"272 N El Camino Real",146703,Encinitas,33.053178,-117.261415,"JAMBA JUICE",,92024,CA
"101 W Broadway",244026,"San Diego",32.71577,-117.16693,"CHIPOTLE MEXICAN GRILL",,92101,CA
"2445 Truxtun Rd",349486,"San Diego",32.736457,-117.217199,"FIVE GUYS",,92106,CA
"2606 El Camino Real",106577,Carlsbad,33.177,-117.326313,"BOSTON MARKET #637",,92008,CA
"258 North El Camino Real",500825,Encinitas,33.050821,-117.260603,"STARBUCKS COFFEE #588",,92024,CA
"14701 Pomerado Rd",182786,Poway,32.979063,-117.062294,"POWAY STEAKHOUSE",,92064,CA
"4961 Clairemont Dr",81918,"San Diego",32.831473,-117.205561,"ARELYS FRENCH BAKERY",,92117,CA
"8750 Genesee Ave",180350,"San Diego",32.867888,-117.21401,"ROBEKS JUICE",,92122,CA
"2720 Via De La Valle",581075,"Del Mar",32.980663,-117.250018,"NOTHING BUNDT CAKES",,92014,CA
"7770 Vickers Street",524522,"San Diego",32.828424,-117.154313,"UP2YOU CAFE",,92111,CA
"4973 Clairemont Dr",159958,"San Diego",32.831473,-117.205561,SUBWAY,,92117,CA
"4105 Taylor St",142581,"San Diego",32.757062,-117.198349,"CASA GUADALAJARA",,92110,CA
"5650 Baltimore Dr",64035,"La Mesa",32.782209,-117.033278,"7-ELEVEN #21453D",,91942,CA
"8750 Genesee Ave",162346,"San Diego",32.867888,-117.21401,"CHIPOTLE MEXICAN GRILL",,92122,CA
"4300 Main St",63910,"Chula Vista",32.594776,-117.040108,"7-ELEVEN #18547B-2131",,91911,CA
"8890 Cuyamaca St",344641,Santee,32.838333,-116.983861,"KFC #C191022",,92071,CA
"2260 Jimmy Durante Boulevard",561022,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - C172",,92014,CA
"2260 Jimmy Durante Boulevard",570818,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - OFF THE TRACK BETTING",,92014,CA
"2260 Jimmy Durante Boulevard",570791,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - C118",,92014,CA
"3077 North Park Way",1006568,"San Diego",32.7472652,-117.1279197,"TRIBUTE PIZZA",,92104,CA
"300 Carlsbad Village Drive",608197,Carlsbad,33.159415,-117.350764,"GAIA GELATO",,92008,CA
"4805 Convoy Street",569136,"San Diego",32.829217,-117.153147,"COMMON THEORY",,92111,CA
"2600 Via de la Valle",301633,"San Diego",32.981121,-117.247711,YOGURTLAND,,92014,CA
"449 Broadway",324559,"Chula Vista",32.632688,-117.090158,"SUNNYS MARKET",,91910,CA
"4696 30th Street",581207,"San Diego",32.762642,-117.130411,"POLITE PROVISIONS-SODA & SWINE",,92116,CA
"2690 Via de la Valle",1006388,"San Diego",32.9811166451613,-117.247732580645,"SEES CANDIES",,92014,CA
"126 Orange Avenue",614412,Coronado,32.698415,-117.173076,"SHIMA RESTAURANT",,92118,CA
"2260 Jimmy Durante Boulevard",570815,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - MAIN KITCHEN & TURF CLUB",,92014,CA
"2620 Truxtun Road",993908,"San Diego",32.7386884008799,-117.215002334782,"THE LOT",,92106,CA
"2260 Jimmy Durante Boulevard",570796,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - DIRECTORS KITCHEN",,92014,CA
"3105 Ocean Front Walk",229328,"San Diego",32.769937,-117.252805,"CANNONBALL RESTAURANT",,92109,CA
"3028 University Avenue",568686,"San Diego",32.748619,-117.129442,"CITY TACOS",,92104,CA
"2260 Jimmy Durante Boulevard",570790,"Del Mar",32.975781,-117.261735,"DEL MAR FAIRGROUNDS - C108",,92014,CA
"420 South Meadowbrook Drive",574801,"San Diego",32.698243,-117.027292,"NEW YORK BUFFALO WINGS",,92114,CA
"4031 Avati Dr",92555,"San Diego",32.814097,-117.217026,"BAY HO LIQUOR & DELI",,92117,CA
"2295 Mackenzie Creek Road",519278,"Chula Vista",32.65861,-116.966339,"THURGOOD MARSHALL ELEMENTARY",,91914,CA
"915 South Escondido Boulevard",362523,Escondido,33.112373,-117.078919,"LOS PANCHOS",,92025,CA
"6953 La Jolla Boulevard",973218,"San Diego",32.832823,-117.2766479,"7-ELEVEN #13610D-2111",,92037,CA
"11582 El Camino Real",486806,"San Diego",32.928098,-117.238937,"RUTHS CHRIS STEAK HOUSE",,92130,CA
"7525 Britannia Park Pl",88844,"San Diego",32.555223,-116.979321,"BAJA FRIGE INC.",,92154,CA
"1775 East Mission Bay Drive",371895,"San Diego",32.777686,-117.209536,"HILTON SAN DIEGO RESORT",,92109,CA
"790 Jamacha Road",339656,"San Diego",32.785683,-116.928552,"CVS PHARMACY #9167",,92019,CA
"1909 W San Marcos Blvd",182759,"San Marcos",33.132106,-117.210213,"SENOR PANCHOS",,92078,CA
"9290 Clairemont Mesa Boulevard",351792,"San Diego",32.831965,-117.129518,WENDYS,,92123,CA
"622 S Mission Rd",166616,Fallbrook,33.377345,-117.253629,"FALLBROOK COFFEE COMPANY",,92028,CA
"4133 University Avenue",487665,"San Diego",32.749573,-117.10606,"SAIGON SANDWICHES & DELI",,92105,CA
"542 Broadway",472796,"Chula Vista",32.629468,-117.088897,"PIZZA HUT",,91910,CA
"12955 El Camino Real",450820,"San Diego",32.952415,-117.232033,"MIA FRANCESCA DEL MAR",,92130,CA
"6780 Miramar Rd",170993,"San Diego",32.878181,-117.168583,"SUBWAY #1432",,92121,CA
"8047 Winter Gardens Blvd",334402,"El Cajon",32.823717,-116.933478,"WINTER GARDEN'S MARKET",,92021,CA
"3520 Long Run Dr",327680,"San Diego",32.954343,-117.239285,"SOLANA HIGHLANDS ELEM SCHOOL",,92130,CA
"10049 Campo Rd",64027,"Spring Valley",32.747417,-116.978292,"7-ELEVEN #2131-13575B",,91977,CA
"2305 Otay Lakes Road",429410,"Chula Vista",32.64896,-116.965339,"KRISPY KREME DOUGHNUTS",,91913,CA
"1220 South Greensview Drive",462857,"Chula Vista",32.640255,-116.964286,"OLYMPIC VIEW ELEMENTARY SCHOOL",,91915,CA
"7007 Friar S Rd",97824,"San Diego",32.7684,-117.168,"BETTER BUZZ COFFEE",,92108,CA
"4033 Avati Drive",973493,"San Diego",32.8142123086677,-117.216664293324,"THE OASIS",,92117,CA
"6565 Alicante Road",555760,Carlsbad,33.11621,-117.26346,"ALGA NORTE PARK",,92009,CA
"2525 El Camino Real",614405,Carlsbad,33.180317,-117.326935,"LUNA GRILL",,92008,CA
"4175 Genesee Avenue",584521,"San Diego",32.818796,-117.18151,"THE HABIT BURGER GRILL",,92117,CA
"601 East Palomar Street",601649,"Chula Vista",32.614989,-117.026363,"TJ OYSTER BAR",,91911,CA
"710 Rancho Santa Fe Rd",564489,"San Marcos",33.132851,-117.207402,"RITAS ICE CUSTARD",,92078,CA
"1392 E Palomar St",112689,"Chula Vista",32.623698,-116.996845,"BULL CHICKS",,91913,CA
"550 Beaumont Dr",93887,Vista,33.198031,-117.224869,"BEAUMONT ELEMENTARY SCHOOL",,92084,CA
"6930 Alvarado Road",385847,"San Diego",32.775111,-117.049084,"DZ AKINS RESTAURANT",,92120,CA
"1055 Hunte Pkwy",488264,"Chula Vista",32.648233,-116.949733,"SALT CREEK ELEMENTARY SCHOOL",,91914,CA
"6986 El Camino Real",338929,Carlsbad,33.104148,-117.266215,"DOMINOS PIZZA #8380",,92011,CA
"1826 Rosecrans St",64164,"San Diego",32.730234,-117.224509,"7-ELEVEN #22872",,92106,CA
"9341 Ruffin Ct",151775,"San Diego",32.828717,-117.125606,FOODDUDE,,92123,CA
"1290 Hollister Street",399907,"San Diego",32.573318,-117.084475,"FRUIT PALACE",,92154,CA
"2355 East Lincoln Avenue",411194,Escondido,33.153618,-117.05367,"HENRY AVOCADO PACKING CORP",,92027,CA
"455 Windrose Way",279520,"San Diego",32.644797,-117.044905,"CLEARVIEW ELEMENTARY SCHOOL",,91910,CA
"1210 East Plaza Boulevard",293894,"National City",32.677105,-117.093879,"LISA'S FILIPINO CUISINE",,91950,CA
"1955 Hillside Drive",386477,"San Diego",32.657492,-116.982811,"EASTLAKE ELEMENTARY SCHOOL",,91913,CA
"584 North Mollison Avenue",304877,"San Diego",32.802129,-116.951364,"LOS GARCIAS TACO SHOP",,92021,CA
"777 Broadway",465992,"El Cajon",32.807366,-116.952602,"PANCHOS MEXICAN AND SEAFOOD",,82071,CA
"5070 Federal Boulevard",482532,"San Diego",32.72171,-117.08583,"RIGOBERTOS TACO SHOP",,92102,CA
"3860 Convoy Street",258970,"San Diego",32.814234,-117.153853,"ROSAS PIZZA",,92111,CA
"7733 Palm St",63870,"Lemon Grove",32.734705,-117.031444,"7-ELEVEN #17450C-2131",,91945,CA
"3950 Jupiter Street",343184,"San Diego",32.756197,-117.220278,"HOLIDAY INN EXPRESS",,92110,CA
"4646 Convoy Street",536284,"San Diego",32.824942,-117.155883,"YOGURT WORLD CONVOY",,92111,CA
"2275 Imperial Ave",444664,"San Diego",32.706273,-117.142858,"MARISCOS EL GOLOSITO",,92102,CA
"4300 Allen School Lane",390573,"San Diego",32.656692,-117.033752,"ELLA B ALLEN ELEMENTARY SCHOOL",,91902,CA
"2645 Lemon Grove Avenue",263791,"Lemon Grove",32.733983,-117.0322,"LITTLE CAESARS PIZZA",,91945,CA
"4646 Convoy St",149957,"San Diego",32.824907,-117.15519,"TAPIOCA EXPRESS",,92111,CA
"8911 Complex Dr",360935,"San Diego",32.830252,-117.134743,"LIT L PEPPER",,92123,CA
"2521 Palomar Airport Rd",575714,Carlsbad,33.129294,-117.267675,"NOODLES & COMPANY",,92011,CA
"3131 University Avenue",993915,"San Diego",32.748247,-117.1265079,"WORLD FAMOUS SMOKE FISH CO",,92104,CA
"163 Mace Street",609400,"Chula Vista",32.59343,-117.053078,"MARISCOS LA VIGA",,91911,CA
"4646 Convoy Street",974119,"San Diego",32.8249423,-117.1558831,POKIRRITO,,92111,CA
"1680 Hilltop Drive",594096,"Chula Vista",32.597052,-117.051605,"LA SIRENA/TACOS EL PAISA #2",,91911,CA
"1903 W San Marcos Blvd",578912,"San Marcos",33.131579,-117.208944,"ONNYS THAI",,92078,CA
"2015 Birch Road",584594,"Chula Vista",32.622081,-116.969026,"TACOS AND TARROS",,91913,CA
"2509 Palomar Airport Road",231650,Carlsbad,33.129084,-117.268292,"CARLSBAD GAS AND CARWASH INC",,92011,CA
"1291 Hollister Street",277991,"San Diego",32.573152,-117.083776,"CIRCLE A",,92154,CA
"2244 South Santa Fe Avenue",973551,"Villa Vista Estates Mobil Home Park",33.169283,-117.2049499,"VEGAS ICE CREAM",,92083,CA
"1558 N Magnolia Ave, 6",405723,"El Cajon",32.820139,-116.962392,"GRANDSTAND PIZZA",,92020,CA
"7919 Mission Center Court",378709,"San Diego",32.77333,-117.15357,"DEL TACO #987",,92108,CA
"1820 Garnet Avenue",471122,"San Diego",32.80078,-117.236733,"PHO TIME",,92109,CA
"5180 Mission Center Road",349672,"San Diego",32.769433,-117.154981,"MIMIS CAFE",,92108,CA
"3448 30th Street",360187,"San Diego",32.74197,-117.13027,"LEFTYS CHICAGO PIZZERIA CORP",,92104,CA
"1130 E J St",365919,"Chula Vista",32.630039,-117.010886,"JOSEPH CASILLAS ELEMENTARY",,91910,CA
"9625 Mission Gorge Road",382907,Santee,32.837318,-116.98793,"DOMO SUSHI",,92071,CA
"139 Pawnee Street",445453,"San Marcos",33.147125,-117.197663,"MARTINEZ CATERING",,92078,CA
"1354 N Magnolia Ave",78699,"El Cajon",32.814831,-116.96233,"ANTONELLIS DELI & CATERING",,92020,CA
"1768 Garnet Avenue",373160,"San Diego",32.800547,-117.237803,"TWEETY THAI CUISINE",,92109,CA
"980 Buena Vista Way",276916,"San Diego",32.637302,-117.003001,"CHULA VISTA HILLS ELEMENTARY",,91910,CA
"1691 Elmhurst Street",222265,"San Diego",32.644794,-116.991236,"BURTON C TIFFANY ELEMENTARY",,91913,CA
"1552 Rosecrans Street",500403,"San Diego",32.726933,-117.227325,"STARBUCKS COFFEE",,92106,CA
"4415 La Jolla Village Dr",153752,"San Diego",32.873052,-117.211931,"GODIVA CHOCOLATIER",,92122,CA
"736 S Rancho Santa Fe Rd",339644,"San Marcos",33.132501,-117.207634,"DEL TACO #1135",,92078,CA
"5260 S Mission Rd",162404,Bonsall,33.295111,-117.222944,"VILLAGE PIZZA",,92003,CA
"2907 Shelter Island Drive",504626,"San Diego",32.721866,-117.230336,"SUBWAY #3753",,92106,CA
"3670 Rosecrans Street",356493,"San Diego",32.751037,-117.205546,"JERSEY MIKES SUBS",,92110,CA
"550 Marina Parkway",400963,"San Diego",32.625501,-117.101134,"GALLEY AT THE MARINA",,91910,CA
"3400 Del Lago Boulevard",359493,Escondido,33.070393,-117.071049,MCDONALDS,,92029,CA
"17120 Bernardo Center Dr",168659,"San Diego",33.02568,-117.074613,"STIR KRAZY MONGOLIAN GRILL",,92128,CA
"4545 La Jolla Village Drive",250639,"San Diego",32.870527,-117.210525,"SUBWAY #34989",,92122,CA
"3853 Rosecrans St",142550,"San Diego",32.753417,-117.202909,"SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL",,92110,CA
"8925 Carlton Hills Boulevard",260442,Santee,32.839223,-116.995699,"ECCENTRIC INTERNATIONAL CHEFS",,92071,CA
"689 Sweetwater Rd",366839,"Spring Valley",32.708704,-117.011519,"SUBWAY #2837",,91977,CA
"9643 Mission Gorge Road",328348,Santee,32.837264,-116.987,"VONS #1897",,92071,CA
"1915 W San Marcos Blvd",507809,"San Marcos",33.131756,-117.20936,"SUSHI STATION",,92078,CA
"9550 Black Mountain Rd",151783,"San Diego",32.896698,-117.123368,"CALIFORNIA THAI CAFE",,92126,CA
"5465 Lake Murray Boulevard",357068,"La Mesa",32.779301,-117.037884,"LAKE MURRAY CAFE",,91942,CA
"6949 Linda Vista Road",400526,"San Diego",32.786076,-117.17002,"G & M OIL #175",,92111,CA
"1590 Harbor Island Drive",588548,"San Diego",32.725796,-117.202726,"SHERATON HARBOR ISLAND - BAY TOWER LOUNGE KITCHEN",,92101,CA
"539 Sweetwater Rd",437631,"Spring Valley",32.708137,-117.01129,"LITTLE CAESARS PIZZA",,91977,CA
"2445 Hotel Circle Pl",173487,"San Diego",32.761144,-117.187597,"HUNTER STEAKHOUSE",,92108,CA
"7625 Linda Vista Road",500623,"San Diego",32.801618,-117.157082,"STARBUCKS COFFEE #1102",,92111,CA
"2841 Imperial Ave",267015,"San Diego",32.706376,-117.13316,"EL SALVADORENO",,92102,CA
"9470 Cuyamaca St",164421,Santee,32.849099,-116.98347,"SORIANAS MEX FOOD",,92071,CA
"136 Encinitas Boulevard",288277,Encinitas,33.048835,-117.291228,"MR PEABODYS",,92024,CA
"2560 Laning Road",287326,"San Diego",32.727953,-117.217961,"SUBWAY #30442",,92106,CA
"1129 Morena Boulevard",338336,"San Diego",32.769187,-117.200495,"SARDINAS ITALIAN RESTAURANT",,92110,CA
"602 Broadway",514656,Hillcrest,32.715787,-117.1591,"THE BEER COMPANY",,92101,CA
"5260 S Mission Rd",246839,Bonsall,33.295111,-117.222944,"DANIELS MARKET",,92003,CA
"4545 La Jolla Village Drive",513405,Sorrento,32.870422,-117.210146,"TENDER GREENS",,92122,CA
"1380 Harbor Island Drive",287384,"San Diego",32.727283,-117.197697,"SHERATON HARBOR ISLAND - ROOM SERVICE",,92101,CA
"5841 El Cajon Boulevard",973380,"San Diego",32.758888,-117.0712099,"HADRAMOUT RESTAURANT",,92115,CA
"7102 University Ave",175923,"La Mesa",32.754874,-117.046514,"SUPER OSCARS MEXICAN FOOD #2",,91942,CA
"1380 Harbor Island Drive",493129,"San Diego",32.727283,-117.197697,"SHERATON HARBOR ISLAND- QUINNS BAR",,92101,CA
"1380 Harbor Island Drive",288522,"San Diego",32.727283,-117.197697,"SHERATON HARBOR ISLAND - MARINA MARKET",,92101,CA
"3127 Jefferson Street",262767,"San Diego",32.755391,-117.203612,"URBAN CORPS OF SAN DIEGO COUNTY",,92110,CA
"1380 Harbor Island Drive",493127,"San Diego",32.727283,-117.197697,"SHERATON HARBOR ISLAND - MAIN KITCHEN",,92101,CA
"675 North Broadway",973200,Escondido,33.128406,-117.0849159,"DONUT STAR",,92025,CA
"5706 Miramar Road",973586,"San Diego",32.8769203509096,-117.185033092769,"STARS AND STRIPES 76",,92121,CA
"6130 Balboa Ave",74193,"San Diego",32.820378,-117.175691,"AM/PM MINI MART ARCO #1986",,92111,CA
"2920 Zoo Drive",488992,"San Diego",32.735973,-117.150657,"SAN DIEGO ZOO - FRONT STREET CAFE",,92101,CA
"2920 Zoo Drive",488997,"San Diego",32.735973,-117.150657,"SAN DIEGO ZOO - SAFARI KITCHEN",,92101,CA
"10631 Tierrasanta Blvd",246314,"San Diego",32.82306,-117.101128,"RITE AID STORE #5660",,92124,CA
"8385 Miramar Mall",446029,"San Diego",32.879266,-117.18277,"MAUI WOWI",,92121,CA
"6250 El Camino Real",522202,Carlsbad,33.120819,-117.266865,"TRI CITY WELLNESS CENTER CAFE",,92008,CA
"5150 Murphy Canyon Road",364853,"San Diego",32.831763,-117.120705,"GRAB & GO SUBS",,92123,CA
"4646 Park Blvd",88534,"San Diego",32.761892,-117.146319,"BAHN THAI",,92116,CA
"1227 University Avenue",431317,"San Diego",32.748123,-117.152747,"LA FUENTE MEXICAN FOOD",,92103,CA
"1410 Rosecrans St",148296,"San Diego",32.725211,-117.228769,"THE PEARL HOTEL",,92106,CA
"925 East Plaza Boulevard",443538,"National City",32.677308,-117.095938,"MANILA SUNSET GRILLE",,91950,CA
"6585 Mission Gorge Road",531374,"Allied Gardens",32.792711,-117.097171,WENDYS,,92120,CA
"3436 College Avenue",264041,"San Diego",32.743656,-117.052632,"STARBUCKS COFFEE #5897",,92115,CA
"1857 Logan Avenue",334439,"San Diego",32.701757,-117.145203,"LAS CUATRO MILPAS",,92113,CA
"10450 Friars Road",358173,"San Diego",32.792274,-117.098875,"PIZZA HUT",,92120,CA
"9341 Ruffin Ct",142578,"San Diego",32.828717,-117.125606,"CHIPS BEACH EATZ",,92123,CA
"8855 Villa la Jolla Drive",348144,"San Diego",32.869193,-117.233702,"RUBIOS FRESH MEXICAN GRILL #25",,92037,CA
"1145 Avocado Boulevard",252923,"San Diego",32.779427,-116.957511,"EL POLLO LOCO",,92020,CA
"3680 Rosecrans St",275581,"San Diego",32.751067,-117.20512,"CHIPOTLE MEXICAN GRILL",,92110,CA
"5035 Central Avenue",292739,"Chula Vista",32.669024,-117.022092,"GIANT PIZZA KING",,91902,CA
"1455 Melrose Avenue",431532,"San Diego",32.606238,-117.039556,"LA INDIA BONITA",,91911,CA
"1270 West Valley Parkway",378656,Escondido,33.114573,-117.100641,"DEL TACO #339",,92029,CA
"8025 Fletcher Parkway",365966,"San Diego",32.773922,-117.026867,"PICK UP STIX",,91942,CA
"7670 El Cajon Blvd",87038,"La Mesa",32.768542,-117.032489,"B M H ITALIAN INC",,91942,CA
"5020 Baltimore Dr, D",500486,"La Mesa",32.770489,-117.025697,"STARBUCKS COFFEE",,91942,CA
"5149 Clairemont Mesa Boulevard",311010,"San Diego",32.834323,-117.179655,"PETER D'S",,92117,CA
"4909 Murphy Canyon Road",365647,"San Diego",32.828903,-117.119245,"OMEGA CAFE & CATERING",,92123,CA
"5650 Balboa Avenue",536314,"San Diego",32.820072,-117.179871,YOGURTLAND,,92117,CA
"8385 Miramar Mall",590881,"San Diego",32.879266,-117.18277,"LOUZIANA FOOD",,92121,CA
"5650 Balboa Ave",182780,"San Diego",32.820188,-117.179342,"FIVE GUYS BURGERS & FRIES",,92111,CA
"4637 Market St",557270,"San Diego",32.711435,-117.094497,"AUNTY LYNNE",,92102,CA
"822 North Johnson Avenue",561935,"El Cajon",32.80586,-116.971464,"BURGER KING #814",,92020,CA
"345 Fletcher Pkwy",153786,"El Cajon",32.80757,-116.967268,"FIVE GUYS",,92020,CA
"5650 Balboa Avenue",275657,"San Diego",32.820072,-117.179871,"CHIPOTLE MEXICAN GRILL # 1921",,92117,CA
"1475 Melrose Avenue",973149,"Chula Vista",32.605689,-117.0391479,"7-ELEVEN #13578",,91911,CA
"2260 Otay Lakes Rd",164521,"Chula Vista",32.647767,-116.96635,"KUHI KUHI SHAVED ICE",,91915,CA
"7150 Avenida Encinas",370859,Carlsbad,33.100377,-117.311663,"PICK UP STIX",,92011,CA
"10990 N Woodside Ave",489813,Santee,32.846483,-116.957484,"SAPATERIA - MARY",,92071,CA
"2011 San Elijo Ave",536953,"Cardiff By The Sea",33.022552,-117.28339,"ZENBU & RIMELS",,92007,CA
"3419 Mission Blvd",93411,"San Diego",32.776618,-117.252407,"BEACH MARKET",,92109,CA
"2960 La Posada Way",294880,Julian,33.050694,-116.625728,"PINE HILLS LODGE",,92036,CA
"101 G St",427535,"San Diego",32.712537,-117.163351,"KIKKA RALPH #123",,92101,CA
"101 G St",479334,"San Diego",32.712537,-117.163351,"RALPHS GROCERY CO #123",,92101,CA
"1455 Kettner Boulevard",266514,"San Diego",32.720429,-117.169069,"RITE AID STORE #6466",,92101,CA
"7110 Avenida Encinas",503781,Carlsbad,33.101324,-117.311312,SUBWAY,,92011,CA
"2711 San Diego Avenue",286118,"San Diego",32.753737,-117.197312,"COUSINS OLD TOWN CANDY SHOP",,92110,CA
"1425 India Street",392620,"San Diego",32.720193,-117.168177,"FABRISONS SWEET BOUTIQUE",,92101,CA
"11920 El Camino Real",148308,"San Diego",32.935091,-117.237384,"HAMPTON INN",,92130,CA
"1348 West Valley Parkway",294497,Escondido,33.112398,-117.102819,"LOS PRIMOS MEXICAN FOOD",,92029,CA
"5353 Kearny Villa Road",394982,"San Diego",32.830399,-117.139843,"FILIPPIS PIZZA GROTTO",,92123,CA
"8685 Rio San Diego Drive",451639,"San Diego",32.774509,-117.143773,"MILANO COFFEE CO.",,92108,CA
"7984 La Mesa Blvd",144842,"La Mesa",32.763637,-117.024635,"CHINA SUPER BUFFET",,91942,CA
"511 Grand Avenue",445448,Escondido,33.124213,-117.075217,"MARTINEAU DINNER DELIVERY",,92025,CA
"7544 Girard Avenue",300944,"San Diego",32.841713,-117.27358,"VONS #2323",,92037,CA
"6135 Balboa Avenue",1006489,"San Diego",32.819909,-117.1754319,"IHOP #0806",,92111,CA
"4725 Clairemont Drive",369052,"San Diego",32.831411,-117.205442,"VONS #2120",,92117,CA
"8690 Aero Drive",469189,"San Diego",32.814597,-117.141218,"PEARS THAI CUISINE",,92123,CA
"7140 Avenida Encinas",479337,Carlsbad,33.101043,-117.310629,"RALPHS GROCERY CO #175",,92011,CA
"2371 San Diego Ave",162328,"San Diego",32.750975,-117.193175,"KORKYS ICE CREAM & COFFEE",,92110,CA
"6941 La Jolla Boulevard",518173,"La Jolla",32.832096,-117.276586,"THE SHACK BAR & GRILL",,92037,CA
"8340 Vickers Street",507474,"San Diego",32.827829,-117.147109,"SURF N SUB SHOP DELI",,92111,CA
"5500 Grossmont Center Drive",973557,"La Mesa",32.7787686,-117.0098177,"PHOLICIOUS GROSSMONT CENTER",,91942,CA
"6125 Balboa Avenue",973583,"San Diego",32.819866,-117.1757619,"SHELL FOOD MART #205",,92111,CA
"4725 Clairemont Drive",614420,"San Diego",32.831411,-117.205442,"ACE SUSHI AT VONS 2120",,92117,CA
"3745 Mission Blvd",97822,"San Diego",32.783612,-117.252585,"BETTER BUZZ COFFEE",,92109,CA
"9085 Dallas Street",973240,"La Mesa",32.792319,-117.003054,"PARKWAY LIQUOR",,91942,CA
"295 East Orange Avenue",570701,"Chula Vista",32.604535,-117.039224,"DE KOTIJA TACO SHOP",,91911,CA
"8757 Rio San Diego Drive",593511,"San Diego",32.774914,-117.139883,"SD MARRIOTT",,92108,CA
"3525 Valley Centre Dr",146688,"San Diego",32.935121,-117.239034,"CARMEL VALLEY RESIDENCE INN",,92130,CA
"3943 Governor Drive",1006478,"San Diego",32.8545166022104,-117.203865695799,"FORBIDDEN YOGHURT",,92122,CA
"9730 Cuyamaca Street",573574,Santee,32.854098,-116.983711,"IG BAKERY",,92071,CA
"9735 Campo Rd",86283,"Spring Valley",32.747984,-116.986737,"AVOS CATERING",,91977,CA
"2411 East Valley Parkway",504825,Escondido,33.141024,-117.043949,"SUBWAY #50755",,92027,CA
"10130 Maine Ave",114542,Lakeside,32.862074,-116.922251,"BURGER KING #4655",,92040,CA
"9040 Carlton Oaks Drive",489741,Santee,32.844231,-117.00578,"SANTEE LAKES GENERAL STORE",,92071,CA
"8038 Clairemont Mesa Blvd",291733,"San Diego",32.83285,-117.14958,"PHO FUSION",,92111,CA
"706 S Rancho Santa Fe Rd",90133,"San Marcos",33.132905,-117.207366,"BANH MI SAN MARCOS",,92078,CA
"10732 Westview Parkway",366977,"San Diego",32.915899,-117.120936,"RUBIOS FRESH MEXICAN GRILL #134",,92126,CA
"2015 Birch Road",256264,"Chula Vista",32.622423,-116.96607,"ROMANOS MACARONI GRILL",,91915,CA
"2241 Shelter Island Drive",415303,"San Diego",32.718119,-117.221415,HUMPHREYS,,92106,CA
"6713 El Cajon Boulevard",534164,"College Heights",32.768496,-117.053288,WINGS-N-THINGS,,92115,CA
"10370 Friars Rd",101600,"San Diego",32.790426,-117.100548,"BLACK ANGUS STEAKHOUSE",,92120,CA
"9805 Campo Road",504188,"San Diego",32.747317,-116.985188,"SUBWAY #12321",,91977,CA
"3904 Convoy Street",335030,"San Diego",32.813696,-117.152819,"SAKURA I",,92111,CA
"406 University Ave",115407,"San Diego",32.748256,-117.161416,"BURGER LOUNGE",,92103,CA
