"business_id","Score","date","type"
7276,85,"20141222","Routine - Unscheduled"
7276,,"20141222","Reinspection/Followup"
7276,,"20140829","New Ownership"
7276,,"20140401","Non-inspection site visit"
7335,100,"20160825","Routine - Unscheduled"
7335,100,"20150519","Routine - Unscheduled"
7361,,"20160523","Reinspection/Followup"
7361,86,"20160503","Routine - Unscheduled"
7361,85,"20150922","Routine - Unscheduled"
7361,89,"20140826","Routine - Unscheduled"
7361,,"20140528","Complaint"
7361,,"20140429","Reinspection/Followup"
7361,,"20140401","Non-inspection site visit"
7361,,"20140206","Reinspection/Followup"
7361,78,"20140204","Routine - Unscheduled"
7366,100,"20150604","Routine - Unscheduled"
7366,98,"20140529","Routine - Unscheduled"
7372,90,"20160407","Routine - Unscheduled"
7372,,"20141007","Routine - Unscheduled"
7375,100,"20161123","Routine - Unscheduled"
7375,100,"20151114","Routine - Unscheduled"
7375,100,"20150306","Routine - Unscheduled"
7379,92,"20160915","Routine - Unscheduled"
7379,90,"20160217","Routine - Unscheduled"
7379,,"20150604","Reinspection/Followup"
7379,83,"20150504","Routine - Unscheduled"
7394,90,"20151118","Routine - Unscheduled"
7394,,"20150312","Reinspection/Followup"
7394,90,"20150302","Routine - Unscheduled"
7394,94,"20140513","Routine - Unscheduled"
7405,,"20150706","Reinspection/Followup"
7405,89,"20150519","Routine - Unscheduled"
7405,,"20150519","Complaint"
7405,100,"20140411","Routine - Unscheduled"
7405,,"20140411","Complaint"
7407,,"20160323","Complaint"
7407,85,"20151021","Routine - Unscheduled"
7407,,"20140716","Complaint"
7407,,"20140716","Complaint"
7407,96,"20140305","Routine - Unscheduled"
7449,100,"20161031","Routine - Unscheduled"
7449,,"20160606","Reinspection/Followup"
7449,98,"20160531","Routine - Unscheduled"
7449,98,"20140507","Routine - Unscheduled"
7450,88,"20161202","Routine - Unscheduled"
7450,,"20160523","Reinspection/Followup"
7450,86,"20160506","Routine - Unscheduled"
7450,90,"20150219","Routine - Unscheduled"
7450,94,"20140520","Routine - Unscheduled"
7456,,"20160602","New Construction"
7456,,"20160404","New Construction"
7456,100,"20160322","Routine - Unscheduled"
7456,,"20150602","Reinspection/Followup"
7456,,"20150514","Foodborne Illness Investigation"
7456,100,"20150203","Routine - Unscheduled"
7456,100,"20140424","Routine - Unscheduled"
7457,98,"20160203","Routine - Unscheduled"
7457,96,"20141014","Routine - Unscheduled"
7457,98,"20140220","Routine - Unscheduled"
7461,100,"20160913","Routine - Unscheduled"
7461,100,"20140607","Routine - Unscheduled"
7464,100,"20160518","Routine - Unscheduled"
7464,100,"20150429","Routine - Unscheduled"
7464,96,"20140418","Routine - Unscheduled"
7467,89,"20150730","Routine - Unscheduled"
7467,100,"20140307","Routine - Unscheduled"
7471,,"20140515","Reinspection/Followup"
7471,100,"20140515","Routine - Unscheduled"
7474,93,"20160502","Routine - Unscheduled"
7474,,"20150323","Reinspection/Followup"
7474,85,"20141210","Routine - Unscheduled"
7474,,"20140313","Reinspection/Followup"
7475,96,"20160316","Routine - Unscheduled"
7475,98,"20150629","Routine - Unscheduled"
7475,98,"20140219","Routine - Unscheduled"
7477,98,"20160518","Routine - Unscheduled"
7477,100,"20150429","Routine - Unscheduled"
7477,90,"20140426","Routine - Unscheduled"
7479,88,"20161128","Routine - Unscheduled"
7479,,"20160311","Reinspection/Followup"
7479,84,"20160307","Routine - Unscheduled"
7479,,"20140917","Reinspection/Followup"
7479,62,"20140904","Routine - Unscheduled"
7480,,"20160212","Reinspection/Followup"
7480,94,"20160129","Routine - Unscheduled"
7480,96,"20141229","Routine - Unscheduled"
7480,94,"20140602","Routine - Unscheduled"
7482,94,"20161024","Routine - Unscheduled"
7482,85,"20160407","Routine - Unscheduled"
7482,,"20141104","Reinspection/Followup"
7482,72,"20141024","Routine - Unscheduled"
7482,,"20141024","Reinspection/Followup"
7488,,"20160802","Reinspection/Followup"
7488,79,"20160712","Routine - Unscheduled"
7488,83,"20150413","Routine - Unscheduled"
7488,,"20150413","Complaint"
7488,,"20141114","Reinspection/Followup"
7488,90,"20140929","Routine - Unscheduled"
7488,,"20140509","Complaint"
7488,,"20140509","Reinspection/Followup"
7488,92,"20140429","Routine - Unscheduled"
7488,98,"20140129","Routine - Unscheduled"
7489,,"20141218","New Construction"
7489,,"20141208","Reinspection/Followup"
7489,65,"20141125","Routine - Unscheduled"
7489,,"20140226","Complaint"
7489,,"20140102","Reinspection/Followup"
7489,68,"20131226","Routine - Unscheduled"
7491,,"20141029","Reinspection/Followup"
7491,72,"20141021","Routine - Unscheduled"
7491,,"20140404","Reinspection/Followup"
7491,,"20140402","Reinspection/Followup"
7491,89,"20140324","Routine - Unscheduled"
7493,84,"20161028","Routine - Unscheduled"
7493,90,"20160420","Routine - Unscheduled"
7493,,"20151109","Non-inspection site visit"
7493,,"20151104","Reinspection/Followup"
7493,80,"20151002","Routine - Unscheduled"
7493,,"20140925","Reinspection/Followup"
7493,79,"20140924","Routine - Unscheduled"
7493,,"20140924","Non-inspection site visit"
7493,88,"20140305","Routine - Unscheduled"
7495,96,"20161024","Routine - Unscheduled"
7495,100,"20151023","Routine - Unscheduled"
7495,100,"20150102","Routine - Unscheduled"
7495,100,"20140609","Routine - Unscheduled"
7495,100,"20140211","Routine - Unscheduled"
7496,88,"20160518","Routine - Unscheduled"
7496,100,"20140418","Routine - Unscheduled"
7501,,"20160408","Routine - Scheduled"
7501,100,"20151013","Routine - Unscheduled"
7501,,"20150312","Reinspection/Followup"
7501,90,"20150225","Routine - Unscheduled"
7501,86,"20140505","Routine - Unscheduled"
7503,94,"20151120","Routine - Unscheduled"
7503,100,"20141105","Routine - Unscheduled"
7503,100,"20140225","Routine - Unscheduled"
7512,,"20160617","Complaint Reinspection/Followup"
7512,,"20160607","Complaint Reinspection/Followup"
7512,84,"20160331","Routine - Unscheduled"
7512,84,"20140711","Routine - Unscheduled"
7512,,"20140212","Reinspection/Followup"
7512,81,"20140123","Routine - Unscheduled"
7517,98,"20160504","Routine - Unscheduled"
7517,100,"20141212","Routine - Unscheduled"
7517,100,"20140423","Routine - Unscheduled"
7519,100,"20160712","Routine - Unscheduled"
7519,93,"20150910","Routine - Unscheduled"
7519,96,"20140805","Routine - Unscheduled"
7525,98,"20161215","Routine - Unscheduled"
7525,93,"20151002","Routine - Unscheduled"
7525,,"20150223","Reinspection/Followup"
7525,,"20140916","Reinspection/Followup"
7525,98,"20140916","Routine - Unscheduled"
7525,96,"20140305","Routine - Unscheduled"
7527,,"20161004","Complaint"
7527,96,"20160812","Routine - Unscheduled"
7527,96,"20150721","Routine - Unscheduled"
7527,100,"20140611","Routine - Unscheduled"
7528,92,"20160518","Routine - Unscheduled"
7528,100,"20150429","Routine - Unscheduled"
7528,96,"20140418","Routine - Unscheduled"
7529,98,"20160720","Routine - Unscheduled"
7529,100,"20150526","Routine - Unscheduled"
7529,98,"20140529","Routine - Unscheduled"
7530,96,"20160903","Routine - Unscheduled"
7530,100,"20151029","Routine - Unscheduled"
7530,98,"20140603","Routine - Unscheduled"
7534,90,"20141002","Routine - Unscheduled"
7534,100,"20140306","Routine - Unscheduled"
7537,,"20160527","Reinspection/Followup"
7537,86,"20160520","Routine - Unscheduled"
7537,,"20150403","Reinspection/Followup"
7537,84,"20150304","Routine - Unscheduled"
7537,86,"20140319","Routine - Unscheduled"
7538,96,"20160928","Routine - Unscheduled"
7538,96,"20160316","Routine - Unscheduled"
7538,96,"20131226","Routine - Unscheduled"
7541,100,"20150708","Routine - Unscheduled"
7541,100,"20140225","Routine - Unscheduled"
7546,100,"20160405","Routine - Unscheduled"
7546,100,"20150311","Routine - Unscheduled"
7546,100,"20140508","Routine - Unscheduled"
7547,,"20160624","Reinspection/Followup"
7547,94,"20160107","Routine - Unscheduled"
7547,100,"20141001","Routine - Unscheduled"
7547,,"20140127","Reinspection/Followup"
7547,100,"20140127","Routine - Unscheduled"
7555,100,"20161017","Routine - Unscheduled"
7555,,"20160317","Reinspection/Followup"
7555,90,"20160310","Routine - Unscheduled"
7555,100,"20140311","Routine - Unscheduled"
7558,90,"20160503","Routine - Unscheduled"
7558,96,"20140501","Routine - Unscheduled"
7561,88,"20160323","Routine - Unscheduled"
7561,90,"20140825","Routine - Unscheduled"
7562,100,"20160826","Routine - Unscheduled"
7562,100,"20150806","Routine - Unscheduled"
7562,98,"20140909","Routine - Unscheduled"
7562,96,"20140602","Routine - Unscheduled"
7562,100,"20140108","Routine - Unscheduled"
7571,92,"20161122","Routine - Unscheduled"
7571,90,"20160609","Routine - Unscheduled"
7571,100,"20141105","Routine - Unscheduled"
7571,,"20140307","Reinspection/Followup"
7571,96,"20140228","Routine - Unscheduled"
7573,96,"20150819","Routine - Unscheduled"
7573,96,"20140530","Routine - Unscheduled"
7575,90,"20160603","Routine - Unscheduled"
7575,94,"20140505","Routine - Unscheduled"
7576,100,"20160719","Routine - Unscheduled"
7576,98,"20140306","Routine - Unscheduled"
7589,,"20160701","Reinspection/Followup"
7589,82,"20160617","Routine - Unscheduled"
7589,,"20150423","Reinspection/Followup"
7589,,"20150408","Non-inspection site visit"
7589,,"20150406","Reinspection/Followup"
7589,65,"20150327","Routine - Unscheduled"
7598,98,"20150417","Routine - Unscheduled"
7598,94,"20140319","Routine - Unscheduled"
7599,98,"20161027","Routine - Unscheduled"
7599,100,"20140423","Routine - Unscheduled"
7600,100,"20160713","Routine - Unscheduled"
7600,100,"20140903","Routine - Unscheduled"
7601,98,"20160713","Routine - Unscheduled"
7601,100,"20150603","Routine - Unscheduled"
7602,96,"20160518","Routine - Unscheduled"
7602,91,"20140418","Routine - Unscheduled"
7603,100,"20160713","Routine - Unscheduled"
7603,94,"20150429","Routine - Unscheduled"
7603,98,"20140426","Routine - Unscheduled"
7605,98,"20160928","Routine - Unscheduled"
7605,96,"20160310","Routine - Unscheduled"
7605,90,"20131226","Routine - Unscheduled"
7608,100,"20140609","Routine - Unscheduled"
7610,96,"20160629","Routine - Unscheduled"
7610,98,"20150727","Routine - Unscheduled"
7617,94,"20160811","Routine - Unscheduled"
7617,100,"20150609","Routine - Unscheduled"
7617,,"20140623","Reinspection/Followup"
7617,92,"20140605","Routine - Unscheduled"
7618,96,"20160811","Routine - Unscheduled"
7618,,"20160725","Non-inspection site visit"
7618,100,"20150608","Routine - Unscheduled"
7618,96,"20140602","Routine - Unscheduled"
7618,,"20140212","Reinspection/Followup"
7634,100,"20150610","Routine - Unscheduled"
7634,,"20140515","Reinspection/Followup"
7634,,"20140515","Reinspection/Followup"
7634,100,"20140515","Routine - Unscheduled"
7635,90,"20150429","Routine - Unscheduled"
7635,90,"20140416","Routine - Unscheduled"
7636,,"20161102","Reinspection/Followup"
7636,81,"20161019","Routine - Unscheduled"
7636,,"20160316","Reinspection/Followup"
7636,81,"20151027","Routine - Unscheduled"
7636,,"20150615","Reinspection/Followup"
7636,,"20150306","Reinspection/Followup"
7636,84,"20150210","Routine - Unscheduled"
7640,100,"20160607","Routine - Unscheduled"
7640,96,"20150112","Routine - Unscheduled"
7640,100,"20140611","Routine - Unscheduled"
7640,98,"20140117","Routine - Unscheduled"
7641,,"20160502","Reinspection/Followup"
7641,96,"20160208","Routine - Unscheduled"
7641,,"20150904","Reinspection/Followup"
7641,89,"20150727","Routine - Unscheduled"
7641,,"20141124","Reinspection/Followup"
7641,94,"20140908","Routine - Unscheduled"
7641,,"20140321","Non-inspection site visit"
7641,100,"20140128","Routine - Unscheduled"
7641,92,"20131226","Routine - Unscheduled"
7643,,"20161202","Reinspection/Followup"
7643,,"20161202","Complaint"
7643,,"20161101","Complaint"
7643,,"20161011","Complaint"
7643,74,"20160927","Routine - Unscheduled"
7643,,"20160204","Reinspection/Followup"
7643,78,"20151207","Routine - Unscheduled"
7643,,"20150630","Reinspection/Followup"
7643,71,"20150622","Routine - Unscheduled"
7643,,"20140915","Complaint"
7643,,"20140912","Complaint"
7643,,"20140912","Complaint"
7643,,"20140911","Complaint"
7643,,"20140911","Complaint"
7643,,"20140827","Complaint"
7643,,"20140822","Complaint"
7643,,"20140821","Complaint"
7643,,"20140709","Reinspection/Followup"
7643,77,"20140702","Routine - Unscheduled"
7643,,"20140124","Complaint"
7645,88,"20160301","Routine - Unscheduled"
7645,84,"20150707","Routine - Unscheduled"
7645,92,"20140702","Routine - Unscheduled"
7645,,"20140124","Reinspection/Followup"
7645,86,"20140108","Routine - Unscheduled"
7646,94,"20161025","Routine - Unscheduled"
7646,98,"20160322","Routine - Unscheduled"
7646,96,"20150803","Routine - Unscheduled"
7646,98,"20140813","Routine - Unscheduled"
7646,96,"20140121","Routine - Unscheduled"
7649,98,"20160714","Routine - Unscheduled"
7649,98,"20160212","Routine - Unscheduled"
7649,98,"20150825","Routine - Unscheduled"
7649,96,"20140722","Routine - Unscheduled"
7649,90,"20131227","Routine - Unscheduled"
7651,100,"20150311","Routine - Unscheduled"
7651,100,"20140305","Routine - Unscheduled"
7652,,"20160728","Reinspection/Followup"
7652,,"20160719","Non-inspection site visit"
7652,86,"20160718","Routine - Unscheduled"
7652,,"20140930","Reinspection/Followup"
7652,87,"20140903","Routine - Unscheduled"
7653,98,"20160622","Routine - Unscheduled"
7653,90,"20140507","Routine - Unscheduled"
7653,90,"20140114","Routine - Unscheduled"
7655,94,"20160913","Routine - Unscheduled"
7655,98,"20140617","Routine - Unscheduled"
7655,,"20140512","Reinspection/Followup"
7655,,"20140509","Reinspection/Followup"
7655,,"20140506","Complaint"
7655,,"20140429","Complaint Reinspection/Followup"
7655,,"20140423","Complaint Reinspection/Followup"
7655,,"20140416","Complaint"
7655,,"20140411","Complaint"
7655,98,"20140123","Routine - Unscheduled"
7656,98,"20150605","Routine - Unscheduled"
7656,100,"20140512","Routine - Unscheduled"
7656,98,"20131226","Routine - Unscheduled"
7661,86,"20160616","Routine - Unscheduled"
7661,88,"20150825","Routine - Unscheduled"
7661,89,"20140505","Routine - Unscheduled"
7663,94,"20160705","Routine - Unscheduled"
7663,98,"20160201","Routine - Unscheduled"
7663,94,"20150626","Routine - Unscheduled"
7663,,"20140528","Routine - Unscheduled"
7664,96,"20160923","Routine - Unscheduled"
7664,98,"20160407","Routine - Unscheduled"
7664,100,"20151105","Routine - Unscheduled"
7664,100,"20141001","Routine - Unscheduled"
7664,100,"20140416","Routine - Unscheduled"
7675,100,"20140515","Routine - Unscheduled"
7675,,"20140515","Reinspection/Followup"
7678,,"20160819","Reinspection/Followup"
7678,73,"20160725","Routine - Unscheduled"
7678,,"20160701","Complaint"
7678,90,"20150706","Routine - Unscheduled"
7678,89,"20140424","Routine - Unscheduled"
7689,98,"20160811","Routine - Unscheduled"
7689,100,"20160211","Routine - Unscheduled"
7689,,"20150918","Complaint"
7689,100,"20150528","Routine - Unscheduled"
7689,93,"20141113","Routine - Unscheduled"
7689,94,"20140514","Routine - Unscheduled"
7691,87,"20160518","Routine - Unscheduled"
7691,94,"20150429","Routine - Unscheduled"
7691,98,"20140418","Routine - Unscheduled"
7698,100,"20150610","Routine - Unscheduled"
7698,100,"20140515","Routine - Unscheduled"
7711,,"20160620","Reinspection/Followup"
7711,82,"20160608","Routine - Unscheduled"
7711,90,"20141103","Routine - Unscheduled"
7711,92,"20140321","Routine - Unscheduled"
7715,94,"20160913","Routine - Unscheduled"
7715,96,"20151210","Routine - Unscheduled"
7715,,"20150102","Complaint Reinspection/Followup"
7715,,"20141124","Complaint Reinspection/Followup"
7715,,"20141103","Complaint"
7718,100,"20150429","Routine - Unscheduled"
7722,98,"20160518","Routine - Unscheduled"
7722,96,"20150603","Routine - Unscheduled"
7722,96,"20140418","Routine - Unscheduled"
7728,100,"20161018","Routine - Unscheduled"
7728,100,"20150910","Routine - Unscheduled"
7728,100,"20150220","Routine - Unscheduled"
7728,100,"20140507","Routine - Unscheduled"
7729,96,"20150610","Routine - Unscheduled"
7729,100,"20140515","Routine - Unscheduled"
7736,,"20160719","Reinspection/Followup"
7736,84,"20160706","Routine - Unscheduled"
7736,84,"20150624","Routine - Unscheduled"
7736,90,"20140714","Routine - Unscheduled"
7736,,"20140124","Reinspection/Followup"
7736,82,"20140113","Routine - Unscheduled"
7738,80,"20160915","Routine - Unscheduled"
7738,78,"20160217","Routine - Unscheduled"
7738,,"20140709","Reinspection/Followup"
7738,,"20140617","Non-inspection site visit"
7738,58,"20140528","Routine - Unscheduled"
7744,,"20161206","Complaint"
7744,,"20160923","Complaint"
7744,,"20160903","Complaint"
7744,98,"20160809","Routine - Unscheduled"
7744,,"20160614","Complaint"
7744,,"20160323","Reinspection/Followup"
7744,,"20160311","Reinspection/Followup"
7744,87,"20160219","Routine - Unscheduled"
7744,,"20150123","Complaint"
7744,,"20150122","Complaint"
7744,98,"20141112","Routine - Unscheduled"
7744,,"20140428","Reinspection/Followup"
7744,86,"20140404","Routine - Unscheduled"
7745,94,"20161110","Routine - Unscheduled"
7745,94,"20160422","Routine - Unscheduled"
7745,92,"20150223","Routine - Unscheduled"
7745,100,"20140205","Routine - Unscheduled"
7747,,"20161217","Reinspection/Followup"
7747,88,"20161210","Routine - Unscheduled"
7747,,"20160624","Complaint"
7747,,"20160616","Reinspection/Followup"
7747,81,"20160609","Routine - Unscheduled"
7747,,"20141119","Complaint"
7747,96,"20141023","Routine - Unscheduled"
7747,,"20140912","Complaint"
7747,,"20140321","Complaint Reinspection/Followup"
7747,,"20140319","Complaint Reinspection/Followup"
7747,,"20140312","Complaint Reinspection/Followup"
7747,84,"20140312","Routine - Unscheduled"
7747,,"20140311","Complaint"
7747,,"20140109","Complaint"
7748,,"20161013","Complaint"
7748,,"20160614","New Construction"
7748,94,"20150728","Routine - Unscheduled"
7748,,"20140930","Complaint"
7748,,"20140911","Complaint"
7748,,"20140903","Complaint"
7748,,"20140902","Complaint"
7748,,"20140828","Complaint"
7748,94,"20140828","Routine - Unscheduled"
7748,,"20140605","Complaint"
7748,96,"20140225","Routine - Unscheduled"
7755,,"20160722","Complaint"
7755,73,"20140828","Routine - Unscheduled"
7755,84,"20140122","Routine - Unscheduled"
7757,,"20141009","Reinspection/Followup"
7757,,"20140910","Reinspection/Followup"
7757,79,"20140909","Routine - Unscheduled"
7757,,"20140110","Reinspection/Followup"
7757,90,"20131227","Routine - Unscheduled"
7759,,"20160922","Non-inspection site visit"
7759,,"20160816","Non-inspection site visit"
7759,,"20160811","Non-inspection site visit"
7759,,"20160804","Reinspection/Followup"
7759,89,"20160728","Routine - Unscheduled"
7759,,"20150806","Reinspection/Followup"
7759,91,"20150730","Routine - Unscheduled"
7759,,"20140717","Non-inspection site visit"
7759,100,"20140507","Routine - Unscheduled"
7761,92,"20160502","Routine - Unscheduled"
7761,90,"20151202","Routine - Unscheduled"
7761,98,"20141006","Routine - Unscheduled"
7761,100,"20140606","Routine - Unscheduled"
7762,,"20160715","Reinspection/Followup"
7762,83,"20160706","Routine - Unscheduled"
7762,,"20160706","Complaint"
7762,85,"20151007","Routine - Unscheduled"
7762,96,"20140401","Routine - Unscheduled"
7764,96,"20160603","Routine - Unscheduled"
7764,98,"20140521","Routine - Unscheduled"
7765,,"20160811","Reinspection/Followup"
7765,91,"20160804","Routine - Unscheduled"
7765,96,"20150730","Routine - Unscheduled"
7765,94,"20140611","Routine - Unscheduled"
7768,100,"20160622","Routine - Unscheduled"
7768,100,"20140506","Routine - Unscheduled"
7771,88,"20160701","Routine - Unscheduled"
7771,86,"20160201","Routine - Unscheduled"
7771,90,"20150428","Routine - Unscheduled"
7771,,"20140129","Reinspection/Followup"
7772,90,"20160707","Routine - Unscheduled"
7772,92,"20160129","Routine - Unscheduled"
7772,94,"20150701","Routine - Unscheduled"
7772,,"20140617","Non-inspection site visit"
7772,,"20140611","Reinspection/Followup"
7772,74,"20140611","Routine - Unscheduled"
7772,,"20140129","Reinspection/Followup"
7778,96,"20160810","Routine - Unscheduled"
7778,94,"20150622","Routine - Unscheduled"
7778,94,"20140509","Routine - Unscheduled"
7779,96,"20161202","Routine - Unscheduled"
7779,94,"20160608","Routine - Unscheduled"
7779,96,"20151118","Routine - Unscheduled"
7779,96,"20140825","Routine - Unscheduled"
7779,92,"20140129","Routine - Unscheduled"
7786,96,"20161018","Routine - Unscheduled"
7786,,"20160331","Reinspection/Followup"
7786,,"20160321","Complaint"
7786,92,"20160321","Routine - Unscheduled"
7786,96,"20151019","Routine - Unscheduled"
7786,94,"20140730","Routine - Unscheduled"
7786,94,"20140116","Routine - Unscheduled"
7856,,"20161212","Reinspection/Followup"
7856,84,"20161207","Routine - Unscheduled"
7856,,"20151110","Reinspection/Followup"
7856,86,"20151102","Routine - Unscheduled"
7856,,"20141022","Complaint"
7856,,"20141002","Reinspection/Followup"
7856,84,"20140924","Routine - Unscheduled"
7856,,"20140610","Non-inspection site visit"
7856,,"20140418","Reinspection/Followup"
7856,,"20140415","Reinspection/Followup"
7856,,"20140411","Reinspection/Followup"
7856,,"20140411","Reinspection/Followup"
7856,68,"20140410","Routine - Unscheduled"
7857,96,"20150611","Routine - Unscheduled"
7857,96,"20140512","Routine - Unscheduled"
7880,94,"20160729","Routine - Unscheduled"
7880,96,"20140625","Routine - Unscheduled"
7880,100,"20140124","Routine - Unscheduled"
7997,,"20160829","Complaint"
7997,96,"20160629","Routine - Unscheduled"
7997,,"20160629","Complaint"
7997,96,"20151021","Routine - Unscheduled"
7997,96,"20140408","Routine - Unscheduled"
8202,,"20160624","Reinspection/Followup"
8202,,"20160510","Complaint"
8202,69,"20160510","Routine - Unscheduled"
8202,86,"20140320","Routine - Unscheduled"
8249,,"20160824","Reinspection/Followup"
8249,94,"20160824","Routine - Unscheduled"
8249,94,"20150227","Routine - Unscheduled"
8249,,"20140520","Reinspection/Followup"
8249,94,"20140514","Routine - Unscheduled"
8249,,"20140514","Reinspection/Followup"
8251,98,"20161215","Routine - Unscheduled"
8251,,"20150923","Complaint"
8251,,"20150903","Complaint"
8251,100,"20150903","Routine - Unscheduled"
8251,100,"20150213","Routine - Unscheduled"
8251,100,"20140520","Routine - Unscheduled"
8750,93,"20160802","Routine - Unscheduled"
8750,98,"20140521","Routine - Unscheduled"
8821,100,"20160311","Routine - Unscheduled"
8821,,"20150622","New Construction"
8821,96,"20150122","Routine - Unscheduled"
8821,84,"20140219","Routine - Unscheduled"
8823,100,"20160729","Routine - Unscheduled"
8823,100,"20150323","Routine - Unscheduled"
8823,100,"20140805","Routine - Unscheduled"
8847,,"20161202","Reinspection/Followup"
8847,83,"20161128","Routine - Unscheduled"
8847,98,"20151002","Routine - Unscheduled"
8847,,"20151002","Reinspection/Followup"
8847,,"20140916","Reinspection/Followup"
8847,94,"20140916","Routine - Unscheduled"
8847,,"20140224","Reinspection/Followup"
8847,98,"20140224","Routine - Unscheduled"
8882,,"20160805","Reinspection/Followup"
8882,98,"20160324","Routine - Unscheduled"
8882,,"20160324","Reinspection/Followup"
8882,,"20160324","Reinspection/Followup"
8882,100,"20160322","Routine - Unscheduled"
8882,100,"20160307","Routine - Unscheduled"
8882,,"20151006","Non-inspection site visit"
8882,93,"20150213","Routine - Unscheduled"
8882,,"20140514","Reinspection/Followup"
8882,93,"20140508","Routine - Unscheduled"
8882,,"20140508","Reinspection/Followup"
8882,96,"20140127","Routine - Unscheduled"
8882,,"20140127","Reinspection/Followup"
8948,90,"20161222","Routine - Unscheduled"
8948,92,"20160531","Routine - Unscheduled"
8948,,"20160122","New Construction"
8948,,"20160115","New Construction"
8948,,"20151229","New Construction"
8948,,"20151216","New Construction"
8948,,"20151118","New Construction"
8948,88,"20140619","Routine - Unscheduled"
8948,94,"20131231","Routine - Unscheduled"
9103,89,"20161202","Routine - Unscheduled"
9103,,"20150917","Reinspection/Followup"
9103,,"20150917","Complaint"
9103,96,"20150917","Routine - Unscheduled"
9103,90,"20140806","Routine - Unscheduled"
9103,,"20140127","Reinspection/Followup"
9155,92,"20161006","Routine - Unscheduled"
9155,,"20160803","New Construction"
9155,96,"20141015","Routine - Unscheduled"
9155,,"20140324","Reinspection/Followup"
9155,89,"20140319","Routine - Unscheduled"
9155,,"20140319","Reinspection/Followup"
9156,87,"20160824","Routine - Unscheduled"
9156,96,"20140430","Routine - Unscheduled"
9163,,"20150121","Reinspection/Followup"
9163,86,"20150116","Routine - Unscheduled"
9163,87,"20140627","Routine - Unscheduled"
9164,,"20160914","Reinspection/Followup"
9164,83,"20160812","Routine - Unscheduled"
9164,87,"20140922","Routine - Unscheduled"
9165,94,"20140221","Routine - Unscheduled"
9183,,"20151223","Reinspection/Followup"
9183,82,"20151120","Routine - Unscheduled"
9183,,"20150511","Reinspection/Followup"
9183,87,"20150331","Routine - Unscheduled"
9183,,"20140606","Reinspection/Followup"
9183,82,"20140522","Routine - Unscheduled"
9208,,"20160914","Reinspection/Followup"
9208,,"20160913","Complaint"
9208,80,"20160913","Routine - Unscheduled"
9208,92,"20160421","Routine - Unscheduled"
9208,96,"20150304","Routine - Unscheduled"
9208,96,"20140902","Routine - Unscheduled"
9208,98,"20140305","Routine - Unscheduled"
9232,,"20161207","Reinspection/Followup"
9232,90,"20161128","Routine - Unscheduled"
9232,94,"20160405","Routine - Unscheduled"
9232,91,"20140505","Routine - Unscheduled"
9248,,"20150331","Reinspection/Followup"
9248,83,"20150210","Routine - Unscheduled"
9248,93,"20140312","Routine - Unscheduled"
9273,,"20161019","Reinspection/Followup"
9273,85,"20161018","Routine - Unscheduled"
9273,,"20150910","Reinspection/Followup"
9273,86,"20150903","Routine - Unscheduled"
9273,,"20140909","Reinspection/Followup"
9273,,"20140826","Reinspection/Followup"
9273,79,"20140819","Routine - Unscheduled"
9273,82,"20140206","Routine - Unscheduled"
9283,,"20160701","Reinspection/Followup"
9283,87,"20160624","Routine - Unscheduled"
9283,86,"20140612","Routine - Unscheduled"
9289,90,"20161114","Routine - Unscheduled"
9289,94,"20150623","Routine - Unscheduled"
9298,,"20160623","Reinspection/Followup"
9298,85,"20160526","Routine - Unscheduled"
9298,94,"20140621","Routine - Unscheduled"
9310,89,"20161018","Routine - Unscheduled"
9310,,"20151117","Reinspection/Followup"
9310,90,"20151106","Routine - Unscheduled"
9310,,"20141114","Reinspection/Followup"
9310,94,"20141103","Routine - Unscheduled"
9310,96,"20140507","Routine - Unscheduled"
9310,,"20140204","Reinspection/Followup"
9310,87,"20140121","Routine - Unscheduled"
9328,,"20161103","Non-inspection site visit"
9328,,"20161012","Reinspection/Followup"
9328,89,"20161004","Routine - Unscheduled"
9328,88,"20150903","Routine - Unscheduled"
9328,,"20140912","Complaint"
9328,94,"20140513","Routine - Unscheduled"
9358,100,"20160929","Routine - Unscheduled"
9358,100,"20160406","Routine - Unscheduled"
9358,96,"20151116","Routine - Unscheduled"
9358,100,"20140818","Routine - Unscheduled"
9358,100,"20140317","Routine - Unscheduled"
9359,90,"20160606","Routine - Unscheduled"
9359,92,"20150116","Routine - Unscheduled"
9359,,"20140820","Complaint"
9359,98,"20140820","Routine - Unscheduled"
9436,96,"20150817","Routine - Unscheduled"
9444,96,"20160803","Routine - Unscheduled"
9444,90,"20141202","Routine - Unscheduled"
9444,,"20141202","Complaint"
9444,92,"20140428","Routine - Unscheduled"
9463,,"20160119","Structural Inspection"
9553,,"20140514","Reinspection/Followup"
9553,89,"20140506","Routine - Unscheduled"
9582,,"20161128","Complaint Reinspection/Followup"
9582,,"20161101","Complaint"
9582,98,"20151112","Routine - Unscheduled"
9582,91,"20140311","Routine - Unscheduled"
9599,,"20160802","Reinspection/Followup"
9599,,"20160801","Reinspection/Followup"
9599,,"20160719","Reinspection/Followup"
9599,76,"20160712","Routine - Unscheduled"
9599,,"20150929","New Construction"
9599,,"20150923","New Construction"
9599,96,"20140916","Routine - Unscheduled"
9599,,"20140829","Non-inspection site visit"
9599,92,"20140227","Routine - Unscheduled"
9631,92,"20160504","Routine - Unscheduled"
