"business_id","date","ViolationTypeID","risk_category","description"
691,"20150610",103156,"Low Risk","Permit license or inspection report not posted"
691,"20150610",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
691,"20150610",103139,"Low Risk","Improper food storage"
691,"20150610",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
691,"20140109",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
691,"20140109",103109,"High Risk","Unclean or unsanitary food contact surfaces"
695,"20160930",103138,"Low Risk","Improper storage use or identification of toxic substances"
695,"20160930",103120,"Moderate Risk","Moderate risk food holding temperature "
695,"20160404",103145,"Low Risk","Improper storage of equipment utensils or linens"
695,"20160404",103120,"Moderate Risk","Moderate risk food holding temperature "
695,"20131231",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
695,"20140619",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
703,"20150224",103105,"High Risk","Improper cooling methods"
703,"20150224",103103,"High Risk","High risk food holding temperature "
703,"20150224",103114,"High Risk","High risk vermin infestation"
703,"20150224",103109,"High Risk","Unclean or unsanitary food contact surfaces"
703,"20150224",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
703,"20150224",103120,"Moderate Risk","Moderate risk food holding temperature "
703,"20150224",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
703,"20150224",103108,"High Risk","Contaminated or adulterated food"
703,"20160617",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
703,"20160617",103156,"Low Risk","Permit license or inspection report not posted"
703,"20160617",103103,"High Risk","High risk food holding temperature "
703,"20160617",103131,"Moderate Risk","Moderate risk vermin infestation"
703,"20160617",103139,"Low Risk","Improper food storage"
703,"20160617",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
703,"20160617",103105,"High Risk","Improper cooling methods"
703,"20160617",103132,"Moderate Risk","Improper thawing methods "
709,"20151110",103157,"Low Risk","Food safety certificate or food handler card not available"
709,"20151110",103105,"High Risk","Improper cooling methods"
709,"20151110",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
709,"20151110",103114,"High Risk","High risk vermin infestation"
726,"20161109",103103,"High Risk","High risk food holding temperature "
726,"20161109",103102,"High Risk","Unclean hands or improper use of gloves"
726,"20161109",103109,"High Risk","Unclean or unsanitary food contact surfaces"
726,"20161109",103114,"High Risk","High risk vermin infestation"
726,"20160217",103103,"High Risk","High risk food holding temperature "
726,"20160217",103109,"High Risk","Unclean or unsanitary food contact surfaces"
726,"20160217",103133,"Moderate Risk","Foods not protected from contamination"
726,"20160217",103102,"High Risk","Unclean hands or improper use of gloves"
726,"20140113",103120,"Moderate Risk","Moderate risk food holding temperature "
726,"20140113",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
726,"20140113",103145,"Low Risk","Improper storage of equipment utensils or linens"
726,"20140113",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
741,"20140818",103133,"Moderate Risk","Foods not protected from contamination"
741,"20140818",103120,"Moderate Risk","Moderate risk food holding temperature "
741,"20140818",103105,"High Risk","Improper cooling methods"
741,"20140818",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
741,"20160610",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
741,"20160610",103105,"High Risk","Improper cooling methods"
741,"20160610",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
741,"20160610",103120,"Moderate Risk","Moderate risk food holding temperature "
744,"20140423",103141,"Low Risk","Improper food labeling or menu misrepresentation"
744,"20140423",103156,"Low Risk","Permit license or inspection report not posted"
744,"20140423",103157,"Low Risk","Food safety certificate or food handler card not available"
744,"20140423",103120,"Moderate Risk","Moderate risk food holding temperature "
744,"20160624",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
744,"20160624",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
744,"20160624",103129,"Moderate Risk","Insufficient hot water or running water"
758,"20160809",103143,"Low Risk","Inadequate warewashing facilities or equipment"
758,"20160809",103133,"Moderate Risk","Foods not protected from contamination"
765,"20150603",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
765,"20150603",103114,"High Risk","High risk vermin infestation"
765,"20150603",103109,"High Risk","Unclean or unsanitary food contact surfaces"
765,"20140529",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
765,"20140529",103150,"Low Risk","Improper or defective plumbing"
768,"20150601",103109,"High Risk","Unclean or unsanitary food contact surfaces"
768,"20150601",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
768,"20150601",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
773,"20161205",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
773,"20161205",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
773,"20150225",103109,"High Risk","Unclean or unsanitary food contact surfaces"
773,"20150225",103142,"Low Risk","Unclean nonfood contact surfaces"
773,"20140527",103142,"Low Risk","Unclean nonfood contact surfaces"
773,"20140527",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
773,"20140527",103157,"Low Risk","Food safety certificate or food handler card not available"
774,"20161205",103148,"Low Risk","No thermometers or uncalibrated thermometers "
774,"20161205",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
774,"20161205",103177,"Low Risk","Non service animal"
774,"20161205",103157,"Low Risk","Food safety certificate or food handler card not available"
774,"20161205",103145,"Low Risk","Improper storage of equipment utensils or linens"
774,"20141104",103156,"Low Risk","Permit license or inspection report not posted"
774,"20141104",103139,"Low Risk","Improper food storage"
774,"20141104",103157,"Low Risk","Food safety certificate or food handler card not available"
774,"20141104",103145,"Low Risk","Improper storage of equipment utensils or linens"
782,"20150219",103109,"High Risk","Unclean or unsanitary food contact surfaces"
782,"20151030",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
786,"20150803",103142,"Low Risk","Unclean nonfood contact surfaces"
786,"20150803",103143,"Low Risk","Inadequate warewashing facilities or equipment"
786,"20150803",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
786,"20140627",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
786,"20140627",103161,"Low Risk","Low risk vermin infestation"
786,"20140627",103120,"Moderate Risk","Moderate risk food holding temperature "
786,"20160822",103132,"Moderate Risk","Improper thawing methods "
786,"20160822",103103,"High Risk","High risk food holding temperature "
786,"20160822",103109,"High Risk","Unclean or unsanitary food contact surfaces"
786,"20160822",103161,"Low Risk","Low risk vermin infestation"
792,"20161017",103150,"Low Risk","Improper or defective plumbing"
792,"20161017",103132,"Moderate Risk","Improper thawing methods "
792,"20161017",103120,"Moderate Risk","Moderate risk food holding temperature "
792,"20141124",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
792,"20141124",103147,"Low Risk","Inadequate ventilation or lighting"
792,"20141124",103139,"Low Risk","Improper food storage"
792,"20141124",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
792,"20160414",103120,"Moderate Risk","Moderate risk food holding temperature "
792,"20160414",103145,"Low Risk","Improper storage of equipment utensils or linens"
792,"20140206",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
792,"20140206",103147,"Low Risk","Inadequate ventilation or lighting"
795,"20150406",103142,"Low Risk","Unclean nonfood contact surfaces"
795,"20150406",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
795,"20160607",103150,"Low Risk","Improper or defective plumbing"
795,"20160607",103142,"Low Risk","Unclean nonfood contact surfaces"
795,"20140318",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
795,"20140318",103161,"Low Risk","Low risk vermin infestation"
796,"20161107",103131,"Moderate Risk","Moderate risk vermin infestation"
796,"20161107",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
796,"20161107",103120,"Moderate Risk","Moderate risk food holding temperature "
796,"20140909",103129,"Moderate Risk","Insufficient hot water or running water"
796,"20140909",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
796,"20140909",103114,"High Risk","High risk vermin infestation"
796,"20140909",103133,"Moderate Risk","Foods not protected from contamination"
796,"20140909",103139,"Low Risk","Improper food storage"
796,"20140909",103142,"Low Risk","Unclean nonfood contact surfaces"
796,"20140909",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
796,"20140909",103147,"Low Risk","Inadequate ventilation or lighting"
796,"20140909",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
796,"20160523",103157,"Low Risk","Food safety certificate or food handler card not available"
796,"20160523",103131,"Moderate Risk","Moderate risk vermin infestation"
796,"20160523",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
796,"20160523",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
796,"20160523",103120,"Moderate Risk","Moderate risk food holding temperature "
796,"20160523",103109,"High Risk","Unclean or unsanitary food contact surfaces"
798,"20161209",103162,"Low Risk","Other low risk violation"
798,"20161209",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
798,"20161209",103157,"Low Risk","Food safety certificate or food handler card not available"
798,"20161209",103132,"Moderate Risk","Improper thawing methods "
798,"20161209",103114,"High Risk","High risk vermin infestation"
798,"20141121",103139,"Low Risk","Improper food storage"
798,"20141121",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
798,"20141121",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
798,"20160512",103139,"Low Risk","Improper food storage"
798,"20160512",103131,"Moderate Risk","Moderate risk vermin infestation"
798,"20160512",103120,"Moderate Risk","Moderate risk food holding temperature "
798,"20140213",103123,"Moderate Risk","Food in poor condition"
798,"20140213",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
798,"20140213",103133,"Moderate Risk","Foods not protected from contamination"
799,"20160608",103120,"Moderate Risk","Moderate risk food holding temperature "
799,"20160608",103139,"Low Risk","Improper food storage"
799,"20160608",103156,"Low Risk","Permit license or inspection report not posted"
799,"20140319",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
809,"20141209",103103,"High Risk","High risk food holding temperature "
809,"20141106",103120,"Moderate Risk","Moderate risk food holding temperature "
809,"20141106",103138,"Low Risk","Improper storage use or identification of toxic substances"
809,"20141106",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
809,"20141106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
809,"20141106",103157,"Low Risk","Food safety certificate or food handler card not available"
809,"20141106",103156,"Low Risk","Permit license or inspection report not posted"
809,"20141106",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
809,"20141106",103142,"Low Risk","Unclean nonfood contact surfaces"
809,"20141106",103131,"Moderate Risk","Moderate risk vermin infestation"
809,"20141106",103139,"Low Risk","Improper food storage"
809,"20140311",103145,"Low Risk","Improper storage of equipment utensils or linens"
809,"20140311",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
809,"20140311",103142,"Low Risk","Unclean nonfood contact surfaces"
809,"20140311",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
809,"20140311",103157,"Low Risk","Food safety certificate or food handler card not available"
809,"20140311",103139,"Low Risk","Improper food storage"
809,"20140311",103150,"Low Risk","Improper or defective plumbing"
811,"20150713",103103,"High Risk","High risk food holding temperature "
811,"20150713",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
811,"20150713",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
811,"20150713",103133,"Moderate Risk","Foods not protected from contamination"
811,"20150713",103129,"Moderate Risk","Insufficient hot water or running water"
811,"20150713",103107,"High Risk","Improper reheating of food"
811,"20150713",103114,"High Risk","High risk vermin infestation"
811,"20150928",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
811,"20140521",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
816,"20141103",103109,"High Risk","Unclean or unsanitary food contact surfaces"
816,"20141103",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
816,"20141103",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
816,"20150819",103148,"Low Risk","No thermometers or uncalibrated thermometers "
816,"20150819",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
816,"20150819",103103,"High Risk","High risk food holding temperature "
821,"20141105",103105,"High Risk","Improper cooling methods"
821,"20141105",103103,"High Risk","High risk food holding temperature "
821,"20141105",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
821,"20141105",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
821,"20160606",103103,"High Risk","High risk food holding temperature "
821,"20160606",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
821,"20160606",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
821,"20160606",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
824,"20161103",103105,"High Risk","Improper cooling methods"
824,"20161103",103161,"Low Risk","Low risk vermin infestation"
824,"20161103",103109,"High Risk","Unclean or unsanitary food contact surfaces"
824,"20161103",103133,"Moderate Risk","Foods not protected from contamination"
824,"20141007",103156,"Low Risk","Permit license or inspection report not posted"
824,"20141007",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
824,"20141007",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
824,"20160602",103105,"High Risk","Improper cooling methods"
824,"20160602",103103,"High Risk","High risk food holding temperature "
824,"20160602",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
824,"20160602",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
824,"20160602",103139,"Low Risk","Improper food storage"
824,"20140211",103157,"Low Risk","Food safety certificate or food handler card not available"
824,"20140211",103142,"Low Risk","Unclean nonfood contact surfaces"
824,"20140211",103143,"Low Risk","Inadequate warewashing facilities or equipment"
824,"20140211",103103,"High Risk","High risk food holding temperature "
824,"20140211",103105,"High Risk","Improper cooling methods"
824,"20140211",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
826,"20160523",103133,"Moderate Risk","Foods not protected from contamination"
826,"20160523",103102,"High Risk","Unclean hands or improper use of gloves"
826,"20160523",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
826,"20160523",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
826,"20140605",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
826,"20140605",103139,"Low Risk","Improper food storage"
827,"20141204",103142,"Low Risk","Unclean nonfood contact surfaces"
827,"20160620",103120,"Moderate Risk","Moderate risk food holding temperature "
827,"20160620",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
827,"20160620",103132,"Moderate Risk","Improper thawing methods "
827,"20160620",103133,"Moderate Risk","Foods not protected from contamination"
827,"20160620",103148,"Low Risk","No thermometers or uncalibrated thermometers "
830,"20150730",103156,"Low Risk","Permit license or inspection report not posted"
830,"20150730",103147,"Low Risk","Inadequate ventilation or lighting"
830,"20150730",103148,"Low Risk","No thermometers or uncalibrated thermometers "
830,"20150730",103120,"Moderate Risk","Moderate risk food holding temperature "
830,"20150730",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
830,"20150730",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
830,"20140620",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
830,"20140620",103143,"Low Risk","Inadequate warewashing facilities or equipment"
830,"20140620",103142,"Low Risk","Unclean nonfood contact surfaces"
830,"20140620",103103,"High Risk","High risk food holding temperature "
830,"20160728",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
830,"20160728",103139,"Low Risk","Improper food storage"
830,"20160728",103103,"High Risk","High risk food holding temperature "
830,"20160728",103102,"High Risk","Unclean hands or improper use of gloves"
835,"20150120",103139,"Low Risk","Improper food storage"
835,"20150120",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
835,"20150120",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
835,"20150120",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
835,"20150120",103133,"Moderate Risk","Foods not protected from contamination"
835,"20160106",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
835,"20160106",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
835,"20160106",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
835,"20160106",103147,"Low Risk","Inadequate ventilation or lighting"
835,"20160106",103102,"High Risk","Unclean hands or improper use of gloves"
835,"20160106",103142,"Low Risk","Unclean nonfood contact surfaces"
835,"20160106",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
835,"20160613",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
835,"20160613",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
835,"20160613",103108,"High Risk","Contaminated or adulterated food"
835,"20160613",103120,"Moderate Risk","Moderate risk food holding temperature "
835,"20160613",103142,"Low Risk","Unclean nonfood contact surfaces"
840,"20151028",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
840,"20151028",103114,"High Risk","High risk vermin infestation"
840,"20151028",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
840,"20151028",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
840,"20151028",103120,"Moderate Risk","Moderate risk food holding temperature "
840,"20140604",103150,"Low Risk","Improper or defective plumbing"
840,"20140604",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
840,"20140604",103114,"High Risk","High risk vermin infestation"
840,"20140604",103139,"Low Risk","Improper food storage"
840,"20140604",103142,"Low Risk","Unclean nonfood contact surfaces"
843,"20161017",103138,"Low Risk","Improper storage use or identification of toxic substances"
843,"20161017",103157,"Low Risk","Food safety certificate or food handler card not available"
843,"20161017",103156,"Low Risk","Permit license or inspection report not posted"
843,"20161017",103131,"Moderate Risk","Moderate risk vermin infestation"
843,"20161017",103139,"Low Risk","Improper food storage"
843,"20161017",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
843,"20160525",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
843,"20160525",103157,"Low Risk","Food safety certificate or food handler card not available"
843,"20160525",103109,"High Risk","Unclean or unsanitary food contact surfaces"
843,"20160525",103156,"Low Risk","Permit license or inspection report not posted"
843,"20160525",103103,"High Risk","High risk food holding temperature "
843,"20160525",103131,"Moderate Risk","Moderate risk vermin infestation"
843,"20160525",103139,"Low Risk","Improper food storage"
843,"20140507",103114,"High Risk","High risk vermin infestation"
843,"20140507",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
843,"20140507",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
843,"20140507",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
843,"20140507",103109,"High Risk","Unclean or unsanitary food contact surfaces"
843,"20140507",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
845,"20150114",103120,"Moderate Risk","Moderate risk food holding temperature "
845,"20150114",103156,"Low Risk","Permit license or inspection report not posted"
845,"20150114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
845,"20160729",103157,"Low Risk","Food safety certificate or food handler card not available"
845,"20160729",103131,"Moderate Risk","Moderate risk vermin infestation"
847,"20140919",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
847,"20140919",103109,"High Risk","Unclean or unsanitary food contact surfaces"
847,"20140919",103157,"Low Risk","Food safety certificate or food handler card not available"
847,"20140919",103150,"Low Risk","Improper or defective plumbing"
847,"20140919",103156,"Low Risk","Permit license or inspection report not posted"
847,"20160517",103109,"High Risk","Unclean or unsanitary food contact surfaces"
847,"20160517",103131,"Moderate Risk","Moderate risk vermin infestation"
847,"20160517",103139,"Low Risk","Improper food storage"
852,"20150324",103133,"Moderate Risk","Foods not protected from contamination"
852,"20150324",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
852,"20150324",103105,"High Risk","Improper cooling methods"
852,"20150324",103139,"Low Risk","Improper food storage"
852,"20150324",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
852,"20150324",103148,"Low Risk","No thermometers or uncalibrated thermometers "
852,"20150324",103103,"High Risk","High risk food holding temperature "
852,"20140410",103103,"High Risk","High risk food holding temperature "
852,"20140410",103133,"Moderate Risk","Foods not protected from contamination"
852,"20140410",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
852,"20140410",103139,"Low Risk","Improper food storage"
852,"20140410",103114,"High Risk","High risk vermin infestation"
852,"20140410",103142,"Low Risk","Unclean nonfood contact surfaces"
852,"20140410",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
852,"20140410",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
852,"20140410",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
852,"20160830",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
852,"20160830",103139,"Low Risk","Improper food storage"
852,"20160830",103103,"High Risk","High risk food holding temperature "
852,"20160830",103133,"Moderate Risk","Foods not protected from contamination"
852,"20160830",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
852,"20160830",103114,"High Risk","High risk vermin infestation"
854,"20140903",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
854,"20140903",103145,"Low Risk","Improper storage of equipment utensils or linens"
854,"20140903",103142,"Low Risk","Unclean nonfood contact surfaces"
854,"20140903",103107,"High Risk","Improper reheating of food"
854,"20140903",103105,"High Risk","Improper cooling methods"
854,"20140205",103131,"Moderate Risk","Moderate risk vermin infestation"
854,"20140205",103150,"Low Risk","Improper or defective plumbing"
854,"20140205",103142,"Low Risk","Unclean nonfood contact surfaces"
854,"20140205",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
854,"20140205",103133,"Moderate Risk","Foods not protected from contamination"
854,"20160614",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
854,"20160614",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
854,"20160614",103133,"Moderate Risk","Foods not protected from contamination"
854,"20160614",103138,"Low Risk","Improper storage use or identification of toxic substances"
854,"20160614",103157,"Low Risk","Food safety certificate or food handler card not available"
854,"20160614",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
856,"20151014",103103,"High Risk","High risk food holding temperature "
856,"20140109",103120,"Moderate Risk","Moderate risk food holding temperature "
856,"20140109",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
856,"20140729",103120,"Moderate Risk","Moderate risk food holding temperature "
856,"20160707",103142,"Low Risk","Unclean nonfood contact surfaces"
856,"20160707",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
874,"20161012",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
874,"20161012",103120,"Moderate Risk","Moderate risk food holding temperature "
874,"20141226",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
874,"20141226",103114,"High Risk","High risk vermin infestation"
874,"20141226",103112,"High Risk","No hot water or running water"
874,"20160406",103120,"Moderate Risk","Moderate risk food holding temperature "
874,"20140425",103129,"Moderate Risk","Insufficient hot water or running water"
876,"20140902",103148,"Low Risk","No thermometers or uncalibrated thermometers "
876,"20140902",103142,"Low Risk","Unclean nonfood contact surfaces"
876,"20140902",103131,"Moderate Risk","Moderate risk vermin infestation"
876,"20160518",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
876,"20160518",103131,"Moderate Risk","Moderate risk vermin infestation"
876,"20160518",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
876,"20160518",103103,"High Risk","High risk food holding temperature "
876,"20140218",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
876,"20140218",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
876,"20140218",103147,"Low Risk","Inadequate ventilation or lighting"
880,"20161011",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
880,"20161011",103142,"Low Risk","Unclean nonfood contact surfaces"
880,"20161011",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
880,"20161011",103120,"Moderate Risk","Moderate risk food holding temperature "
880,"20161011",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
880,"20160426",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
880,"20160426",103102,"High Risk","Unclean hands or improper use of gloves"
880,"20160426",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
880,"20160426",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
880,"20160426",103105,"High Risk","Improper cooling methods"
880,"20160426",103132,"Moderate Risk","Improper thawing methods "
880,"20160426",103109,"High Risk","Unclean or unsanitary food contact surfaces"
880,"20160426",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
880,"20140812",103156,"Low Risk","Permit license or inspection report not posted"
880,"20140812",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
880,"20140812",103145,"Low Risk","Improper storage of equipment utensils or linens"
880,"20140812",103139,"Low Risk","Improper food storage"
880,"20140812",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
880,"20140812",103103,"High Risk","High risk food holding temperature "
880,"20140812",103148,"Low Risk","No thermometers or uncalibrated thermometers "
880,"20140812",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
880,"20140812",103142,"Low Risk","Unclean nonfood contact surfaces"
884,"20161005",103102,"High Risk","Unclean hands or improper use of gloves"
884,"20161005",103132,"Moderate Risk","Improper thawing methods "
884,"20161005",103139,"Low Risk","Improper food storage"
884,"20161005",103157,"Low Risk","Food safety certificate or food handler card not available"
884,"20161005",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
884,"20141006",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
884,"20141006",103109,"High Risk","Unclean or unsanitary food contact surfaces"
884,"20141006",103120,"Moderate Risk","Moderate risk food holding temperature "
884,"20160309",103120,"Moderate Risk","Moderate risk food holding temperature "
884,"20160309",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
884,"20151210",103102,"High Risk","Unclean hands or improper use of gloves"
884,"20151210",103120,"Moderate Risk","Moderate risk food holding temperature "
884,"20151210",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
884,"20151210",103156,"Low Risk","Permit license or inspection report not posted"
884,"20151210",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
884,"20151210",103133,"Moderate Risk","Foods not protected from contamination"
884,"20160309",103133,"Moderate Risk","Foods not protected from contamination"
884,"20160309",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
886,"20151120",103157,"Low Risk","Food safety certificate or food handler card not available"
886,"20151120",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
886,"20151120",103142,"Low Risk","Unclean nonfood contact surfaces"
891,"20161024",103145,"Low Risk","Improper storage of equipment utensils or linens"
891,"20161024",103142,"Low Risk","Unclean nonfood contact surfaces"
891,"20161024",103120,"Moderate Risk","Moderate risk food holding temperature "
891,"20150407",103139,"Low Risk","Improper food storage"
891,"20150407",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
891,"20150407",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
891,"20150407",103133,"Moderate Risk","Foods not protected from contamination"
891,"20150407",103131,"Moderate Risk","Moderate risk vermin infestation"
891,"20150407",103138,"Low Risk","Improper storage use or identification of toxic substances"
891,"20160503",103109,"High Risk","Unclean or unsanitary food contact surfaces"
891,"20160503",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
891,"20160503",103102,"High Risk","Unclean hands or improper use of gloves"
891,"20160503",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
891,"20160503",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
891,"20160503",103157,"Low Risk","Food safety certificate or food handler card not available"
892,"20141121",103105,"High Risk","Improper cooling methods"
892,"20141121",103103,"High Risk","High risk food holding temperature "
