"business_id","date","description"
2369,"20140821","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/24/2016 ]"
2369,"20140821","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/24/2016 ]"
2369,"20140821","Improper food storage  [ date violation corrected: 3/24/2016 ]"
2369,"20140205","Unclean nonfood contact surfaces  [ date violation corrected: 8/21/2014 ]"
2369,"20140205","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/21/2014 ]"
2369,"20140205","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/21/2014 ]"
2374,"20160524","High risk vermin infestation"
2374,"20160524","Unapproved or unmaintained equipment or utensils"
2374,"20160524","Improper storage of equipment utensils or linens"
2374,"20160524","Moderate risk food holding temperature "
2374,"20160524","Unclean or degraded floors walls or ceilings"
2374,"20150311","Other moderate risk violation  [ date violation corrected: 5/24/2016 ]"
2374,"20150311","High risk vermin infestation  [ date violation corrected: 5/24/2016 ]"
2374,"20150311","High risk food holding temperature   [ date violation corrected: 5/24/2016 ]"
2374,"20150311","Foods not protected from contamination  [ date violation corrected: 5/24/2016 ]"
2374,"20150311","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/24/2016 ]"
2374,"20150311","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/24/2016 ]"
2384,"20160323","Improper storage use or identification of toxic substances"
2384,"20160323","High risk food holding temperature   [ date violation corrected: 3/23/2016 ]"
2384,"20150323","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/23/2016 ]"
2384,"20150323","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/23/2016 ]"
2384,"20150323","Unclean nonfood contact surfaces  [ date violation corrected: 3/23/2016 ]"
2384,"20150323","Moderate risk vermin infestation  [ date violation corrected: 3/23/2016 ]"
2385,"20160803","Inadequate food safety knowledge or lack of certified food safety manager"
2385,"20150512","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/3/2016 ]"
2385,"20150512","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/3/2016 ]"
2385,"20140228","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/7/2014 ]"
2385,"20140228","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 3/7/2014 ]"
2387,"20160601","Inadequately cleaned or sanitized food contact surfaces"
2387,"20160601","Unapproved or unmaintained equipment or utensils"
2387,"20160601","Unclean nonfood contact surfaces"
2387,"20160601","Unclean or degraded floors walls or ceilings"
2387,"20160601","Improper or defective plumbing"
2387,"20160601","Moderate risk vermin infestation"
2397,"20150915","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/9/2015 ]"
2397,"20150915","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/9/2015 ]"
2397,"20150915","High risk vermin infestation  [ date violation corrected: 10/9/2015 ]"
2397,"20150915","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/9/2015 ]"
2397,"20150915","Insufficient hot water or running water  [ date violation corrected: 10/9/2015 ]"
2397,"20150915","Unclean nonfood contact surfaces  [ date violation corrected: 10/9/2015 ]"
2397,"20150402","Unclean hands or improper use of gloves  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Insufficient hot water or running water  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Foods not protected from contamination  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","High risk food holding temperature   [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Improper thawing methods   [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Unclean nonfood contact surfaces  [ date violation corrected: 4/9/2015 ]"
2397,"20150402","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/9/2015 ]"
2401,"20140908","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/30/2014 ]"
2401,"20140908","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/30/2014 ]"
2401,"20140908","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/30/2014 ]"
2401,"20140908","Employee eating or smoking  [ date violation corrected: 9/30/2014 ]"
2401,"20140908","Improper food labeling or menu misrepresentation"
2401,"20140908","Moderate risk food holding temperature "
2401,"20131226","Unclean nonfood contact surfaces  [ date violation corrected: 12/27/2013 ]"
2401,"20131226","High risk vermin infestation  [ date violation corrected: 12/27/2013 ]"
2401,"20131226","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/27/2013 ]"
2401,"20131226","Unclean or unsanitary food contact surfaces  [ date violation corrected: 12/27/2013 ]"
2401,"20131226","Foods not protected from contamination  [ date violation corrected: 12/27/2013 ]"
2407,"20150507","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/8/2015 ]"
2407,"20150507","Improper food storage  [ date violation corrected: 5/8/2015 ]"
2407,"20150507","High risk vermin infestation  [ date violation corrected: 5/8/2015 ]"
2407,"20150507","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/25/2015 ]"
2407,"20140307","Improper storage of equipment utensils or linens  [ date violation corrected: 5/7/2015 ]"
2407,"20140307","Unclean nonfood contact surfaces  [ date violation corrected: 5/7/2015 ]"
2407,"20140307","Food safety certificate or food handler card not available  [ date violation corrected: 5/7/2015 ]"
2407,"20140307","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/7/2015 ]"
2409,"20160901","Improper food storage"
2409,"20160901","Foods not protected from contamination  [ date violation corrected: 9/1/2016 ]"
2409,"20150610","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/1/2016 ]"
2409,"20150610","Foods not protected from contamination  [ date violation corrected: 9/1/2016 ]"
2409,"20140422","Improper thawing methods   [ date violation corrected: 4/22/2014 ]"
2418,"20160705","High risk vermin infestation"
2418,"20160705","Inadequately cleaned or sanitized food contact surfaces"
2418,"20160705","Unclean or degraded floors walls or ceilings"
2418,"20160705","Unclean nonfood contact surfaces"
2418,"20160705","Improper food storage"
2418,"20160113","Unclean nonfood contact surfaces  [ date violation corrected: 6/27/2016 ]"
2418,"20160113","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/27/2016 ]"
2418,"20160113","Moderate risk vermin infestation  [ date violation corrected: 6/27/2016 ]"
2418,"20160113","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/27/2016 ]"
2418,"20160113","Improper food storage  [ date violation corrected: 6/27/2016 ]"
2418,"20150504","Foods not protected from contamination  [ date violation corrected: 12/28/2015 ]"
2418,"20150420","Improper thawing methods   [ date violation corrected: 5/4/2015 ]"
2418,"20150420","Moderate risk food holding temperature   [ date violation corrected: 12/28/2015 ]"
2418,"20150420","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/4/2015 ]"
2418,"20150420","Improper storage of equipment utensils or linens  [ date violation corrected: 5/4/2015 ]"
2418,"20150420","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 12/28/2015 ]"
2420,"20161221","Unapproved or unmaintained equipment or utensils"
2420,"20161221","Food safety certificate or food handler card not available"
2420,"20160705","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/30/2016 ]"
2420,"20160705","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/30/2016 ]"
2420,"20160201","Moderate risk vermin infestation  [ date violation corrected: 6/26/2016 ]"
2420,"20160201","Unclean nonfood contact surfaces  [ date violation corrected: 6/26/2016 ]"
2420,"20160201","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/26/2016 ]"
2420,"20150727","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/11/2015 ]"
2420,"20150727","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/11/2015 ]"
2420,"20150727","Unclean nonfood contact surfaces  [ date violation corrected: 8/11/2015 ]"
2420,"20140825","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/14/2015 ]"
2420,"20140825","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/14/2015 ]"
2421,"20160822","Unclean or degraded floors walls or ceilings"
2421,"20160822","Improper or defective plumbing"
2421,"20160822","Moderate risk food holding temperature "
2421,"20160822","Low risk vermin infestation"
2421,"20160120","Unclean nonfood contact surfaces  [ date violation corrected: 8/1/2016 ]"
2421,"20160120","Moderate risk food holding temperature   [ date violation corrected: 8/1/2016 ]"
2421,"20160120","Low risk vermin infestation  [ date violation corrected: 8/1/2016 ]"
2421,"20160120","Improper cooling methods  [ date violation corrected: 8/1/2016 ]"
2421,"20150514","Unclean hands or improper use of gloves  [ date violation corrected: 6/12/2015 ]"
2421,"20150514","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 6/12/2015 ]"
2421,"20150514","High risk food holding temperature   [ date violation corrected: 6/12/2015 ]"
2421,"20150514","Improper storage use or identification of toxic substances  [ date violation corrected: 6/12/2015 ]"
2421,"20150514","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/12/2015 ]"
2421,"20140327","Unclean nonfood contact surfaces  [ date violation corrected: 5/14/2015 ]"
2421,"20140327","Improper cooling methods  [ date violation corrected: 5/14/2015 ]"
2421,"20140327","Moderate risk food holding temperature   [ date violation corrected: 5/14/2015 ]"
2421,"20140327","Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 5/14/2015 ]"
2427,"20160830","Low risk vermin infestation"
2427,"20160830","High risk food holding temperature "
2427,"20160830","Unclean or degraded floors walls or ceilings"
2427,"20160119","Unclean nonfood contact surfaces  [ date violation corrected: 8/1/2016 ]"
2427,"20160119","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/1/2016 ]"
2427,"20160119","Moderate risk food holding temperature   [ date violation corrected: 8/1/2016 ]"
2427,"20160119","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/1/2016 ]"
2427,"20150427","Moderate risk food holding temperature   [ date violation corrected: 12/29/2015 ]"
2427,"20150427","Improper storage use or identification of toxic substances  [ date violation corrected: 12/29/2015 ]"
2427,"20150427","Improper thawing methods   [ date violation corrected: 12/29/2015 ]"
2427,"20150427","Improper storage of equipment utensils or linens  [ date violation corrected: 12/29/2015 ]"
2427,"20140123","High risk food holding temperature   [ date violation corrected: 1/23/2014 ]"
2427,"20140123","Permit license or inspection report not posted  [ date violation corrected: 4/27/2015 ]"
2427,"20140123","Foods not protected from contamination  [ date violation corrected: 4/27/2015 ]"
2427,"20140123","Improper food storage  [ date violation corrected: 4/27/2015 ]"
2428,"20160915","Unclean or degraded floors walls or ceilings"
2428,"20160915","Employee eating or smoking"
2428,"20160915","Moderate risk vermin infestation"
2428,"20160915","Inadequate and inaccessible handwashing facilities"
2428,"20160915","Improper food storage"
2428,"20160120","Improper thawing methods   [ date violation corrected: 8/30/2016 ]"
2428,"20160120","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/30/2016 ]"
2428,"20160120","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 8/30/2016 ]"
2428,"20160120","Improper storage of equipment utensils or linens  [ date violation corrected: 8/30/2016 ]"
2428,"20160120","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/30/2016 ]"
2428,"20150428","Improper thawing methods   [ date violation corrected: 5/14/2015 ]"
2428,"20150428","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/29/2015 ]"
2428,"20150428","Unclean hands or improper use of gloves  [ date violation corrected: 5/14/2015 ]"
2428,"20150428","High risk food holding temperature   [ date violation corrected: 5/29/2015 ]"
2428,"20150428","Improper food storage  [ date violation corrected: 5/29/2015 ]"
2428,"20150428","Improper storage use or identification of toxic substances  [ date violation corrected: 5/14/2015 ]"
2433,"20160225","Improper food storage"
2433,"20150812","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/2/2016 ]"
2433,"20140610","Permit license or inspection report not posted  [ date violation corrected: 8/12/2015 ]"
2437,"20161128","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/8/2016 ]"
2437,"20161128","Moderate risk vermin infestation  [ date violation corrected: 12/8/2016 ]"
2437,"20161128","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/8/2016 ]"
2437,"20161128","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/8/2016 ]"
2437,"20161128","Inadequate sewage or wastewater disposal  [ date violation corrected: 12/8/2016 ]"
2437,"20161128","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 12/8/2016 ]"
2437,"20141030","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 11/28/2016 ]"
2437,"20141008","Improper storage of equipment utensils or linens  [ date violation corrected: 10/30/2014 ]"
2437,"20141008","Moderate risk vermin infestation  [ date violation corrected: 10/30/2014 ]"
2437,"20141008","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/30/2014 ]"
2437,"20141008","Improper cooling methods  [ date violation corrected: 10/30/2014 ]"
2437,"20141008","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/30/2014 ]"
2437,"20141008","Foods not protected from contamination  [ date violation corrected: 10/30/2014 ]"
2437,"20141008","High risk food holding temperature   [ date violation corrected: 10/30/2014 ]"
2437,"20141008","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/30/2014 ]"
2437,"20140205","Foods not protected from contamination  [ date violation corrected: 10/8/2014 ]"
2437,"20140205","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/8/2014 ]"
2437,"20140205","Improper thawing methods   [ date violation corrected: 10/8/2014 ]"
2437,"20140205","Improper storage of equipment utensils or linens  [ date violation corrected: 10/8/2014 ]"
2447,"20160822","Inadequate food safety knowledge or lack of certified food safety manager"
2447,"20160822","Foods not protected from contamination"
2453,"20151208","Improper food storage  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Other low risk violation  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Low risk vermin infestation  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Unclean nonfood contact surfaces  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Unclean hands or improper use of gloves  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Food safety certificate or food handler card not available  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/18/2015 ]"
2453,"20151208","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 12/18/2015 ]"
2453,"20140123","Moderate risk food holding temperature   [ date violation corrected: 1/23/2014 ]"
2454,"20161026","Inadequate and inaccessible handwashing facilities"
2454,"20161026","Moderate risk food holding temperature "
2454,"20161026","Wiping cloths not clean or properly stored or inadequate sanitizer"
2454,"20160519","Improper cooling methods  [ date violation corrected: 10/4/2016 ]"
2454,"20160519","Moderate risk food holding temperature   [ date violation corrected: 10/4/2016 ]"
2454,"20160519","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/4/2016 ]"
2454,"20160519","Moderate risk vermin infestation  [ date violation corrected: 10/4/2016 ]"
2454,"20151002","Improper storage of equipment utensils or linens  [ date violation corrected: 11/4/2015 ]"
2454,"20151002","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/4/2015 ]"
2454,"20150108","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/29/2014 ]"
2454,"20150108","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/29/2014 ]"
2454,"20150108","Unclean nonfood contact surfaces  [ date violation corrected: 2/19/2015 ]"
2454,"20150108","Improper cooling methods  [ date violation corrected: 2/19/2015 ]"
2454,"20150108","Moderate risk food holding temperature   [ date violation corrected: 1/29/2014 ]"
2454,"20140924","Improper storage of equipment utensils or linens  [ date violation corrected: 1/8/2015 ]"
2454,"20140924","Moderate risk food holding temperature   [ date violation corrected: 1/8/2015 ]"
2454,"20140924","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/8/2015 ]"
2454,"20140321","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/9/2014 ]"
2454,"20140321","Improper cooling methods  [ date violation corrected: 9/9/2014 ]"
2454,"20140321","Moderate risk food holding temperature   [ date violation corrected: 9/9/2014 ]"
2454,"20140321","Improper or defective plumbing  [ date violation corrected: 9/9/2014 ]"
2454,"20140321","Improper food storage  [ date violation corrected: 9/9/2014 ]"
2454,"20140321","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/9/2014 ]"
2454,"20140321","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/9/2014 ]"
2455,"20160919","Inadequately cleaned or sanitized food contact surfaces"
2455,"20160317","Low risk vermin infestation  [ date violation corrected: 9/19/2016 ]"
2455,"20160317","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/19/2016 ]"
2455,"20150603","Low risk vermin infestation  [ date violation corrected: 3/17/2016 ]"
2469,"20161018","Unclean or degraded floors walls or ceilings"
2469,"20150520","Other moderate risk violation  [ date violation corrected: 10/18/2016 ]"
2469,"20150520","Improper or defective plumbing  [ date violation corrected: 10/18/2016 ]"
2469,"20140502","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/20/2015 ]"
2469,"20140502","Unclean nonfood contact surfaces  [ date violation corrected: 5/20/2015 ]"
2472,"20150605","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/28/2016 ]"
2472,"20150605","Unclean unmaintained or improperly constructed toilet facilities  [ date violation corrected: 10/28/2016 ]"
2483,"20160907","Moderate risk food holding temperature "
2483,"20150522","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/7/2016 ]"
2483,"20150522","Inadequate ventilation or lighting  [ date violation corrected: 9/7/2016 ]"
2495,"20140429","High risk vermin infestation  [ date violation corrected: 4/30/2014 ]"
2495,"20140429","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/30/2014 ]"
2495,"20140429","Permit license or inspection report not posted  [ date violation corrected: 6/11/2014 ]"
2497,"20160607","Unapproved or unmaintained equipment or utensils"
2497,"20160607","Improper or defective plumbing"
2497,"20160607","Contaminated or adulterated food"
2497,"20160607","Foods not protected from contamination"
2497,"20150126","Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 1/26/2014 ]"
2497,"20150126","Unclean nonfood contact surfaces  [ date violation corrected: 6/7/2016 ]"
2497,"20140416","Unclean or degraded floors walls or ceilings  [ date violation corrected: 1/26/2015 ]"
2497,"20140416","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 1/26/2015 ]"
2501,"20161214","Improper food storage"
2501,"20161214","Improper storage of equipment utensils or linens"
2501,"20161214","Wiping cloths not clean or properly stored or inadequate sanitizer"
2501,"20151112","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/14/2016 ]"
2501,"20151112","Improper food storage  [ date violation corrected: 12/14/2016 ]"
2501,"20151112","Unclean or degraded floors walls or ceilings  [ date violation corrected: 12/14/2016 ]"
2501,"20141002","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/14/2014 ]"
2501,"20141002","Improper food storage  [ date violation corrected: 10/14/2014 ]"
2501,"20141002","Improper storage of equipment utensils or linens  [ date violation corrected: 10/14/2014 ]"
2501,"20141002","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/14/2014 ]"
2501,"20140318","Foods not protected from contamination  [ date violation corrected: 3/28/2014 ]"
2501,"20140318","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/28/2014 ]"
2501,"20140318","Moderate risk vermin infestation  [ date violation corrected: 3/28/2014 ]"
2505,"20160222","Unclean nonfood contact surfaces  [ date violation corrected: 3/21/2016 ]"
2505,"20160222","Unclean or degraded floors walls or ceilings  [ date violation corrected: 3/21/2016 ]"
2505,"20160222","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 3/21/2016 ]"
2505,"20150723","Unclean nonfood contact surfaces  [ date violation corrected: 8/13/2015 ]"
2505,"20150723","Improper storage use or identification of toxic substances  [ date violation corrected: 8/13/2015 ]"
2505,"20150723","Moderate risk food holding temperature   [ date violation corrected: 8/13/2015 ]"
2505,"20141110","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/8/2014 ]"
2505,"20141110","Unclean nonfood contact surfaces  [ date violation corrected: 12/8/2014 ]"
2505,"20141110","Foods not protected from contamination  [ date violation corrected: 12/8/2014 ]"
2505,"20140418","Improper storage of equipment utensils or linens  [ date violation corrected: 5/8/2014 ]"
2505,"20140418","Unclean nonfood contact surfaces  [ date violation corrected: 5/8/2014 ]"
2505,"20140418","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/8/2014 ]"
2507,"20150112","Inadequate and inaccessible handwashing facilities"
2507,"20140213","Foods not protected from contamination  [ date violation corrected: 2/13/2014 ]"
2517,"20140815","Unapproved or unmaintained equipment or utensils"
2517,"20140815","Permit license or inspection report not posted"
2517,"20140815","Unclean nonfood contact surfaces"
2517,"20140815","Inadequate food safety knowledge or lack of certified food safety manager"
2517,"20140428","Permit license or inspection report not posted  [ date violation corrected: 8/15/2014 ]"
2517,"20140428","Food safety certificate or food handler card not available  [ date violation corrected: 8/15/2014 ]"
2517,"20140428","Improper or defective plumbing  [ date violation corrected: 8/15/2014 ]"
2517,"20140428","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/15/2014 ]"
2519,"20161129","Improper storage of equipment utensils or linens"
2519,"20161129","Foods not protected from contamination"
2519,"20161129","Moderate risk food holding temperature "
2519,"20160413","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/5/2016 ]"
2519,"20160413","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/5/2016 ]"
2519,"20160413","Improper cooling methods  [ date violation corrected: 5/20/2016 ]"
2519,"20160413","Moderate risk food holding temperature   [ date violation corrected: 5/5/2016 ]"
2519,"20140205","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/13/2016 ]"
2519,"20140205","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/13/2016 ]"
2519,"20140205","Unclean nonfood contact surfaces  [ date violation corrected: 4/13/2016 ]"
2523,"20160817","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/17/2016 ]"
2523,"20160817","Unclean hands or improper use of gloves  [ date violation corrected: 8/17/2016 ]"
2523,"20160817","Inadequate warewashing facilities or equipment"
2523,"20151208","Inadequate warewashing facilities or equipment  [ date violation corrected: 8/17/2016 ]"
2535,"20160812","Moderate risk vermin infestation  [ date violation corrected: 9/6/2016 ]"
2535,"20140429","Inadequate ventilation or lighting  [ date violation corrected: 8/12/2016 ]"
2535,"20140429","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/12/2016 ]"
2535,"20140429","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/29/2014 ]"
2535,"20140429","Moderate risk vermin infestation  [ date violation corrected: 8/12/2016 ]"
2538,"20150323","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/23/2015 ]"
2538,"20150323","Improper food storage  [ date violation corrected: 3/23/2015 ]"
2538,"20150323","Improper or defective plumbing"
2542,"20160603","Improper storage use or identification of toxic substances  [ date violation corrected: 6/10/2016 ]"
2542,"20160603","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/10/2016 ]"
2542,"20160603","Inadequate food safety knowledge or lack of certified food safety manager"
2542,"20160603","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/10/2016 ]"
2542,"20160603","High risk vermin infestation  [ date violation corrected: 6/10/2016 ]"
2542,"20150218","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 6/3/2016 ]"
2542,"20150218","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/3/2016 ]"
2542,"20150218","Foods not protected from contamination  [ date violation corrected: 6/3/2016 ]"
2542,"20150218","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/3/2016 ]"
2542,"20150218","Unclean nonfood contact surfaces  [ date violation corrected: 6/3/2016 ]"
2542,"20150218","Inadequate ventilation or lighting  [ date violation corrected: 6/3/2016 ]"
2542,"20150218","No thermometers or uncalibrated thermometers   [ date violation corrected: 6/3/2016 ]"
2542,"20140407","Unclean or degraded floors walls or ceilings  [ date violation corrected: 2/18/2015 ]"
2542,"20140407","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 2/18/2015 ]"
2542,"20140407","Moderate risk food holding temperature   [ date violation corrected: 2/18/2015 ]"
2544,"20161205","Foods not protected from contamination"
2544,"20161205","Improper thawing methods "
2544,"20161205","Unapproved or unmaintained equipment or utensils"
2544,"20161205","Unclean or degraded floors walls or ceilings"
2544,"20161205","High risk food holding temperature "
2544,"20151005","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/20/2015 ]"
2544,"20151005","High risk food holding temperature   [ date violation corrected: 10/20/2015 ]"
2544,"20151005","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/20/2015 ]"
2544,"20151005","High risk vermin infestation  [ date violation corrected: 10/20/2015 ]"
2544,"20151005","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/20/2015 ]"
2544,"20140910","Moderate risk food holding temperature   [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Unclean nonfood contact surfaces  [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Inadequate ventilation or lighting  [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Unclean or degraded floors walls or ceilings  [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Food safety certificate or food handler card not available  [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Improper thawing methods   [ date violation corrected: 11/18/2014 ]"
2544,"20140910","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/18/2014 ]"
2544,"20140303","Foods not protected from contamination  [ date violation corrected: 4/8/2014 ]"
2544,"20140303","Improper food storage  [ date violation corrected: 4/8/2014 ]"
2544,"20140303","Unclean nonfood contact surfaces  [ date violation corrected: 4/8/2014 ]"
2544,"20140303","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/8/2014 ]"
2544,"20140303","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/8/2014 ]"
2544,"20140303","High risk food holding temperature   [ date violation corrected: 4/8/2014 ]"
2544,"20140303","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/8/2014 ]"
2548,"20150602","Improper food storage  [ date violation corrected: 6/19/2015 ]"
2548,"20150602","Moderate risk food holding temperature   [ date violation corrected: 6/19/2015 ]"
2548,"20150602","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/19/2015 ]"
2548,"20150602","Unclean nonfood contact surfaces  [ date violation corrected: 6/19/2015 ]"
2548,"20140609","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/2/2015 ]"
2549,"20150316","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/27/2015 ]"
2549,"20150316","Improper thawing methods   [ date violation corrected: 3/27/2015 ]"
2549,"20140117","Improper thawing methods   [ date violation corrected: 1/17/2014 ]"
2549,"20140117","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/17/2014 ]"
