"business_id","score","date","type"
4670,"88","20140618","routine"
4671,"98","20160531","routine"
4671,"96","20141030","routine"
4671,"98","20140428","routine"
4672,"84","20161206","routine"
4672,"88","20160516","routine"
4672,"85","20140624","routine"
4672,"90","20140108","routine"
4678,"83","20161107","routine"
4678,"84","20160311","routine"
4678,"98","20140605","routine"
4681,"100","20160916","routine"
4681,"100","20160401","routine"
4681,"100","20141021","routine"
4681,"100","20140421","routine"
4683,"90","20160831","routine"
4683,"96","20160222","routine"
4683,"100","20150616","routine"
4683,"98","20141230","routine"
4683,"94","20140612","routine"
4685,"96","20161203","routine"
4685,"94","20160329","routine"
4685,"96","20150504","routine"
4685,"98","20141017","routine"
4685,"92","20140410","routine"
4686,"92","20160603","routine"
4686,"92","20151006","routine"
4686,"92","20150331","routine"
4686,"96","20140618","routine"
4688,"94","20161209","routine"
4688,"96","20160401","routine"
4688,"96","20150507","routine"
4688,"94","20141104","routine"
4688,"100","20140430","routine"
4692,"98","20150304","routine"
4692,"96","20140610","routine"
4694,"92","20160606","routine"
4694,"94","20140303","routine"
4700,"96","20160623","routine"
4700,"92","20140609","routine"
4702,"92","20160916","routine"
4702,"96","20160127","routine"
4702,"96","20140826","routine"
4702,"100","20140206","routine"
4703,"75","20160919","routine"
4703,"94","20150515","routine"
4703,"88","20140813","routine"
4705,"83","20160316","routine"
4705,"78","20140909","routine"
4705,"96","20140103","routine"
4706,"81","20160919","routine"
4706,"94","20150611","routine"
4706,"98","20141030","routine"
4706,"96","20140214","routine"
4708,"94","20151121","routine"
4708,"86","20150515","routine"
4708,"96","20140422","routine"
4716,"92","20160914","routine"
4716,"88","20150407","routine"
4716,"92","20140724","routine"
4718,"92","20160726","routine"
4718,"94","20140228","routine"
4729,"81","20161027","routine"
4729,"92","20150623","routine"
4729,"93","20140609","routine"
4732,"90","20161019","routine"
4732,"77","20160202","routine"
4732,"88","20141211","routine"
4732,"86","20140820","routine"
4732,"96","20140410","routine"
4734,"80","20160528","routine"
4734,"88","20150204","routine"
4734,"92","20140616","routine"
4739,"82","20150414","routine"
4746,"75","20150921","routine"
4746,"91","20140328","routine"
4753,"88","20161110","routine"
4753,"90","20160505","routine"
4753,"92","20140714","routine"
4754,"86","20160725","routine"
4754,"88","20151218","routine"
4754,"88","20141121","routine"
4754,"98","20140205","routine"
4755,"94","20160621","routine"
4755,"98","20150629","routine"
4755,"91","20140609","routine"
4755,"96","20140102","routine"
4762,"90","20161017","routine"
4762,"92","20160418","routine"
4762,"82","20140603","routine"
4774,"84","20160823","routine"
4774,"90","20140506","routine"
4777,"83","20160824","routine"
4777,"92","20140506","routine"
4780,"79","20150429","routine"
4780,"90","20140929","routine"
4780,"90","20140219","routine"
4782,"90","20160818","routine"
4782,"90","20140519","routine"
4787,"83","20160628","routine"
4787,"68","20140825","routine"
4789,"88","20160630","routine"
4789,"100","20150624","routine"
4789,"90","20140324","routine"
4791,"78","20160822","routine"
4791,"96","20140609","routine"
4794,"94","20140505","routine"
4797,"90","20160908","routine"
4797,"92","20160308","routine"
4797,"88","20150511","routine"
4798,"76","20160903","routine"
4798,"85","20151221","routine"
4798,"90","20140605","routine"
4800,"98","20161212","routine"
4800,"98","20160425","routine"
4800,"100","20151204","routine"
4800,"96","20150730","routine"
4800,"98","20141006","routine"
4800,"100","20140606","routine"
4801,"94","20161110","routine"
4801,"96","20160516","routine"
4801,"96","20141121","routine"
4803,"73","20160614","routine"
4803,"81","20141015","routine"
4803,"78","20140311","routine"
4804,"86","20161206","routine"
4804,"85","20160627","routine"
4804,"94","20151113","routine"
4804,"96","20141017","routine"
4804,"89","20140307","routine"
4806,"94","20161217","routine"
4806,"92","20160701","routine"
4806,"96","20150407","routine"
4806,"96","20140317","routine"
4817,"90","20150928","routine"
4817,"92","20150213","routine"
4817,"92","20140411","routine"
4819,"100","20151118","routine"
4819,"96","20140911","routine"
4819,"98","20140207","routine"
4824,"96","20160819","routine"
4824,"100","20140502","routine"
4828,"98","20160718","routine"
4828,"86","20140424","routine"
4837,"100","20160929","routine"
4837,"100","20160414","routine"
4837,"100","20140825","routine"
4837,"96","20140331","routine"
4841,"91","20151030","routine"
4841,"94","20140620","routine"
4842,"90","20160621","routine"
4842,"90","20150527","routine"
4842,"94","20140623","routine"
4843,"93","20160804","routine"
4843,"90","20140529","routine"
4844,"80","20151208","routine"
4844,"96","20140602","routine"
4846,"78","20160614","routine"
4846,"91","20141103","routine"
4846,"83","20140513","routine"
4846,"92","20140122","routine"
4849,"84","20160331","routine"
4849,"98","20150624","routine"
4849,"94","20141107","routine"
4849,"96","20140410","routine"
4850,"90","20161217","routine"
4850,"96","20160419","routine"
4850,"100","20141230","routine"
4850,"96","20140606","routine"
4859,"92","20160729","routine"
4859,"96","20150723","routine"
4859,"96","20140609","routine"
4860,"96","20160527","routine"
4860,"98","20150129","routine"
4860,"92","20140702","routine"
4864,"84","20161206","routine"
4864,"86","20160602","routine"
4864,"84","20150520","routine"
4864,"100","20140325","routine"
4868,"94","20160831","routine"
4868,"87","20140902","routine"
4874,"90","20160502","routine"
4874,"96","20141029","routine"
4874,"98","20140210","routine"
4881,"90","20161021","routine"
4881,"96","20150120","routine"
4884,"94","20160120","routine"
4884,"92","20150127","routine"
4884,"93","20140225","routine"
4892,"92","20150316","routine"
4892,"100","20140227","routine"
4893,"90","20160518","routine"
4893,"98","20140929","routine"
4894,"85","20161024","routine"
4894,"94","20150819","routine"
4894,"96","20140924","routine"
4896,"100","20160715","routine"
4896,"98","20150508","routine"
4896,"90","20140306","routine"
4900,"92","20150824","routine"
4900,"100","20140512","routine"
4900,"96","20131226","routine"
4905,"96","20160926","routine"
4905,"92","20140818","routine"
4906,"98","20160524","routine"
4906,"96","20150324","routine"
4906,"98","20140129","routine"
4907,"77","20141021","routine"
4907,"82","20140324","routine"
4914,"92","20160323","routine"
4914,"78","20140513","routine"
4917,"78","20160906","routine"
4917,"70","20150209","routine"
4917,"90","20140714","routine"
4920,"96","20160810","routine"
4920,"94","20160225","routine"
4920,"91","20150729","routine"
4920,"94","20140722","routine"
4922,"96","20161121","routine"
4922,"92","20160519","routine"
4922,"94","20151109","routine"
4922,"89","20140502","routine"
4923,"89","20150209","routine"
4923,"92","20140617","routine"
4932,"85","20160607","routine"
4932,"100","20140414","routine"
4935,"81","20161020","routine"
4935,"80","20160301","routine"
4935,"89","20141203","routine"
4935,"79","20140411","routine"
4944,"96","20161221","routine"
4944,"96","20160622","routine"
4944,"98","20150317","routine"
4944,"100","20140625","routine"
4944,"89","20140221","routine"
4947,"98","20160613","routine"
4947,"98","20150209","routine"
4947,"94","20140703","routine"
4947,"96","20131227","routine"
4952,"96","20161109","routine"
4952,"100","20160428","routine"
4952,"96","20150824","routine"
4952,"96","20150204","routine"
4952,"100","20140801","routine"
4952,"100","20140203","routine"
4957,"94","20160714","routine"
4957,"88","20150708","routine"
4957,"91","20150209","routine"
4957,"87","20140613","routine"
4959,"90","20160229","routine"
4959,"92","20150401","routine"
4959,"94","20140421","routine"
4960,"89","20161003","routine"
4960,"71","20160413","routine"
4960,"90","20140722","routine"
4963,"80","20150612","routine"
4963,"81","20140610","routine"
4978,"92","20160307","routine"
4978,"94","20140826","routine"
4978,"94","20140204","routine"
4982,"98","20160520","routine"
4982,"90","20140606","routine"
4983,"69","20161117","routine"
4983,"86","20150916","routine"
4983,"92","20140909","routine"
4985,"100","20160517","routine"
4985,"96","20150106","routine"
4985,"93","20140417","routine"
4986,"87","20160830","routine"
4986,"82","20160314","routine"
4986,"88","20140709","routine"
4986,"89","20140123","routine"
4987,"100","20160825","routine"
4987,"92","20150521","routine"
4987,"90","20140331","routine"
4992,"96","20160509","routine"
4992,"92","20140613","routine"
4992,"96","20131230","routine"
4998,"100","20140204","routine"
4999,"77","20161003","routine"
4999,"100","20160129","routine"
4999,"88","20150604","routine"
4999,"92","20140331","routine"
5000,"94","20160624","routine"
5000,"96","20150604","routine"
5000,"94","20140331","routine"
5006,"96","20161017","routine"
5006,"91","20160217","routine"
5006,"92","20150504","routine"
5006,"93","20140610","routine"
5006,"96","20131230","routine"
5010,"86","20161004","routine"
5010,"92","20160331","routine"
5010,"73","20140501","routine"
5011,"92","20160902","routine"
5011,"87","20160301","routine"
5011,"89","20141230","routine"
5016,"90","20160614","routine"
5016,"80","20150408","routine"
5016,"90","20140311","routine"
5017,"80","20160714","routine"
5017,"86","20140625","routine"
5019,"96","20150323","routine"
5019,"96","20140730","routine"
5025,"92","20160804","routine"
5025,"96","20160222","routine"
5025,"96","20150821","routine"
5025,"91","20140821","routine"
5025,"98","20140325","routine"
5032,"96","20160923","routine"
5032,"100","20160226","routine"
5032,"100","20150120","routine"
5032,"96","20140612","routine"
5033,"94","20160414","routine"
5033,"96","20150306","routine"
5033,"98","20140903","routine"
5033,"92","20140226","routine"
5038,"90","20160528","routine"
5038,"92","20150126","routine"
5038,"94","20140416","routine"
5039,"87","20160329","routine"
5039,"96","20141205","routine"
5039,"94","20140528","routine"
5049,"71","20160804","routine"
5049,"83","20141203","routine"
5053,"91","20160609","routine"
5053,"85","20140530","routine"
5068,"85","20140328","routine"
5071,"84","20160322","routine"
5071,"100","20150522","routine"
5071,"96","20141023","routine"
5071,"100","20140324","routine"
5074,"88","20160610","routine"
5074,"83","20150428","routine"
5074,"94","20141007","routine"
5074,"96","20140521","routine"
5077,"100","20160826","routine"
5077,"100","20150914","routine"
5077,"96","20150303","routine"
5077,"86","20140708","routine"
5077,"96","20140212","routine"
5083,"96","20160923","routine"
5083,"96","20150616","routine"
5083,"98","20141103","routine"
5083,"96","20140228","routine"
5084,"94","20160923","routine"
5084,"98","20150616","routine"
5084,"98","20141103","routine"
5084,"96","20140228","routine"
5085,"92","20160923","routine"
5085,"94","20150616","routine"
5085,"96","20141103","routine"
5085,"96","20140228","routine"
5090,"82","20161003","routine"
5090,"78","20160412","routine"
5090,"75","20141113","routine"
5090,"88","20140409","routine"
5091,"90","20160825","routine"
5091,"91","20160401","routine"
5091,"98","20140709","routine"
5091,"96","20131230","routine"
5096,"92","20160720","routine"
5096,"92","20150316","routine"
5096,"92","20140707","routine"
5096,"92","20140124","routine"
5104,"98","20160630","routine"
5104,"100","20150520","routine"
5104,"98","20140403","routine"
5118,"98","20161207","routine"
5118,"98","20160512","routine"
5118,"92","20140731","routine"
5118,"98","20140303","routine"
5124,"90","20150904","routine"
5124,"96","20141120","routine"
5124,"87","20140225","routine"
5129,"94","20150311","routine"
5129,"77","20140415","routine"
5136,"98","20160504","routine"
5136,"100","20141022","routine"
5136,"96","20140425","routine"
5144,"100","20150511","routine"
5144,"100","20140904","routine"
5150,"80","20160708","routine"
5150,"90","20151204","routine"
5150,"94","20150602","routine"
5150,"98","20140206","routine"
5156,"84","20161024","routine"
5156,"94","20141107","routine"
5156,"94","20140402","routine"
5168,"98","20150706","routine"
5170,"92","20150909","routine"
5170,"90","20150114","routine"
5170,"90","20140606","routine"
5171,"100","20140619","routine"
5174,"100","20140624","routine"
5175,"100","20140522","routine"
5177,"98","20140522","routine"
5179,"82","20150707","routine"
5179,"100","20140604","routine"
5180,"94","20140402","routine"
5183,"96","20140521","routine"
5185,"96","20150716","routine"
5194,"100","20150302","routine"
5194,"96","20140121","routine"
5200,"96","20151014","routine"
5200,"93","20150224","routine"
5206,"88","20161207","routine"
5206,"90","20140521","routine"
5208,"94","20150417","routine"
5209,"100","20141030","routine"
5210,"100","20150422","routine"
5211,"96","20150305","routine"
5212,"86","20151007","routine"
5212,"90","20150108","routine"
5213,"83","20150914","routine"
5213,"85","20150109","routine"
5213,"100","20140415","routine"
5215,"92","20160301","routine"
5215,"79","20150116","routine"
5219,"90","20150429","routine"
5219,"96","20140206","routine"
5221,"92","20140521","routine"
5225,"96","20150330","routine"
5226,"100","20150513","routine"
5227,"92","20151006","routine"
5232,"100","20150330","routine"
5243,"100","20160715","routine"
5243,"96","20151118","routine"
5243,"100","20150225","routine"
5252,"92","20151005","routine"
5252,"94","20150327","routine"
5254,"100","20150805","routine"
5254,"94","20140708","routine"
5256,"90","20160920","routine"
5256,"94","20150326","routine"
5257,"91","20161214","routine"
5258,"94","20160623","routine"
5258,"79","20141205","routine"
5267,"98","20150513","routine"
5268,"87","20160815","routine"
5268,"100","20140307","routine"
5271,"80","20150604","routine"
5271,"96","20140728","routine"
5272,"96","20151016","routine"
5272,"100","20150227","routine"
5278,"96","20160210","routine"
5278,"81","20140829","routine"
5278,"92","20140224","routine"
5281,"90","20150306","routine"
5281,"94","20140311","routine"
5289,"96","20140716","routine"
5291,"90","20160229","routine"
5291,"92","20150414","routine"
5291,"89","20150305","routine"
5291,"89","20140416","routine"
5297,"92","20160224","routine"
5297,"84","20141112","routine"
5297,"90","20140307","routine"
5301,"92","20160201","routine"
5301,"92","20151025","routine"
5301,"93","20150414","routine"
5301,"96","20140416","routine"
5307,"94","20160603","routine"
5310,"92","20160602","routine"
5312,"96","20160527","routine"
5313,"92","20160518","routine"
5313,"98","20150429","routine"
5316,"88","20160615","routine"
5316,"90","20150408","routine"
5322,"98","20160614","routine"
5322,"94","20150408","routine"
5325,"100","20150421","routine"
5329,"100","20140614","routine"
5345,"100","20161005","routine"
5345,"100","20150715","routine"
5375,"92","20140614","routine"
5394,"100","20140614","routine"
5397,"96","20140614","routine"
5409,"100","20161005","routine"
5409,"100","20150715","routine"
5420,"100","20161005","routine"
5420,"100","20150715","routine"
5430,"98","20160525","routine"
5430,"87","20150224","routine"
5430,"96","20140417","routine"
5434,"98","20160622","routine"
5434,"96","20140417","routine"
5437,"100","20160302","routine"
5437,"100","20150312","routine"
5437,"98","20140206","routine"
5441,"94","20160819","routine"
5441,"94","20150828","routine"
5441,"96","20140417","routine"
5448,"100","20161011","routine"
5448,"98","20160410","routine"
5448,"98","20140914","routine"
5448,"94","20140408","routine"
5449,"96","20160410","routine"
5449,"93","20150419","routine"
5449,"96","20141025","routine"
5449,"96","20140914","routine"
5449,"96","20140408","routine"
5450,"100","20161011","routine"
5450,"96","20160410","routine"
5450,"100","20150830","routine"
5450,"100","20150419","routine"
5450,"100","20141025","routine"
5450,"100","20140914","routine"
5450,"100","20140408","routine"
5451,"100","20160410","routine"
5451,"100","20140914","routine"
5451,"100","20140408","routine"
5452,"100","20160410","routine"
5452,"96","20150419","routine"
5452,"100","20140914","routine"
5452,"100","20140408","routine"
5453,"92","20160410","routine"
5453,"100","20140914","routine"
5453,"100","20140408","routine"
5454,"98","20160410","routine"
5454,"98","20140408","routine"
5455,"100","20161011","routine"
5455,"100","20160814","routine"
5455,"96","20160410","routine"
5455,"100","20150914","routine"
5455,"100","20150830","routine"
5455,"100","20150419","routine"
5455,"100","20141025","routine"
5455,"96","20140408","routine"
5457,"92","20161011","routine"
5457,"96","20160814","routine"
5457,"100","20160410","routine"
5457,"96","20150830","routine"
5457,"98","20140914","routine"
5457,"100","20140408","routine"
5458,"100","20160410","routine"
5458,"100","20140914","routine"
5458,"96","20140408","routine"
5459,"98","20161011","routine"
5459,"96","20160814","routine"
5459,"96","20160410","routine"
5459,"91","20141025","routine"
5459,"96","20140914","routine"
5459,"96","20140408","routine"
5460,"98","20160814","routine"
5460,"96","20160410","routine"
5460,"100","20140914","routine"
5460,"100","20140408","routine"
5461,"98","20161011","routine"
5461,"89","20160814","routine"
5461,"100","20160410","routine"
5461,"92","20150830","routine"
5461,"100","20150419","routine"
5461,"100","20141025","routine"
5461,"100","20140914","routine"
5461,"91","20140408","routine"
5462,"96","20160410","routine"
5462,"100","20140408","routine"
5463,"93","20160814","routine"
5463,"98","20160410","routine"
5463,"100","20140914","routine"
5463,"96","20140408","routine"
5464,"100","20160814","routine"
5464,"100","20160410","routine"
5464,"100","20150830","routine"
5464,"94","20140914","routine"
5464,"94","20140408","routine"
5465,"98","20160410","routine"
5465,"93","20150830","routine"
5465,"93","20150419","routine"
5465,"96","20140914","routine"
5465,"96","20140408","routine"
5466,"96","20160410","routine"
5466,"100","20140914","routine"
5466,"100","20140408","routine"
5467,"100","20160814","routine"
5467,"100","20160410","routine"
5467,"100","20150830","routine"
5467,"100","20150419","routine"
5467,"94","20140914","routine"
5467,"100","20140408","routine"
5468,"96","20140408","routine"
5469,"100","20140914","routine"
5469,"89","20140408","routine"
5470,"94","20161011","routine"
5470,"94","20160814","routine"
5470,"100","20160410","routine"
5470,"98","20150830","routine"
5470,"92","20150419","routine"
5470,"100","20140914","routine"
5470,"96","20140408","routine"
5471,"98","20161011","routine"
5471,"96","20160814","routine"
5471,"100","20160410","routine"
5471,"100","20150830","routine"
5471,"100","20150419","routine"
5471,"100","20141025","routine"
5471,"96","20140914","routine"
5471,"96","20140408","routine"
5473,"100","20160410","routine"
5473,"100","20140914","routine"
5473,"100","20140408","routine"
5474,"98","20160410","routine"
5474,"100","20150419","routine"
5476,"98","20160814","routine"
5476,"100","20140914","routine"
5476,"100","20140408","routine"
5477,"92","20161011","routine"
5477,"96","20160814","routine"
5477,"98","20160410","routine"
5477,"96","20140408","routine"
5478,"91","20161011","routine"
5478,"96","20160814","routine"
5478,"98","20160410","routine"
5478,"93","20150830","routine"
5478,"92","20150419","routine"
5478,"94","20141025","routine"
5478,"92","20140408","routine"
5479,"92","20161011","routine"
5479,"100","20160814","routine"
5479,"96","20160410","routine"
5479,"100","20150914","routine"
5479,"96","20150830","routine"
5479,"93","20150419","routine"
5479,"93","20141025","routine"
5479,"93","20140408","routine"
5480,"98","20160410","routine"
5480,"100","20150914","routine"
5480,"100","20150830","routine"
5480,"98","20150419","routine"
5480,"100","20141025","routine"
5480,"98","20140408","routine"
5483,"100","20160410","routine"
5484,"100","20160410","routine"
5484,"100","20140914","routine"
5484,"96","20140408","routine"
5485,"98","20160410","routine"
5485,"98","20150830","routine"
5485,"100","20150419","routine"
5485,"100","20141025","routine"
5486,"96","20160814","routine"
5486,"100","20160410","routine"
5486,"100","20150830","routine"
5486,"96","20150419","routine"
5486,"100","20141025","routine"
5486,"98","20140914","routine"
5486,"92","20140408","routine"
5487,"96","20161011","routine"
5487,"100","20160814","routine"
5487,"98","20160410","routine"
5487,"100","20150830","routine"
5487,"87","20150419","routine"
5487,"100","20141025","routine"
5487,"100","20140914","routine"
5487,"100","20140408","routine"
5488,"90","20161011","routine"
5488,"96","20160814","routine"
5488,"98","20160410","routine"
5488,"93","20150830","routine"
5488,"100","20150419","routine"
5488,"98","20141025","routine"
5489,"89","20160410","routine"
5489,"94","20150419","routine"
5489,"100","20140914","routine"
5489,"94","20140408","routine"
5490,"100","20160410","routine"
5490,"100","20150419","routine"
5490,"100","20140914","routine"
5490,"100","20140408","routine"
5491,"98","20160410","routine"
5491,"100","20150419","routine"
5492,"100","20150419","routine"
5493,"100","20161011","routine"
5493,"94","20160814","routine"
5493,"100","20160410","routine"
5493,"88","20141025","routine"
5493,"100","20140914","routine"
5493,"100","20140408","routine"
5494,"100","20161011","routine"
5494,"98","20160814","routine"
5494,"92","20150830","routine"
5494,"96","20150419","routine"
5495,"96","20161011","routine"
5495,"100","20160814","routine"
5495,"100","20160410","routine"
5495,"100","20150830","routine"
5495,"92","20150419","routine"
5495,"100","20140914","routine"
5495,"100","20140408","routine"
5496,"96","20161011","routine"
5496,"93","20160814","routine"
5496,"100","20150830","routine"
5496,"96","20150419","routine"
5496,"98","20140408","routine"
5497,"87","20161011","routine"
5497,"96","20160814","routine"
5497,"100","20160410","routine"
5497,"93","20150830","routine"
5497,"93","20150419","routine"
5497,"100","20141025","routine"
5497,"100","20140914","routine"
5497,"96","20140408","routine"
5498,"93","20160410","routine"
5498,"100","20150419","routine"
5498,"100","20140408","routine"
5499,"100","20161011","routine"
5499,"100","20160814","routine"
5499,"92","20160410","routine"
5499,"100","20150830","routine"
5499,"100","20150419","routine"
5499,"100","20141025","routine"
5499,"94","20140914","routine"
5499,"100","20140408","routine"
5500,"100","20160814","routine"
5500,"100","20160410","routine"
5500,"100","20150830","routine"
5500,"94","20150419","routine"
5500,"100","20141025","routine"
5500,"100","20140914","routine"
5500,"89","20140408","routine"
5501,"92","20160814","routine"
5501,"96","20160410","routine"
5501,"100","20150830","routine"
5501,"94","20150419","routine"
5501,"100","20141025","routine"
5501,"98","20140914","routine"
5502,"98","20161011","routine"
5502,"96","20160814","routine"
5502,"100","20160410","routine"
5502,"100","20140914","routine"
5502,"94","20140408","routine"
5503,"100","20160410","routine"
5503,"100","20140914","routine"
5503,"94","20140408","routine"
5504,"94","20160520","routine"
5504,"100","20160410","routine"
5504,"100","20150419","routine"
5504,"98","20140914","routine"
5504,"96","20140408","routine"
5505,"100","20160410","routine"
5505,"94","20150419","routine"
5505,"98","20140914","routine"
5505,"100","20140408","routine"
5506,"100","20160410","routine"
5506,"100","20140914","routine"
5506,"100","20140408","routine"
5507,"96","20160410","routine"
5507,"100","20150830","routine"
5507,"93","20150419","routine"
5507,"94","20141025","routine"
5507,"90","20140914","routine"
5507,"96","20140408","routine"
5508,"100","20160410","routine"
5508,"100","20150419","routine"
5509,"91","20160410","routine"
5509,"96","20140914","routine"
5509,"96","20140408","routine"
5511,"100","20160410","routine"
5511,"100","20150419","routine"
5511,"100","20140408","routine"
5519,"96","20161011","routine"
5519,"98","20160814","routine"
5519,"96","20150830","routine"
5519,"100","20150419","routine"
5519,"100","20141025","routine"
5520,"96","20161011","routine"
5520,"100","20160814","routine"
5520,"98","20160410","routine"
5520,"100","20150419","routine"
5520,"100","20141025","routine"
5521,"100","20161011","routine"
5521,"94","20141025","routine"
5521,"96","20140914","routine"
5521,"92","20140408","routine"
5522,"98","20161011","routine"
5522,"98","20160814","routine"
5522,"100","20160410","routine"
5522,"88","20141025","routine"
5522,"94","20140914","routine"
5522,"100","20140408","routine"
5523,"100","20160410","routine"
5523,"100","20150830","routine"
5524,"98","20161011","routine"
5524,"100","20160814","routine"
5524,"100","20160410","routine"
5524,"93","20150830","routine"
5524,"98","20140914","routine"
5524,"93","20140408","routine"
5528,"96","20160410","routine"
5528,"100","20140914","routine"
5530,"98","20160829","routine"
5530,"100","20150813","routine"
5533,"96","20150819","routine"
5533,"96","20140806","routine"
5544,"96","20160410","routine"
5544,"100","20140914","routine"
5552,"96","20160527","routine"
5552,"100","20150819","routine"
5552,"100","20140806","routine"
5562,"94","20140218","routine"
5564,"90","20160516","routine"
5564,"93","20150210","routine"
5564,"96","20140606","routine"
5578,"100","20160829","routine"
5578,"96","20150813","routine"
5578,"96","20140602","routine"
5605,"100","20161005","routine"
5605,"100","20150914","routine"
5605,"88","20140613","routine"
5606,"100","20150914","routine"
5606,"94","20140613","routine"
5607,"77","20150626","routine"
5610,"96","20160623","routine"
5610,"94","20150923","routine"
5610,"98","20140218","routine"
5617,"100","20160814","routine"
5617,"96","20160410","routine"
5617,"100","20150830","routine"
5617,"89","20140914","routine"
5618,"100","20161011","routine"
5618,"96","20160814","routine"
5618,"96","20160410","routine"
5618,"96","20140914","routine"
5618,"100","20140408","routine"
5619,"98","20160410","routine"
5619,"98","20140914","routine"
5619,"92","20140408","routine"
5620,"96","20160410","routine"
5620,"96","20140914","routine"
5620,"100","20140408","routine"
5621,"96","20160814","routine"
5621,"92","20160410","routine"
5621,"100","20141025","routine"
5621,"100","20140914","routine"
5621,"96","20140408","routine"
5622,"96","20161011","routine"
5622,"94","20160814","routine"
5622,"100","20160410","routine"
5622,"84","20141025","routine"
5622,"98","20140914","routine"
5623,"94","20161011","routine"
5623,"100","20160814","routine"
5623,"100","20160410","routine"
5623,"100","20141025","routine"
5623,"100","20140914","routine"
5623,"100","20140408","routine"
5624,"100","20161011","routine"
5624,"96","20160814","routine"
5624,"90","20160410","routine"
5624,"98","20141025","routine"
5624,"100","20140914","routine"
5624,"93","20140408","routine"
5626,"94","20161011","routine"
5626,"94","20160814","routine"
5626,"91","20160410","routine"
5626,"100","20150830","routine"
5626,"100","20150419","routine"
5626,"100","20141025","routine"
5626,"96","20140914","routine"
5626,"92","20140408","routine"
5627,"100","20160410","routine"
5627,"94","20150830","routine"
5627,"98","20150419","routine"
5627,"100","20141025","routine"
5627,"93","20140914","routine"
5627,"100","20140408","routine"
5628,"96","20161011","routine"
5628,"96","20160814","routine"
5628,"96","20160410","routine"
5628,"98","20150830","routine"
5628,"98","20150419","routine"
5628,"100","20141025","routine"
5628,"98","20140914","routine"
5628,"98","20140408","routine"
5629,"100","20161011","routine"
5629,"98","20160814","routine"
5629,"96","20160410","routine"
5629,"98","20150830","routine"
5629,"100","20140914","routine"
5629,"98","20140408","routine"
5630,"96","20161011","routine"
5630,"92","20160814","routine"
5630,"100","20160410","routine"
5630,"100","20150830","routine"
5630,"90","20140914","routine"
5630,"90","20140408","routine"
5631,"94","20161011","routine"
5631,"94","20160814","routine"
5631,"100","20160410","routine"
5631,"94","20150830","routine"
5631,"94","20140914","routine"
5631,"94","20140408","routine"
5632,"100","20161011","routine"
5632,"93","20160814","routine"
5632,"90","20150830","routine"
5632,"100","20140914","routine"
5632,"94","20140408","routine"
5633,"92","20161011","routine"
5633,"94","20160814","routine"
5633,"100","20160410","routine"
5633,"96","20150914","routine"
5633,"90","20150830","routine"
5633,"96","20150419","routine"
5633,"96","20141025","routine"
5633,"83","20140408","routine"
5634,"98","20161011","routine"
5634,"98","20160814","routine"
5634,"100","20160410","routine"
5634,"96","20150914","routine"
5634,"90","20150830","routine"
5634,"94","20150419","routine"
5634,"92","20140408","routine"
5635,"96","20160814","routine"
5635,"100","20160410","routine"
5635,"96","20150914","routine"
5635,"100","20150419","routine"
5635,"96","20140408","routine"
5636,"96","20160410","routine"
5636,"98","20150914","routine"
5636,"100","20150830","routine"
5636,"100","20150419","routine"
5636,"100","20140408","routine"
5639,"94","20161011","routine"
5639,"96","20160410","routine"
5639,"100","20140914","routine"
5639,"92","20140408","routine"
5640,"90","20161011","routine"
5640,"96","20160410","routine"
5640,"100","20140914","routine"
5640,"92","20140408","routine"
5641,"100","20161011","routine"
5641,"100","20160410","routine"
5641,"100","20150830","routine"
5641,"90","20150419","routine"
5641,"100","20141025","routine"
5641,"100","20140914","routine"
5641,"100","20140408","routine"
5642,"100","20160410","routine"
5642,"98","20150419","routine"
5642,"96","20141025","routine"
5642,"100","20140914","routine"
5642,"100","20140408","routine"
5643,"98","20161011","routine"
5643,"100","20160814","routine"
5643,"100","20160410","routine"
5643,"98","20150830","routine"
5643,"100","20150419","routine"
5643,"98","20141025","routine"
5643,"100","20140408","routine"
5644,"92","20161011","routine"
5644,"100","20160814","routine"
5644,"96","20160410","routine"
5644,"86","20150830","routine"
5644,"96","20150419","routine"
5644,"98","20141025","routine"
5644,"96","20140408","routine"
5645,"90","20161011","routine"
5645,"100","20160814","routine"
5645,"96","20160410","routine"
5645,"98","20150830","routine"
5645,"98","20150419","routine"
5645,"89","20141025","routine"
5646,"100","20161011","routine"
5646,"100","20160814","routine"
5646,"85","20150830","routine"
5646,"92","20150419","routine"
5646,"94","20141025","routine"
5647,"100","20161011","routine"
5647,"96","20160814","routine"
5647,"100","20150830","routine"
5647,"92","20150419","routine"
5648,"100","20161011","routine"
5648,"100","20160814","routine"
5648,"100","20150830","routine"
5648,"100","20150419","routine"
5649,"92","20161011","routine"
5649,"98","20160814","routine"
5649,"92","20160410","routine"
5649,"92","20150830","routine"
5649,"94","20150419","routine"
5649,"96","20141025","routine"
5649,"94","20140914","routine"
5649,"89","20140408","routine"
5650,"94","20160814","routine"
5650,"96","20160410","routine"
5650,"98","20150830","routine"
5650,"100","20150419","routine"
5650,"98","20140408","routine"
5651,"96","20161011","routine"
5651,"94","20160814","routine"
5651,"94","20160410","routine"
5651,"98","20150830","routine"
5651,"92","20150419","routine"
5651,"94","20140408","routine"
5652,"100","20160410","routine"
5652,"100","20150830","routine"
5652,"96","20150419","routine"
5653,"96","20161031","routine"
5653,"96","20160420","routine"
