entry_date;transaction_time;customer_id;age_code;residence_area;product_subclass;product_id;amount;asset;sales_price
2016-12-26;2001-01-27 00:00:00;01578867  ;D ;F ;780510;4710461070370;1;6;10
2016-12-26;2001-01-27 00:00:00;02016641  ;D ;C ;320202;4710431100410;2;170;230
2016-12-26;2001-01-27 00:00:00;00236874  ;E ;E ;100509;4710085105953;1;70;84
2016-12-26;2001-01-27 00:00:00;01822779  ;D ;G ;100505;4710421090431;2;30;38
2016-12-26;2001-01-27 00:00:00;01972207  ;C ;C ;100306;9557291012621;1;60;69
2016-12-26;2001-01-27 00:00:00;00446815  ;C ;F ;560339;4715568462004;1;21;32
2016-12-26;2001-01-27 00:00:00;00105002  ;E ;E ;760202;20529055     ;1;154;215
2016-12-26;2001-01-27 00:00:00;00956000  ;F ;C ;100505;4715545050293;1;8;10
2016-12-26;2001-01-27 00:00:00;01416299  ;C ;E ;110411;4710085120680;1;16;24
2016-12-26;2001-01-27 00:00:00;02073750  ;B ;E ;100507;4710823999097;1;25;36
2016-12-26;2001-01-27 00:00:00;01581898  ;C ;E ;560109;20510190     ;1;135;180
2016-12-26;2001-01-27 00:00:00;02153322  ;D ;B ;100210;0041419761748;1;50;69
2016-12-26;2001-01-27 00:00:00;01175233  ;I ;F ;520457;4714276130021;1;60;99
2016-12-26;2001-01-27 00:00:00;00136303  ;H ;E ;100401;4710498213818;1;181;188
2016-12-26;2001-01-27 00:00:00;00075367  ;J ;E ;130108;4711686002016;3;90;120
2016-12-26;2001-01-27 00:00:00;00218863  ;F ;E ;110136;4710254049521;3;93;105
2016-12-26;2001-01-27 00:00:00;00308472  ;G ;H ;110411;4710199012888;1;12;15
2016-12-26;2001-01-27 00:00:00;00049122  ;D ;F ;100311;4716617500036;3;102;126
2016-12-26;2001-01-27 00:00:00;00426824  ;F ;E ;100508;4710421090011;1;27;32
2016-12-26;2001-01-27 00:00:00;01175233  ;I ;F ;110217;4711045228149;2;360;302
2016-12-26;2001-01-27 00:00:00;01973389  ;B ;F ;130302;4711634002587;1;31;39
2016-12-26;2001-01-27 00:00:00;02013053  ;C ;E ;730304;4711629130257;1;52;75
2016-12-26;2001-01-27 00:00:00;02037714  ;C ;F ;560339;4715568415000;1;34;48
2016-12-26;2001-01-27 00:00:00;02158020  ;B ;A ;100311;4710140103009;1;195;199
2016-12-26;2001-01-27 00:00:00;01896565  ;B ;E ;100418;4712959001408;1;60;85
2016-12-26;2001-01-27 00:00:00;01972207  ;C ;C ;100319;4710035341066;1;84;99
2016-12-26;2001-01-27 00:00:00;00067577  ;E ;D ;500803;9300603830020;1;34;38
2016-12-26;2001-01-27 00:00:00;00105002  ;E ;E ;530105;4710168705056;1;96;109
2016-12-26;2001-01-27 00:00:00;02172347  ;C ;E ;500203;4710104106107;1;82;95
2016-12-26;2001-01-27 00:00:00;02173436  ;D ;G ;110605;4710254015014;9;306;378
2016-12-26;2001-01-27 00:00:00;02106335  ;D ;F ;110105;4711001501033;1;15;19
2016-12-26;2001-01-27 00:00:00;01212136  ;E ;E ;120103;4710583510136;1;32;34
2016-12-26;2001-01-27 00:00:00;01213935  ;C ;F ;714701;4892684012181;1;570;799
2016-12-26;2001-01-27 00:00:00;01917512  ;A ;E ;500201;4710291138134;1;95;105
2016-12-26;2001-01-27 00:00:00;02081038  ;B ;C ;520417;4710017003562;2;34;50
2016-12-26;2001-01-28 00:00:00;01554694  ;E ;A ;730403;4714072600872;2;30;42
2016-12-26;2001-01-27 00:00:00;01733426  ;F ;E ;100505;4710154015206;1;30;38
2016-12-26;2001-01-27 00:00:00;01641066  ;A ;C ;100106;4014400901573;5;485;540
2016-12-26;2001-01-27 00:00:00;01848205  ;K ;H ;130208;4716248300029;1;24;29
2016-12-26;2001-01-27 00:00:00;01591446  ;D ;F ;530406;4710094004087;1;117;139
2016-12-26;2001-01-27 00:00:00;01543889  ;D ;F ;530211;4901080640116;1;175;230
2016-12-26;2001-01-27 00:00:00;01841824  ;F ;F ;110117;4710012129335;1;95;110
2016-12-26;2001-01-27 00:00:00;01397611  ;F ;F ;100516;4711588213404;3;414;445
2016-12-26;2001-01-28 00:00:00;01528510  ;E ;B ;120103;4710011405133;2;46;56
2016-12-26;2001-01-28 00:00:00;01347135  ;F ;F ;130203;4710088432742;1;11;13
2016-12-26;2001-01-28 00:00:00;01592481  ;D ;E ;501001;20550684     ;1;50;69
2016-12-26;2001-01-28 00:00:00;01666502  ;C ;F ;530103;4710054139422;1;74;123
2016-12-26;2001-01-27 00:00:00;00483421  ;C ;E ;760516;4712552007494;1;40;69
2016-12-26;2001-01-27 00:00:00;01571820  ;E ;F ;760235;4714541030018;1;15;20
2016-12-26;2001-01-27 00:00:00;01829419  ;C ;C ;100505;4710018004704;1;35;37
2016-12-26;2001-01-27 00:00:00;00905176  ;I ;E ;120105;4710857000066;1;40;49
2016-12-26;2001-01-28 00:00:00;00862486  ;C ;E ;110508;0051000126979;3;54;69
2016-12-26;2001-01-28 00:00:00;01644227  ;A ;A ;530101;4710036220025;1;71;83
2016-12-26;2001-01-28 00:00:00;01762136  ;C ;E ;120103;4711524000600;1;32;37
2016-12-26;2001-01-28 00:00:00;01821116  ;D ;D ;712902;8888021200720;3;261;285
2016-12-26;2001-01-28 00:00:00;00908207  ;C ;E ;500115;4718757630178;1;45;65
2016-12-26;2001-01-28 00:00:00;01473407  ;D ;F ;100108;87108026     ;1;36;48
2016-12-26;2001-01-28 00:00:00;01609127  ;F ;A ;100407;8888215880127;2;200;264
2016-12-26;2001-01-28 00:00:00;01470178  ;D ;C ;110402;4904511001425;1;46;59
2016-12-26;2001-01-28 00:00:00;01032703  ;C ;E ;530114;4710186051197;1;188;269
2016-12-26;2001-01-28 00:00:00;01955729  ;A ;E ;320202;4710644815521;1;142;195
2016-12-26;2001-01-28 00:00:00;01760316  ;D ;G ;530101;4710036220018;1;71;87
2016-12-26;2001-01-28 00:00:00;01406467  ;G ;G ;110411;4710085120093;6;120;132
2016-12-26;2001-01-28 00:00:00;02031088  ;A ;G ;520105;4945680143240;1;100;149
2016-12-26;2001-01-28 00:00:00;02070001  ;D ;C ;501106;4713645058188;1;90;119
2016-12-26;2001-01-28 00:00:00;01640526  ;C ;E ;300423;4711109605145;1;89;125
2016-12-26;2001-01-28 00:00:00;01166804  ;E ;F ;520452;4718057701561;1;160;235
2016-12-26;2001-01-28 00:00:00;00235952  ;D ;F ;130315;4714981010038;1;25;25
2016-12-26;2001-01-28 00:00:00;01473407  ;D ;F ;530211;4901080640116;1;175;230
2016-12-26;2001-01-28 00:00:00;00433136  ;F ;D ;130206;4710105001326;2;32;38
2016-12-26;2001-01-28 00:00:00;01432015  ;I ;F ;120110;4710126091528;4;164;212
2016-12-26;2001-01-28 00:00:00;01095708  ;E ;E ;510113;20549404     ;1;53;79
2016-12-26;2001-01-28 00:00:00;00997447  ;D ;D ;100407;4710088450319;1;80;99
2016-12-26;2001-01-28 00:00:00;01373820  ;G ;E ;110508;0051000024237;2;32;38
2016-12-26;2001-01-28 00:00:00;00726061  ;C ;A ;130204;4710105045313;1;16;20
2016-12-26;2001-01-28 00:00:00;00191869  ;D ;E ;100303;4710852001686;1;33;49
2016-12-26;2001-01-28 00:00:00;00489171  ;E ;E ;500403;4716381081717;2;90;130
2016-12-26;2001-01-28 00:00:00;01441154  ;E ;E ;100516;4710393110526;1;360;399
2016-12-26;2001-01-28 00:00:00;01999037  ;D ;G ;100603;4710705400024;1;335;398
2016-12-26;2001-01-28 00:00:00;00526531  ;D ;F ;500804;9310022724107;1;9;12
2016-12-26;2001-01-28 00:00:00;00201056  ;D ;E ;100110;4710035313469;1;21;27
2016-12-26;2001-01-28 00:00:00;01930443  ;J ;G ;110507;4710626622857;1;100;124
2016-12-26;2001-01-28 00:00:00;00527996  ;E ;E ;530116;0070501028001;1;170;189
2016-12-26;2001-01-28 00:00:00;00595131  ;E ;F ;760220;4710609150063;2;34;50
2016-12-26;2001-01-28 00:00:00;01383065  ;F ;F ;110334;4711186320191;1;26;35
2016-12-26;2001-01-28 00:00:00;01620368  ;E ;C ;530403;4710205006924;1;113;133
2016-12-26;2001-01-28 00:00:00;01581058  ;C ;G ;100212;8801062168149;1;50;68
2016-12-26;2001-01-28 00:00:00;01539578  ;E ;F ;320501;4719174999763;4;64;100
2016-12-26;2001-01-28 00:00:00;00604062  ;E ;F ;110506;4710010010017;2;246;298
2016-12-26;2001-01-28 00:00:00;02147147  ;B ;F ;130315;4714981010038;1;25;25
2016-12-26;2001-01-28 00:00:00;01585964  ;D ;E ;120104;4710143830155;2;216;258
2016-12-26;2001-01-28 00:00:00;01507348  ;E ;F ;500804;0026333009459;1;20;34
2016-12-26;2001-01-28 00:00:00;01410501  ;E ;F ;100202;4710047511037;1;24;29
2016-12-26;2001-01-28 00:00:00;00091343  ;D ;E ;110127;9311827001233;1;60;75
2016-12-26;2001-01-28 00:00:00;01813258  ;D ;F ;520472;4716349008046;1;10;15
2016-12-26;2001-01-28 00:00:00;01663532  ;E ;F ;740306;4715398001121;1;65;99
2016-12-26;2001-01-28 00:00:00;02113579  ;C ;E ;560405;4710043004090;1;149;165
2016-12-26;2001-01-28 00:00:00;02173634  ;C ;C ;560340;4711791300953;1;24;35
2016-12-26;2001-01-28 00:00:00;01972337  ;C ;G ;120103;4710011401135;1;23;29
2016-12-26;2001-01-28 00:00:00;02149998  ;E ;F ;540101;20425043     ;9;216;315
2016-12-26;2001-01-28 00:00:00;02159348  ;I ;E ;100305;4710852001020;1;35;45
2016-12-26;2001-01-28 00:00:00;01791648  ;F ;E ;100505;4710018004704;1;35;37
2016-12-26;2001-01-28 00:00:00;01784299  ;C ;E ;530209;4710731060124;1;40;55
2016-12-26;2001-01-28 00:00:00;00192101  ;E ;D ;110209;4710943100335;1;12;16
2016-12-26;2001-01-29 00:00:00;01661118  ;F ;E ;530110;4710094014741;1;92;119
2016-12-26;2001-01-29 00:00:00;01728538  ;K ;D ;130304;4712542001204;1;50;65
2016-12-26;2001-01-28 00:00:00;01916751  ;D ;G ;110411;4710109770402;1;24;33
2016-12-26;2001-01-28 00:00:00;01791723  ;G ;F ;110117;4710685440362;1;43;52
2016-12-26;2001-01-28 00:00:00;01874549  ;G ;E ;500210;4712425010255;1;93;98
2016-12-26;2001-01-28 00:00:00;02107455  ;E ;G ;110120;4710012242140;1;30;35
2016-12-26;2001-01-28 00:00:00;02151045  ;C ;F ;100218;8851016015203;1;21;28
2016-12-26;2001-01-28 00:00:00;01798296  ;E ;E ;110109;0027000666647;1;90;118
2016-12-26;2001-01-29 00:00:00;00231909  ;D ;E ;100105;4711119236025;1;21;28
2016-12-26;2001-01-29 00:00:00;00627573  ;C ;E ;110507;4710980000063;1;58;58
2016-12-26;2001-01-29 00:00:00;01968286  ;A ;E ;100201;4710126020344;1;71;86
2016-12-26;2001-01-29 00:00:00;01663518  ;D ;F ;530404;4710363340007;1;80;105
2016-12-26;2001-01-29 00:00:00;01675832  ;C ;F ;530103;4901301038692;2;110;138
2016-12-26;2001-01-29 00:00:00;01770353  ;C ;E ;110401;4710088410610;1;19;25
2016-12-26;2001-01-29 00:00:00;01992342  ;D ;E ;110201;4712031000169;1;39;49
2016-12-26;2001-01-29 00:00:00;01856323  ;A ;E ;530114;4710186161100;1;134;169
2016-12-26;2001-01-29 00:00:00;00558075  ;F ;E ;110411;4710085172696;2;40;44
2016-12-26;2001-01-29 00:00:00;01546606  ;D ;E ;100307;4901988666621;6;114;168
2016-12-26;2001-01-29 00:00:00;02034393  ;H ;E ;100312;4710022237501;1;13;18
2016-12-26;2001-01-29 00:00:00;01526301  ;E ;C ;100203;4711380998455;1;15;20
2016-12-26;2001-01-29 00:00:00;01635454  ;B ;E ;100414;8888296909083;2;206;258
2016-12-26;2001-01-29 00:00:00;01534870  ;B ;E ;520503;4712936666415;1;83;119
2016-12-26;2001-01-29 00:00:00;02088372  ;E ;F ;530501;4710661202137;1;60;69
2016-12-26;2001-01-29 00:00:00;00903974  ;H ;E ;130205;4710126193727;1;28;35
2016-12-26;2001-01-29 00:00:00;01649987  ;E ;E ;560517;0071463021543;1;66;99
2016-12-26;2001-01-29 00:00:00;01546606  ;D ;E ;100205;8000380004911;2;122;150
2016-12-26;2001-01-29 00:00:00;01252651  ;C ;F ;100102;0034000338207;1;42;56
2016-12-26;2001-01-29 00:00:00;01025521  ;J ;F ;110105;4715351602105;1;35;45
2016-12-26;2001-01-29 00:00:00;01250152  ;D ;C ;560204;4710036009804;1;83;76
2016-12-26;2001-01-29 00:00:00;01138207  ;J ;H ;100201;4710162000058;1;28;35
2016-12-26;2001-01-29 00:00:00;01423860  ;D ;E ;300716;0010742202211;1;63;79
2016-12-26;2001-01-29 00:00:00;02118338  ;B ;E ;711304;6925781480015;1;332;378
2016-12-26;2001-01-29 00:00:00;00091343  ;D ;E ;500201;4710114128038;1;138;169
2016-12-26;2001-01-29 00:00:00;01655575  ;E ;D ;120203;4715875000029;2;456;572
2016-12-26;2001-01-29 00:00:00;00250245  ;D ;F ;130404;4710057830050;1;55;69
2016-12-26;2001-01-29 00:00:00;01152623  ;B ;F ;530101;4902430001779;1;75;90
2016-12-26;2001-01-29 00:00:00;00059992  ;F ;E ;100302;4710603011520;1;88;99
2016-12-26;2001-01-29 00:00:00;00079495  ;C ;F ;130206;20307585     ;1;112;128
2016-12-26;2001-01-29 00:00:00;00662253  ;J ;E ;510529;20555849     ;1;50;71
2016-12-26;2001-01-29 00:00:00;00869287  ;G ;E ;300716;4719860710221;1;30;49
2016-12-26;2001-01-29 00:00:00;01234567  ;E ;D ;130205;4710088433312;1;11;13
2016-12-26;2001-01-29 00:00:00;00309486  ;G ;F ;120108;4710088442185;1;109;129
2016-12-26;2001-01-29 00:00:00;01785982  ;C ;A ;560101;4710032600890;1;147;179
2016-12-26;2001-01-29 00:00:00;01423815  ;D ;E ;100301;4710603013425;1;88;99
2016-12-26;2001-01-29 00:00:00;01313796  ;G ;F ;760634;20517793     ;1;1078;1540
2016-12-26;2001-01-29 00:00:00;00776349  ;E ;F ;110123;4710373201015;1;30;38
2016-12-26;2001-01-30 00:00:00;00316699  ;C ;G ;570103;4716114000329;1;62;79
2016-12-26;2001-01-30 00:00:00;01643176  ;G ;F ;520464;8999118050408;2;38;58
2016-12-26;2001-01-29 00:00:00;01433142  ;E ;E ;110118;4710685461008;1;34;43
2016-12-26;2001-01-29 00:00:00;01720495  ;J ;E ;520231;4716514302108;1;45;65
2016-12-26;2001-01-29 00:00:00;02149905  ;A ;C ;500106;2250271000348;1;20;29
2016-12-26;2001-01-29 00:00:00;01720495  ;J ;E ;100307;4715874001041;1;38;48
2016-12-26;2001-01-29 00:00:00;02166070  ;B ;G ;110507;4710063131493;1;24;30
2016-12-26;2001-01-29 00:00:00;01471700  ;C ;F ;120106;4710321861186;1;21;25
2016-12-26;2001-01-30 00:00:00;00908252  ;C ;C ;130208;4710105051628;1;10;13
2016-12-26;2001-01-30 00:00:00;01490671  ;F ;F ;130204;4710088432353;1;78;88
2016-12-26;2001-01-30 00:00:00;00316699  ;C ;G ;100206;4901988446612;1;29;40
2016-12-26;2001-01-30 00:00:00;01735925  ;C ;E ;110136;4710008251125;1;23;28
2016-12-26;2001-01-30 00:00:00;00743990  ;C ;F ;520425;4714563063407;1;38;58
2016-12-26;2001-01-30 00:00:00;01848205  ;K ;H ;130204;4710105010182;1;39;43
2016-12-26;2001-01-30 00:00:00;01847154  ;K ;H ;530104;4710494050233;1;60;75
2016-12-26;2001-01-30 00:00:00;01658125  ;D ;F ;100431;4710960718032;1;120;151
2016-12-26;2001-01-30 00:00:00;01698350  ;B ;H ;500501;4710731070154;1;162;259
2016-12-26;2001-01-30 00:00:00;02094885  ;C ;F ;560402;20571870     ;2;676;798
2016-12-26;2001-01-30 00:00:00;01398847  ;F ;F ;130204;4710121023302;2;120;130
2016-12-26;2001-01-30 00:00:00;02148946  ;I ;E ;130308;4710191030002;1;36;46
2016-12-26;2001-01-30 00:00:00;01741100  ;D ;E ;110411;4710085120093;2;46;44
2016-12-26;2001-01-30 00:00:00;01624915  ;C ;G ;711701;4719044050075;1;400;510
2016-12-26;2001-01-30 00:00:00;02151458  ;E ;G ;110105;4710311260111;1;21;27
2016-12-26;2001-01-30 00:00:00;02070919  ;A ;E ;500208;4712425010569;1;55;51
2016-12-26;2001-01-30 00:00:00;01567595  ;E ;E ;110508;9300644131735;3;72;87
2016-12-26;2001-01-30 00:00:00;01407501  ;F ;E ;760654;20513184     ;2;122;130
2016-12-26;2001-01-30 00:00:00;00806688  ;B ;F ;500201;4710908131534;1;140;139
2016-12-26;2001-01-30 00:00:00;02122274  ;E ;E ;110105;4710046021100;1;30;36
2016-12-26;2001-01-30 00:00:00;01822809  ;D ;F ;100205;4710176013143;1;14;18
2016-12-26;2001-01-30 00:00:00;02071787  ;F ;F ;110117;0074261160506;1;64;78
2016-12-26;2001-01-30 00:00:00;02050423  ;A ;G ;110201;4712500125010;1;85;105
2016-12-26;2001-01-30 00:00:00;01470390  ;D ;E ;560357;4710693121314;1;60;85
2016-12-26;2001-01-30 00:00:00;00733915  ;B ;E ;110507;4710010020054;1;21;25
2016-12-26;2001-01-30 00:00:00;01188059  ;G ;E ;110809;4710475004231;2;82;98
2016-12-26;2001-01-30 00:00:00;01436334  ;D ;F ;500804;9310022861000;2;68;84
2016-12-26;2001-01-30 00:00:00;01848601  ;K ;H ;500501;2250078000633;1;136;179
2016-12-26;2001-01-30 00:00:00;01847147  ;K ;H ;100311;4710022101208;1;197;198
2016-12-26;2001-01-30 00:00:00;01846683  ;K ;H ;760103;4711703201880;2;80;112
2016-12-26;2001-01-30 00:00:00;01598155  ;C ;A ;760504;4717265002255;3;174;246
2016-12-26;2001-01-30 00:00:00;00968539  ;I ;E ;100205;4710126011151;1;60;72
2016-12-26;2001-01-30 00:00:00;01624809  ;D ;G ;560204;4710036009804;2;166;152
2016-12-26;2001-01-30 00:00:00;00227261  ;C ;F ;110136;4710254049323;3;102;105
2016-12-26;2001-01-30 00:00:00;01845419  ;I ;E ;130204;4710105015118;1;77;88
2016-12-26;2001-01-30 00:00:00;01273014  ;J ;E ;100503;4710134024242;6;114;131
2016-12-26;2001-01-30 00:00:00;01199833  ;I ;F ;530106;4710332050104;1;24;33
2016-12-26;2001-01-30 00:00:00;01918977  ;A ;F ;500112;4712054700459;2;14;26
2016-12-26;2001-01-31 00:00:00;00380393  ;G ;F ;110505;4711258004509;1;101;99
2016-12-26;2001-01-30 00:00:00;00716475  ;E ;E ;110509;4710063138034;4;80;100
2016-12-26;2001-01-30 00:00:00;00223119  ;E ;F ;110508;9300644131728;1;27;34
2016-12-26;2001-01-30 00:00:00;00434195  ;C ;E ;560405;4710043204117;2;256;196
2016-12-26;2001-01-30 00:00:00;00708456  ;G ;F ;500804;9310022733406;2;342;414
2016-12-26;2001-01-31 00:00:00;00538923  ;H ;E ;130206;20557003     ;1;99;95
2016-12-26;2001-01-30 00:00:00;01079982  ;D ;A ;500804;9310022862809;1;21;26
2016-12-26;2001-01-30 00:00:00;00232708  ;D ;G ;110811;4710626111351;1;62;68
2016-12-26;2001-01-31 00:00:00;01518467  ;H ;E ;110136;4710254049323;1;34;35
2016-12-26;2001-01-31 00:00:00;01856088  ;E ;E ;100202;4710047512041;1;13;22
2016-12-26;2001-01-31 00:00:00;01646313  ;D ;G ;500203;4710104106107;1;88;95
2016-12-26;2001-01-31 00:00:00;00812931  ;D ;F ;560104;4710049001260;1;90;130
2016-12-26;2001-01-31 00:00:00;00072045  ;C ;E ;760524;4712552001140;1;38;58
2016-12-26;2001-01-31 00:00:00;00907606  ;C ;E ;761101;4715006140303;1;22;29
2016-12-26;2001-01-31 00:00:00;00375245  ;D ;D ;130106;4710583350985;1;10;13
2016-12-26;2001-01-30 00:00:00;00198738  ;E ;E ;100106;4710047504343;3;39;54
2016-12-26;2001-01-31 00:00:00;00941891  ;F ;F ;500806;0026333009619;1;58;81
2016-12-26;2001-01-31 00:00:00;02135250  ;E ;F ;320501;20556457     ;1;260;342
2016-12-26;2001-01-31 00:00:00;01813319  ;C ;G ;110136;4710008241218;1;25;30
2016-12-26;2001-01-31 00:00:00;01881127  ;A ;E ;500806;0026333004478;1;55;85
2016-12-26;2001-01-31 00:00:00;01385878  ;C ;E ;100103;4710035315517;1;28;33
2016-12-26;2001-01-31 00:00:00;01732344  ;D ;E ;530205;4710314413514;1;75;99
2016-12-26;2001-01-31 00:00:00;01846416  ;K ;H ;320501;20545079     ;1;276;359
2016-12-26;2001-01-31 00:00:00;01978414  ;G ;F ;100431;4710960748077;1;80;109
2016-12-26;2001-01-31 00:00:00;02145525  ;B ;G ;130204;4710088432346;1;78;106
2016-12-26;2001-01-31 00:00:00;01139549  ;F ;F ;520420;4716349008015;1;15;25
2016-12-26;2001-01-31 00:00:00;01596878  ;D ;E ;130206;20557003     ;1;99;99
2016-12-26;2001-01-31 00:00:00;00433716  ;E ;E ;720507;20538514     ;4;216;236
2016-12-26;2001-01-31 00:00:00;01854107  ;E ;E ;130403;4710931500062;1;116;148
2016-12-26;2001-01-31 00:00:00;00950527  ;F ;F ;130305;4710719000036;1;44;45
2016-12-26;2001-01-31 00:00:00;01515626  ;F ;G ;110505;4711186600064;1;20;26
2016-12-26;2001-01-31 00:00:00;02172231  ;A ;E ;560518;4713568871017;1;237;350
2016-12-26;2001-01-31 00:00:00;01838206  ;D ;C ;100203;4710861100011;1;15;19
2016-12-26;2001-01-31 00:00:00;02110790  ;C ;G ;100312;4710543111038;1;32;38
2016-12-26;2001-01-31 00:00:00;02037820  ;B ;H ;470101;4973167269077;1;1121;1395
2016-12-26;2001-01-31 00:00:00;02110790  ;C ;G ;570310;4716114002675;1;75;98
2016-12-26;2001-01-31 00:00:00;00692922  ;D ;E ;130315;4713985863121;1;25;25
2016-12-26;2001-01-31 00:00:00;01926460  ;C ;F ;761101;4715006140068;3;87;111
2016-12-26;2001-01-31 00:00:00;00981996  ;G ;E ;300709;4710722001150;1;115;138
2016-12-26;2001-01-31 00:00:00;02141626  ;I ;F ;530111;4710380020111;1;120;143
2016-12-26;2001-01-31 00:00:00;02038797  ;D ;F ;520433;4713537800116;2;40;56
2016-12-26;2001-01-31 00:00:00;01746846  ;B ;E ;530110;4712815116284;2;280;218
2016-12-26;2001-01-31 00:00:00;02035277  ;D ;G ;120105;4714381003128;2;78;78
2016-12-26;2001-01-31 00:00:00;01353457  ;J ;E ;760586;20359980     ;1;31;45
2016-12-26;2001-01-31 00:00:00;02161655  ;C ;C ;110411;4710109770556;2;42;56
2016-12-26;2001-01-31 00:00:00;00424172  ;D ;E ;320402;20563745     ;1;841;1152
2016-12-26;2001-01-31 00:00:00;01625660  ;E ;F ;110215;4710943101035;1;11;15
2016-12-26;2001-01-31 00:00:00;01848410  ;K ;H ;100505;4710154012144;1;15;18
2016-12-26;2001-01-31 00:00:00;01869798  ;I ;E ;110105;4710046021100;1;30;36
2016-12-26;2001-01-31 00:00:00;01026382  ;G ;E ;110217;4719090900065;1;163;158
2016-12-26;2001-01-31 00:00:00;02124032  ;D ;F ;120101;4719090301046;1;42;55
2016-12-26;2001-01-31 00:00:00;01467727  ;F ;G ;730301;9300697106711;1;79;115
2016-12-26;2001-01-31 00:00:00;01561524  ;D ;C ;110811;4710626110156;2;124;136
entry_date;transaction_time;customer_id;age_code;warehouse;residence_area;product_subclass;product_id;amount;asset;sales_price
2016-12-27;2001-02-11 00:00:00;02007052  ;D ;070  ;E ;130207;4710088434258;1;21;26
2016-12-27;2001-02-12 00:00:00;01457926  ;D ;579  ;F ;110508;9300644131711;1;27;34
2016-12-27;2001-02-12 00:00:00;00173704  ;F ;737  ;E ;100205;4710176021247;1;14;18
2016-12-27;2001-02-11 00:00:00;02176161  ;C ;761  ;H ;300802;4027800021208;1;84;115
2016-12-27;2001-02-11 00:00:00;01979510  ;E ;795  ;E ;560104;4711553166735;2;86;78
2016-12-27;2001-02-11 00:00:00;01106329  ;C ;063  ;E ;100102;80177616     ;1;41;49
2016-12-27;2001-02-11 00:00:00;01696486  ;G ;964  ;E ;100205;0037000329206;1;40;36
2016-12-27;2001-02-12 00:00:00;00216937  ;C ;169  ;F ;500202;4710114362029;4;304;328
2016-12-27;2001-02-12 00:00:00;02100104  ;C ;001  ;F ;300711;8714462007867;1;168;249
2016-12-27;2001-02-12 00:00:00;02088938  ;A ;889  ;F ;120104;4719090702010;1;142;118
2016-12-27;2001-02-12 00:00:00;00774888  ;D ;748  ;E ;120109;4710011430524;1;36;48
2016-12-27;2001-02-11 00:00:00;01924503  ;F ;245  ;F ;500210;4710114105046;1;123;129
2016-12-27;2001-02-11 00:00:00;01695557  ;C ;955  ;F ;120101;4710011411479;1;73;90
2016-12-27;2001-02-11 00:00:00;00174466  ;D ;744  ;F ;761101;4715006140143;1;227;299
2016-12-27;2001-02-11 00:00:00;01767940  ;B ;679  ;E ;530125;4719859015061;1;60;87
2016-12-27;2001-02-13 00:00:00;01140989  ;E ;409  ;E ;500202;4710114362029;2;152;164
2016-12-27;2001-02-12 00:00:00;01660654  ;D ;606  ;F ;530110;4710210800463;1;108;119
2016-12-27;2001-02-11 00:00:00;00664394  ;H ;643  ;E ;100505;4710128030037;1;34;38
2016-12-27;2001-02-11 00:00:00;01611786  ;D ;117  ;E ;540217;20494902     ;1;280;375
2016-12-27;2001-02-11 00:00:00;01673166  ;F ;731  ;E ;500804;0013110403791;1;320;399
2016-12-27;2001-02-11 00:00:00;01733624  ;E ;336  ;D ;110603;4710254011627;2;178;210
2016-12-27;2001-02-11 00:00:00;01312140  ;B ;121  ;D ;530205;4710094021572;2;142;190
2016-12-27;2001-02-13 00:00:00;01976847  ;K ;768  ;H ;100308;4710740600106;1;117;132
2016-12-27;2001-02-13 00:00:00;01817348  ;B ;173  ;F ;100102;0034000792405;1;54;65
2016-12-27;2001-02-11 00:00:00;01028942  ;E ;289  ;F ;110117;4710012114331;2;126;66
2016-12-27;2001-02-11 00:00:00;01452402  ;D ;524  ;E ;530403;4710084168119;1;88;119
2016-12-27;2001-02-11 00:00:00;02095776  ;E ;957  ;E ;110504;4710323168016;1;17;20
2016-12-27;2001-02-11 00:00:00;00439862  ;F ;398  ;E ;130206;20544522     ;1;47;58
2016-12-27;2001-02-11 00:00:00;01312140  ;B ;121  ;D ;100414;4710375111213;3;333;405
2016-12-27;2001-02-11 00:00:00;00913638  ;E ;136  ;E ;500210;4710291101039;2;154;178
2016-12-27;2001-02-13 00:00:00;02129198  ;A ;291  ;F ;100205;4902775015356;1;25;32
2016-12-27;2001-02-11 00:00:00;01441154  ;E ;411  ;E ;110122;4711856020215;2;18;20
2016-12-27;2001-02-11 00:00:00;00050067  ;C ;500  ;F ;100102;7622200002672;1;66;69
2016-12-27;2001-02-11 00:00:00;01607291  ;B ;072  ;F ;520457;4716545000202;3;300;405
2016-12-27;2001-02-11 00:00:00;01733624  ;E ;336  ;D ;520425;4973271635997;4;264;392
2016-12-27;2001-02-11 00:00:00;01366624  ;B ;666  ;F ;570414;4711785551026;2;116;178
2016-12-27;2001-02-11 00:00:00;00136099  ;G ;360  ;E ;500210;4712425010255;1;93;129
2016-12-27;2001-02-11 00:00:00;02133133  ;D ;331  ;C ;300101;4710722000214;1;23;35
2016-12-27;2001-02-11 00:00:00;01639780  ;B ;397  ;E ;130308;4710191030040;1;35;44
2016-12-27;2001-02-11 00:00:00;01870213  ;H ;702  ;F ;530401;4710038805251;1;214;239
2016-12-27;2001-02-11 00:00:00;01764161  ;B ;641  ;E ;780506;4710461070301;1;53;58
2016-12-27;2001-02-11 00:00:00;00714068  ;B ;140  ;H ;100515;4710058137059;1;49;68
2016-12-27;2001-02-11 00:00:00;02048079  ;C ;480  ;D ;560201;4710036005608;3;693;747
