"business_id","name","address","city","state","postal_code","latitude","longitude","phone_number"
"PR0026191","BELASCO BAR#2","1050 S HILL ST ","LOS ANGELES","CA","90015","34.0403535481","-118.2593567395","213-746-5670"
"PR0026287","KELLEY'S","8148 S FIRESTONE BLVD ","DOWNEY","CA","90241","33.9414012571","-118.1358603781",""
"PR0026381","EXPO CENTER SNACK BAR #2","16000 E TEMPLE AVE ","LA PUENTE","CA","91744","34.0252426342","-117.9366184035",""
"PR0026453","GRANADA PARK SNACK BAR","2000 W HELLMAN AVE ","ALHAMBRA","CA","91803","34.0695255306","-118.1453930098","626-570-5044"
"PR0026462","HI-N-DRY COCKTAILS","3116 W 182ND ST ","TORRANCE","CA","90504","33.8653675086","-118.3270929303",""
"PR0026524","FIESTA BAR","1834 PUENTE AVE ","BALDWIN PARK","CA","91706","34.0673505714","-117.9648191567",""
"PR0026605","STARBUCKS # 5645","1751 W ARTESIA BLVD ","GARDENA","CA","90247","33.8730042249","-118.3080396650",""
"PR0026606","DOLBY THEATRE-LOBBY BAR II","6801 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1022873861","-118.3390683805","323-308-6300"
"PR0026677","COZY INN","11155 WASHINGTON PL ","CULVER CITY","CA","90232","34.0095792626","-118.4131828603",""
"PR0026766","THE COFFEE BEAN & TEA LEAF","11049 SANTA MONICA BLVD # 109","LOS ANGELES","CA","90025","","",""
"PR0026848","EDWARDS THEATRES","4767 COMMONS WAY ","CALABASAS","CA","91302","34.1545558685","-118.6451946244",""
"PR0026894","DANTAGES","6233 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1017923467","-118.3255610981",""
"PR0026932","STARBUCKS COFFEE CO","5705 ROSEMEAD BLVD ","TEMPLE CITY","CA","91780","34.1039654017","-118.0736912103","626-614-8004"
"PR0026942","BENNETT'S ICE CREAM","6333 W 3RD ST STE 548","LOS ANGELES","CA","90036","34.0715653889","-118.3603964756",""
"PR0026962","STARBUCKS COFFEE","1131 S FREMONT AVE STE A","ALHAMBRA","CA","91803","34.0804757368","-118.1524988300",""
"PR0027028","TUTTI FRUTTI FROZEN YOGURT","2170 E WILLOW ST ","SIGNAL HILL","CA","90755","33.8042824462","-118.1657280593",""
"PR0027052","BASKIN ROBBINS","603 E UNIVERSITY DR STE #A","CARSON","CA","90746","","",""
"PR0027061","WING HOP FUNG (WINE TASTING)","725 W GARVEY AVE ","MONTEREY PARK","CA","91754","34.0625966643","-118.1326017977","626-227-1688"
"PR0027105","BASKIN ROBBINS ICE CREAM","4051 INGLEWOOD AVE STE 104","REDONDO BEACH","CA","90278","33.8940707727","-118.3623510007",""
"PR0027152","BASKIN ROBBINS ICE CREAM","3127 S HACIENDA BLVD ","HACIENDA HEIGHTS","CA","91745","33.9804163893","-117.9731900283",""
"PR0027193","BASKIN ROBBINS #3013","25426 CRENSHAW BLVD ","TORRANCE","CA","90505","33.7921766570","-118.3321646769",""
"PR0027247","INDEPENDENT SQUARE RESIDENTI","2455 S ST ANDREWS PL ","LOS ANGELES","CA","90018","34.0330965726","-118.3114889011","323-735-1231"
"PR0027331","COFFEE BEAN & TEA LEAF","3800 WILSHIRE BLVD # 102","LOS ANGELES","CA","90010","","",""
"PR0027364","BASKIN ROBBINS #3172","8524 E ROSECRANS AVE ","PARAMOUNT","CA","90723","33.9036097861","-118.1509500516",""
"PR0027376","STARBUCKS COFFEE #5266","1 KERSTING CT ","SIERRA MADRE","CA","91024","34.1624465729","-118.0529399312",""
"PR0027386","STARBUCKS COFFEE #2155","550 E BASELINE RD ","CLAREMONT","CA","91711","34.1214937347","-117.7060151038",""
"PR0027418","TIATO GARDEN CAFE BAR/COFFEE","2700 COLORADO AVE STE #190","SANTA MONICA","CA","90404","","",""
"PR0027420","BASKIN ROBBINS","1800 E PALMDALE BLVD ","PALMDALE","CA","93550","34.5795268995","-118.0965403985","661-273-3331"
"PR0027426","STARBUCKS COFFEE #569","1190 W ALAMEDA AVE ","BURBANK","CA","91505","34.1626000382","-118.3146701848",""
"PR0027440","BASKIN ROBBINS #26100","18252 GALE AVE ","ROWLAND HEIGHTS","CA","91748","33.9958087102","-117.9059402425",""
"PR0027455","EB'S BAR","6333 W 3RD ST STE #408","LOS ANGELES","CA","90036","","",""
"PR0027463","COFFEE COMMISSARY","801 N FAIRFAX AVE STE 106","LOS ANGELES","CA","90046","34.0856662557","-118.3616586390",""
"PR0027496","BASKIN ROBBINS 31 ICE CREAM","13424 CRENSHAW BLVD ","GARDENA","CA","90249","33.9099258477","-118.3261615983",""
"PR0027513","B P O E NO 1919","1735 162ND ST","GARDENA","CA","90247","33.8843687512","-118.3082432553",""
"PR0027543","DOWNEY RAZORBACKS SNACK BAR","9612 ARDINE ST ","DOWNEY","CA","90241","33.9299934042","-118.1083820496","562-928-6081"
"PR0027565","GLENDALE CIVIC AUDITORIUM","1401 N VERDUGO RD ","GLENDALE","CA","91208","34.1667670326","-118.2307247174",""
"PR0027575","THE CINEMA","3967 SEPULVEDA BLVD ","CULVER CITY","CA","90230","34.0093415843","-118.4147649595",""
"PR0027617","CARMELA ICE CREAM","2495 E WASHINGTON BLVD ","PASADENA","CA","91104","34.1693012781","-118.0990210770","415-341-3740"
"PR0027633","#C43 LOGE LEVEL VENDING","1000 VIN SCULLY AVE","LOS ANGELES","CA","90012","","",""
"PR0027676","CUPPIES","3525 PACIFIC COAST HWY STE #F","TORRANCE","CA","90505","","","310-784-0774"
"PR0027686","THE COFFEE BEAN & TEA LEAF","15278 ANTIOCH ST ","PACIFIC PALISADES","CA","90272","34.0467920835","-118.5257750762",""
"PR0027710","VONS #2209 - STARBUCKS","5500 N WOODRUFF AVE ","LAKEWOOD","CA","90713","33.8568740659","-118.1156287779",""
"PR0027754","KARLA'S BAR","2327 E 1ST ST ","LOS ANGELES","CA","90033","34.0439908312","-118.2100392341","213-264-7155"
"PR0027757","8 ESPRESSOS","11901 SANTA MONICA BLVD STE #112","LOS ANGELES","CA","90025","","","310-479-4533"
"PR0027835","JUICE IT UP","545 S GRAND AVE ","GLENDORA","CA","91741","34.1445405040","-117.8726796362","626-335-5454"
"PR0027868","PORTOFINO INN LOBBY LOUNGE","260 PORTOFINO WAY ","REDONDO BEACH","CA","90277","33.8448199543","-118.3969422855",""
"PR0027880","STARBUCKS COFFEE 14","100 WORLD WAY ","LOS ANGELES","CA","90045","33.9455354986","-118.4014299920",""
"PR0027904","TEMPTATION","739 1/2 S WESTERN AVE ","LOS ANGELES","CA","90005","34.0590500825","-118.3092316288",""
"PR0027951","COFFEE BAR","10861 WEYBURN AVE ","LOS ANGELES","CA","90024","34.0624740663","-118.4434385914","310-824-5994"
"PR0027961","STARBUCKS #5250","8985 VENICE BLVD ","CULVER CITY","CA","90232","34.0282918544","-118.3906516145",""
"PR0028030","CINNABON #904","100 UNIVERSAL CITY PLZ STE #H103","UNIVERSAL CITY","CA","91608","","","818-506-8296"
"PR0028118","SHATTO BAR","3255 W 4TH ST ","LOS ANGELES","CA","90020","34.0673635621","-118.2910991534","213-385-9475"
"PR0028130","USA GASOLINE","600 E ROSECRANS AVE ","LOS ANGELES","CA","90059","33.9019300953","-118.2650489244","310-802-4534"
"PR0028143","KOREATOWN GALLERIA DISH ROOM","3250 W OLYMPIC BLVD # 333","LOS ANGELES","CA","90006","","",""
"PR0028181","STARBUCKS # 5444","1780 MONTEBELLO TOWN CTR ","MONTEBELLO","CA","90640","34.0359954550","-118.0826232955",""
"PR0028255","LITTLE JOY COCKTAILS","1477 W SUNSET BLVD ","LOS ANGELES","CA","90026","34.0757000172","-118.2543990610","213-935-8276"
"PR0028317","TARGET STARBUCKS COFFEE","809 N AZUSA AVE ","AZUSA","CA","91702","34.1357340047","-117.9078815304","626-629-1121"
"PR0028415","CONCERT LOBBY BAR LEVEL 3","111 S GRAND AVE # #950","LOS ANGELES","CA","90012","","",""
"PR0028417","STARBUCKS COFFEE #5275","100 WASHINGTON BLVD ","MARINA DEL REY","CA","90292","33.9796943321","-118.4653857515",""
"PR0028603","BASKIN ROBBINS #79","9514 RESEDA BLVD ","NORTHRIDGE","CA","91324","34.2431211522","-118.5358819228","818-522-4159"
"PR0028702","MR. C. BEVERLY HILLS LOBBY B","1224 S BEVERWIL DR ","LOS ANGELES","CA","90035","34.0554023673","-118.3989128702","310-227-2800"
"PR0028794","TRAY WASH ROOM","6000 SEPULVEDA BLVD #130","CULVER CITY","CA","90230","","",""
"PR0028799","STARBUCKS COFFEE #5714","21209 HAWTHORNE BLVD ","TORRANCE","CA","90503","33.8373011550","-118.3553842184",""
"PR0028808","BASKIN ROBBINS","10939 FIRESTONE BLVD ","NORWALK","CA","90650","33.9234464830","-118.1014816405",""
"PR0028816","VONS-STARBUCKS COFFEE","715 PIER AVE ","HERMOSA BEACH","CA","90254","33.8660095187","-118.3944443426",""
"PR0028828","FRANCHISE OF BASKIN ROBBINS","1010 N GLENDALE AVE STE 104","GLENDALE","CA","91206","34.1601614549","-118.2372512930",""
"PR0028830","STARBUCKS COFFEE #5290","8500 W BEVERLY BLVD STE #K100","LOS ANGELES","CA","90048","","",""
"PR0028838","WISE ADULT DAY CARE","1527 4TH ST STE 200","SANTA MONICA","CA","90401","34.0147778876","-118.4927032687","310-394-9871"
"PR0028875","SABAN THEATRE","8440 WILSHIRE BLVD ","BEVERLY HILLS","CA","90211","34.0643710207","-118.3748418610","323-655-4900"
"PR0028914","CANYON THEATRE GUILD","24242 MAIN ST ","NEWHALL","CA","91321","34.3779473787","-118.5268150708",""
"PR0028938","COLDSTONE CREAMERY","43440 W 10TH ST W STE #105","LANCASTER","CA","93534","","",""
"PR0028955","FRANCOHS BAR","1903 E NADEAU ST ","LOS ANGELES","CA","90001","33.9675607722","-118.2387328199",""
"PR0028986","SPORTSMAN'S LOUNGE","3953 ARTESIA BLVD ","TORRANCE","CA","90504","33.8733309708","-118.3431583190","310-371-4239"
"PR0029004","ARENA TACOS KITCHEN BOOTH #3","11003 ROOKS RD ","PICO RIVERA","CA","90660","","",""
"PR0029054","AMC MONTEBELLO 10 PLEX","1475 N MONTEBELLO BLVD ","MONTEBELLO","CA","90640","34.0340004769","-118.0927531601",""
"PR0029055","GRAB & GO TOROS #1","1000 E VICTORIA ST ","CARSON","CA","90747","33.8638784722","-118.2557488119",""
"PR0029067","STARBUCKS #9321","15905 VALLEY VIEW AVE ","SANTA FE SPRINGS","CA","90670","33.8879112649","-118.0290876367",""
"PR0029085","STARBUCKS-INSIDE RALPHS 720","14440 BURBANK BLVD ","VAN NUYS","CA","91401","34.1718860506","-118.4477780373","818-989-5640"
"PR0029095","STARBUCKS COFFEE #5350","8363 W SUNSET BLVD ","WEST HOLLYWOOD","CA","90069","34.0957363894","-118.3720587335",""
"PR0029127","MAISON # 140","140 S LASKY DR ","BEVERLY HILLS","CA","90212","34.0656304161","-118.4096611390","310-281-4000"
"PR0029142","THE THIRSTY CLUB","2705 1/2 ARTESIA BLVD ","REDONDO BEACH","CA","90278","33.8730111061","-118.3618188062",""
"PR0029164","AMC UNIVERSAL CITYWALK -CONC EAST","100 UNIVERSAL STUDIOS BLVD","UNIVERSAL CITY","CA","91608","34.1424709902","-118.3568247802","818-508-0711"
"PR0029203","LAS PALMAS SENIOR CTR. SNACK","1820 N LAS PALMAS AVE ","LOS ANGELES","CA","90028","34.1046469767","-118.3361061383","323-465-7787"
"PR0029257","SOUTH BAY SPORTS","1935 MANHATTAN BEACH BLVD ","REDONDO BEACH","CA","90278","33.8875347763","-118.3780624355",""
"PR0029288","BELASCO BAR#3","1050 S HILL ST ","LOS ANGELES","CA","90015","34.0403535481","-118.2593567395","213-746-5670"
"PR0029293","7 STAR COFFEE","421 W 7TH ST","LOS ANGELES","CA","90014","34.0463097543","-118.2548091297",""
"PR0029297","BASKIN ROBBINS","15234 E WHITTIER BLVD ","WHITTIER","CA","90603","33.9469063068","-118.0019189879",""
"PR0029315","CITADEL OUTLETS","150 CITADEL DR ","COMMERCE","CA","90040","34.0058906525","-118.1519849500",""
"PR0029357","FONUTS","8104 W 3RD ST ","LOS ANGELES","CA","90048","34.0720157804","-118.3661942334","323-592-3075"
"PR0029368","FROG POND","11118 S SANTA GERTRUDES AVE ","WHITTIER","CA","90604","33.9320798658","-117.9929234004",""
"PR0029393","BASKIN ROBBINS 31 FLAVORS","11127 VENICE BLVD ","LOS ANGELES","CA","90034","34.0135246832","-118.4165353996",""
"PR0029400","LITTLE BOHEMIA TAVERN","9535 LAS TUNAS DR ","TEMPLE CITY","CA","91780","34.1067480542","-118.0625620006",""
"PR0029425","STAR BUCKS","1969 ZONAL AVE ","LOS ANGELES","CA","90033","34.0615860393","-118.2046287372",""
"PR0029449","TUTTI FRUTTI FROZEN YOGURT","24244 LYONS AVE ","NEWHALL","CA","91321","34.3785225825","-118.5595969259","661-373-9988"
"PR0029464","EDWARDS WEST COVINA CINEMAS 3","1200 LAKES DR ","WEST COVINA","CA","91790","","",""
"PR0029499","PIER BAKERY","100 FISHERMANS WHARF STE #M","REDONDO BEACH","CA","90277","","",""
"PR0029505","COFFEE BEAN & TEA LEAF","645 W 9TH ST STE #108","LOS ANGELES","CA","90015","","",""
"PR0029512","STARBUCKS #9328","3853 E 3RD ST ","LOS ANGELES","CA","90063","34.0335316178","-118.1843633268",""
"PR0029523","MONROVIA CINEMA CONCESSION","410 S MYRTLE AVE ","MONROVIA","CA","91016","34.1473062310","-117.9998262160",""
"PR0029555","YOUNG'S SNACK SHOP","656 S LOS ANGELES ST ","LOS ANGELES","CA","90014","34.0433203908","-118.2501264334",""
"PR0029606","THE COFFEE BEAN & TEA LEAF29","340 N SAN FERNANDO BLVD ","BURBANK","CA","91504","34.1827274328","-118.3110127212",""
"PR0029626","BAC STREET LOUNGE","2422 ARTESIA BLVD ","REDONDO BEACH","CA","90278","33.8726022392","-118.3665410471",""
"PR0029631","STARBUCKS COFFEE #5502","530 N SEPULVEDA BLVD ","EL SEGUNDO","CA","90245","33.9230381920","-118.3958525471",""
"PR0029649","THE MARKETPLACE DISHWASHING","1 LMU DR #MS 8420","LOS ANGELES","CA","90045","","",""
"PR0029658","JUDAH BOX","344 S MARKET ST ","INGLEWOOD","CA","90301","33.9596525717","-118.3516336646","310-672-8711"
"PR0029680","BASKIN ROBBINS","5039 WHITTIER BLVD","LOS ANGELES","CA","90022","34.0214265183","-118.1605910384",""
"PR0029798","TONY'S BAR","4310 W PICO BLVD ","LOS ANGELES","CA","90019","34.0477999469","-118.3287113173",""
"PR0029806","STARBUCKS COFFEE/ALBERTSONS","27631 BOUQUET CANYON RD ","SANTA CLARITA","CA","91350","34.4430823052","-118.5117911723","661-269-9655"
"PR0029824","NORMANDIE COUNTRY BAKERY","6333 W 3RD ST STE 330","LOS ANGELES","CA","90036","34.0715653889","-118.3603964756","323-930-1944"
"PR0029844","JOHN ANSON FORD THEATRE","2580 CAHUENGA BLVD E ","LOS ANGELES","CA","90068","34.1137529498","-118.3355961294",""
"PR0029857","STARBUCKS-VONS #3083","301 N PASS AVE ","BURBANK","CA","91505","34.1547986714","-118.3462760844",""
"PR0029868","CHILLAX BASKIN ROBBINS 31 IC","3560 REDONDO BEACH BLVD ","TORRANCE","CA","90504","33.8801550290","-118.3337980624","310-538-2831"
"PR0029915","BEL AIR BAR&GRILL / WARMING","662 N SEPULVEDA BLVD","LOS ANGELES","CA","90049","34.0775580891","-118.4690209892","310-440-5544"
"PR0029936","EDWARDS WEST COVINA CINEMAS 4","1200 LAKES DR ","WEST COVINA","CA","91790","","",""
"PR0029968","CITY OF IRWINDALE RECAREATIO","16053 N CALLE DE PASEO AVE","IRWINDALE","CA","91706","34.1046348518","-117.9322346403","626-430-2286"
"PR0029993","STARBUCKS COFFEE CO","2901 OCEAN PARK BLVD STE 101","SANTA MONICA","CA","90405","34.0200290364","-118.4546989285",""
"PR0030020","101 COLD STONE CREAMERY","101 W MAIN ST STE B","ALHAMBRA","CA","91801","34.0948585020","-118.1282491300","626-282-8886"
"PR0030048","BEN AND JERRY'S","1000 UNI STU BLVD STE 151","UNIVERSAL CITY","CA","91608","","",""
"PR0030061","NEW MOON BAR","2138 VERDUGO BLVD ","MONTROSE","CA","91020","34.2046370404","-118.2244903210",""
"PR0030168","THE COFFEE BEAN & TEA LEAF","13420 MAXELLA AVE # #C20","MARINA DEL REY","CA","90292","","",""
"PR0030348","ALTA VISTA SNACK BAR","740 JULIA AVE ","REDONDO BEACH","CA","90277","33.8287311303","-118.3794216257","310-318-0639"
"PR0030363","JUICE IT UP","3231 FOOTHILL BLVD ","GLENDALE","CA","91204","34.2306729615","-118.2493848966",""
"PR0030444","VALENCIA WINE CO INC","24300 TOWN CENTER DR STE 105","VALENCIA","CA","91355","34.4167956911","-118.5604409073",""
"PR0030464","STAND 40","285 W HUNTINGTON DR ","ARCADIA","CA","91007","34.1397131452","-118.0453041705",""
"PR0030517","7 STAR COFFEE #2","701 S BROADWAY UNIT UNIT","LOS ANGELES","CA","90014","34.0451858481","-118.2535948593",""
"PR0030526","TROPICANA BAR","7000 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1013698769","-118.3418153205",""
"PR0030533","TARASCO BAR","543 N AVALON BLVD ","WILMINGTON","CA","90744","33.7767026516","-118.2623490916",""
"PR0030588","DOWNEY GIRLS PONY TAIL LEAGU","12334 BELLFLOWER BLVD ","DOWNEY","CA","90242","33.9195088973","-118.1213341583",""
"PR0030616","MATSUHISA 2ND FLOOR","129 N LA CIENEGA BLVD ","BEVERLY HILLS","CA","90211","34.0683419359","-118.3766597143","310-659-9639"
"PR0030714","ALBERTSON'S STARBUCKS","26521 AGOURA RD ","CALABASAS","CA","91302","34.1447932354","-118.6995124386","818-880-9080"
"PR0030738","JINKY JAVA LOUNGE","14120 VENTURA BLVD STE C","SHERMAN OAKS","CA","91423","34.1494291450","-118.4407297995",""
"PR0030773","COUNTRY GIRL","31602 CASTAIC RD ","CASTAIC","CA","91384","34.4929991720","-118.6192821328",""
"PR0030838","FLOWERS BY FELICIA","8428 PERSHING DR ","PLAYA DEL REY","CA","90293","33.9567184413","-118.4424583539",""
"PR0030848","STARBUCKS COFFEE #10307","2161 W ROSECRANS AVE ","COMPTON","CA","90220","33.9036678476","-118.2002184358","310-638-4707"
"PR0030867","STARBUCKS COFFEE #75102","15500 ROSCOE BLVD ","VAN NUYS","CA","91406","34.2212369185","-118.4705003333",""
"PR0030875","ARENA SODA BOOTH #1","11003 ROOKS RD ","PICO RIVERA","CA","90660","","",""
"PR0030910","TEA TREE","21333 HAWTHORNE BLVD ","TORRANCE","CA","90503","33.8345978674","-118.3542945264",""
"PR0030951","AMERICAN CINEMATHEQUE","6712 HOLLYWOOD BLVD ","LOS ANGELES","CA","90028","34.1013426763","-118.3366865114",""
"PR0030957","LANCASTER INTERNATIONAL MALL","1140 COMMERCE CENTER DR ","LANCASTER","CA","93534","34.6725006697","-118.1508982125",""
"PR0030979","COLD STONE CREAMERY","5022 W AVENUE N # #A124","PALMDALE","CA","93551","","",""
"PR0031082","COFFEE BEAN AND TEA LEAF","2000 AVE OF STARS STE 40","LOS ANGELES","CA","90067","34.0587182982","-118.4157481469",""
"PR0031119","VFW POST 6315","4865 S DURFEE AVE ","PICO RIVERA","CA","90660","34.0014851245","-118.0790623877","562-695-0029"
"PR0031252","NUT HOUSE-MARKET","8664 W PICO BLVD ","LOS ANGELES","CA","90035","34.0540239653","-118.3807916329",""
"PR0031275","JJ'S NITE AFTER NITE","10911 E GARVEY AVE ","SOUTH EL MONTE","CA","91733","34.0631121954","-118.0377552418",""
"PR0031276","THE COFFEE BEAN & TEA LEAF","10121 RIVERSIDE DR ","NORTH HOLLYWOOD","CA","91602","34.1523762432","-118.3514257451",""
"PR0031295","THE BUCCANEER","70 W SIERRA MADRE BLVD ","SIERRA MADRE","CA","91024","34.1616223600","-118.0542307542",""
"PR0031312","CK COFFEE KIOSK","26833 BOUQUET CANYON RD ","SANTA CLARITA","CA","91350","34.4335908759","-118.5305180780",""
"PR0031339","THE COFFEE BEAN AND TEA LEAF","39604 W 10TH ST W STE D","PALMDALE","CA","93551","34.6019408194","-118.1475169268",""
"PR0031391","MIGNON CHOCOLATE","315 N VERDUGO RD ","GLENDALE","CA","91206","34.1507287821","-118.2368799549","818-549-9600"
"PR0031481","BASKIN ROBBINS","13310 OSBORNE ST ","PACOIMA","CA","91331","34.2439965538","-118.4231365665",""
"PR0031496","STARBUCKS","1845 W AVENUE I ","LANCASTER","CA","93536","34.7039729122","-118.1636273263","661-723-5708"
"PR0031509","STARBUCKS COFFEE #10144","27667 BOUQUET CANYON RD ","SAUGUS","CA","91350","34.4432753810","-118.5110652579","661-263-9681"
"PR0031545","KIM C SNACK STAND","1206 S MAPLE AVE ","LOS ANGELES","CA","90015","34.0353692310","-118.2564062550",""
"PR0031576","BASKIN ROBBINS #3047","325 S DIAMOND BAR BLVD ","DIAMOND BAR","CA","91765","34.0187881701","-117.8100289260",""
"PR0031595","PEET'S COFFEE AND TEA","12215 VENTURA BLVD STE 101","STUDIO CITY","CA","91604","34.1433986077","-118.3990016517",""
"PR0031614","BASKIN ROBBINS #34","320 AVENUE I ","REDONDO BEACH","CA","90277","33.8186002445","-118.3847264886",""
"PR0031631","COFFEE BEAN & TEA LEAF","3726 S FIGUEROA ST ","LOS ANGELES","CA","90007","34.0174115298","-118.2825583778",""
"PR0031665","STARBUCKS COFFEE 14412","3344 S LA CIENEGA BLVD ","LOS ANGELES","CA","90016","34.0269542983","-118.3718602959",""
"PR0031700","LOLLICUP","112 PLAZA DR # 9018","WEST COVINA","CA","91790","","",""
"PR0031735","#C74 RESERVE LEVEL VENDING","1000 VIN SCULLY AVE","LOS ANGELES","CA","90012","","",""
"PR0031763","BASKIN ROBBINS","8329 LAUREL CANYON BLVD ","SUN VALLEY","CA","91352","34.2221663695","-118.3966394571","818-504-1040"
"PR0031805","STARBUCKS","20440 DEVONSHIRE ST ","CHATSWORTH","CA","91311","34.2570855489","-118.5793632600",""
"PR0031815","COLD STONE CREAMERY","3580 N ROSEMEAD BLVD ","ROSEMEAD","CA","91770","34.0735461982","-118.0728407969",""
"PR0031841","GORDEN BIERSCH","100 WORLD WAY ","LOS ANGELES","CA","90045","33.9455354986","-118.4014299920",""
"PR0031861","BARNES AND NOBLE","1800 ROSECRANS AVE STE B","MANHATTAN BEACH","CA","90266","33.9005641658","-118.3804091357",""
"PR0031929","PACIFIC THEATRES AT THE GROV","189 THE GROVE DR STE L-80","LOS ANGELES","CA","90036","34.0737549025","-118.3564806549",""
"PR0031945","CITY CLUB ICE CREAM SHOP","4631 E COMPTON BLVD ","COMPTON","CA","90221","33.8963774174","-118.1912033140",""
"PR0031976","FUBAR","7994 SANTA MONICA BLVD ","WEST HOLLYWOOD","CA","90046","34.0905476609","-118.3645751457",""
"PR0032068","INTERNATIONAL ICE CREAM","110 N INTERNATIONAL BDWK ","REDONDO BEACH","CA","90277","33.8409711438","-118.3906409964",""
"PR0032117","STARBUCKS COFFEE","203 N YALE AVE ","CLAREMONT","CA","91711","34.0956907835","-117.7180266764",""
"PR0032168","NO BAR","10622 MAGNOLIA BLVD ","NORTH HOLLYWOOD","CA","91601","34.1647694411","-118.3624241864",""
"PR0032190","STARBUCKS COFFEE #6861","1356 3RD STREET PROMENADE ","SANTA MONICA","CA","90401","34.0161525204","-118.4969140970",""
"PR0032195","HOTEL BEL AIR (OAK BAR)","701 STONE CANYON RD ","LOS ANGELES","CA","90077","34.0857802153","-118.4451544661","310-909-1602"
"PR0032224","ELA STADIUM STAND #3","1301 AVENIDA CESAR CHAVEZ ","MONTEREY PARK","CA","91754","34.0394675978","-118.1485828484","323-265-8669"
"PR0032265","TARGET TERRACE  NORTH BAR","800 W OLYMPIC BLVD STE A-335","LOS ANGELES","CA","90015","34.0448376046","-118.2645272878",""
"PR0032281","STARBUCKS #10801","2555 N HOLLYWOOD WAY","BURBANK","CA","91505","34.2002844074","-118.3510823300","818-565-0571"
"PR0032288","KEN'S ICE CREAM","18511 S AVALON BLVD ","CARSON","CA","90746","33.8620703860","-118.2672068689",""
"PR0032327","STARBUCKS COFFEE # 11779","19439 VENTURA BLVD ","TARZANA","CA","91356","34.1729157156","-118.5569441879","818-774-9660"
"PR0032350","DIAMOND BAR LITTLE LEAGUE","22601 S SUNSET CROSSING RD ","DIAMOND BAR","CA","91765","34.0305025664","-117.8206992598","909-731-6778"
"PR0032390","COLDSTONE CREAMERY #355","425 W FOOTHILL BLVD ","GLENDORA","CA","91740","34.1362281316","-117.8606040885","626-963-5903"
"PR0032446","TORRANCE AMERICAN CONCESSION","23009 DORIS WAY ","TORRANCE","CA","90505","33.8194498450","-118.3738618837","310-683-9672"
"PR0032626","STARBUCKS COFFEE #8637","9002 SEPULVEDA BLVD ","NORTH HILLS","CA","91343","34.2344928180","-118.4672823553",""
"PR0032682","Q YOGURT","1220 S GOLDEN WEST AVE STE #D","ARCADIA","CA","91007","","","626-524-4722"
"PR0032704","GLENDALE CENTER THEATER","324 N ORANGE ST ","GLENDALE","CA","91203","34.1508840703","-118.2560392776",""
"PR0032709","TEMROSE LOUNGE","9612 LOWER AZUSA RD ","TEMPLE CITY","CA","91780","34.0894321485","-118.0566986643",""
"PR0032769","PINKBERRY","1456 3RD STREET PROMENADE ","SANTA MONICA","CA","90401","34.0147793062","-118.4953344002",""
"PR0032772","BATMAN FRESHERS","26101 MAGIC MOUNTAIN PKWY","VALENCIA","CA","91355","34.4306095027","-118.6034335649",""
"PR0032805","JOHNNY'S BAR","5006 YORK BLVD ","LOS ANGELES","CA","90042","34.1212076877","-118.2066842851",""
"PR0032807","TIERRA MIA COFFEE COMPANY","653 S SPRING ST ","LOS ANGELES","CA","90014","34.0589676266","-118.2384696895","213-806-0054"
"PR0032885","STARBUCKS #5208","10235 RESEDA BLVD ","NORTHRIDGE","CA","91324","34.2567921124","-118.5363759152",""
"PR0032919","REGAL CINEMAS THE AVENUE 13","550 DEEP VALLEY DR STE #339","PALOS VERDES PENINSULA","CA","90274","","",""
"PR0033009","GALLERIA MARKET DISH ROOM","10201 RESEDA BLVD ","NORTHRIDGE","CA","91324","34.2564975125","-118.5363665345",""
"PR0033021","STARBUCKS COFFEE #542","233 MANHATTAN BEACH BLVD ","MANHATTAN BEACH","CA","90266","33.8851996064","-118.4099132818",""
"PR0033062","STARBUCKS-STORE #11233","523 W 6TH ST","LOS ANGELES","CA","90014","34.0486424772","-118.2548404195","213-327-0208"
"PR0033121","STARBUCKS COFFEE #5620","1900 N HIGHLAND AVE STE 6","LOS ANGELES","CA","90068","34.1056245732","-118.3372832921",""
"PR0033130","N16 CELLAR","16 N 1ST AVE ","ARCADIA","CA","91006","34.1405467896","-118.0279963206","626-446-6668"
"PR0033165","THE COFFEE BEAN & TEA LEAF","10800 W PICO BLVD STE 316","LOS ANGELES","CA","90064","34.0405350789","-118.4271999201",""
"PR0033428","DREYER'S FUN ICE CREAM","77 BERTH PORTS O CALL P20","SAN PEDRO","CA","90731","","",""
"PR0033442","CHAYA DOWNTOWN BAR","525 S FLOWER ST ","LOS ANGELES","CA","90071","34.0509102530","-118.2571227585",""
"PR0033463","STARBUCK COFFEE #6814","1703 W GLENOAKS BLVD ","GLENDALE","CA","91201","34.1718877057","-118.2897273825",""
"PR0033465","STARBUCKS COFFEE #5246","5005 PACIFIC COAST HWY ","TORRANCE","CA","90505","33.8126187149","-118.3675868194",""
"PR0033498","BASKIN ROBBINS #6118","104 W FOOTHILL BLVD ","MONROVIA","CA","91016","34.1499933164","-118.0013396888",""
"PR0033516","ARCLIGHT CINEMAS CONCESSION","15301 VENTURA BLVD # 300","SHERMAN OAKS","CA","91403","","",""
